Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,71,2018-06-16,LAA,OAK,8-GF(8),,99,1.0,0,0,0,0,1,0,1,0.00,4,18,9,4,0,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,0.006,.07,0.00%,0.50,3.65,6.00,8b --- 0 out d3,8b end d 3,,OAK,0.0,L,4,6
2,72,2018-06-17,LAA,OAK,11-11,L(0-1),0,0.1,1,1,1,0,0,0,1,6.75,3,13,6,1,0,0,2,2,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,2.91,-0.187,2.15,-0.08%,-0.69,-2.45,-2.00,11b --- 0 out tie,11b 1-3 1 out tie,,OAK,10.0,L,5,6
3,81,2018-06-27,LAA,BOS,8-8,,9,0.2,1,1,1,1,0,0,0,9.00,4,21,10,2,2,1,2,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,.32,-0.033,.15,-0.01%,-0.85,-1.70,-1.00,8b --- 0 out d2,8b --3 2 out d3,,BOS,10.0,L,6,9
4,14,2019-04-12,LAA,CHC,7-GF(8),,99,1.1,1,0,0,0,0,0,0,0.00,5,11,10,1,2,5,0,0,0,0,,2,0,0,0,0,5,0,0,0,1,0,1,.11,0.010,.09,0.01%,1.00,2.40,4.00,7b 12- 2 out d4,8b end d 4,,CHC,0.9090909090909091,L,1,5
5,15,2019-04-13,LAA,CHC,7-7,H(1),0,1.0,0,0,0,0,1,0,0,0.00,3,10,7,4,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.76,0.060,.65,0.03%,0.54,4.25,6.00,7b --- 0 out a3,7b 3 out a3,,CHC,0.0,W,6,5
6,16,2019-04-15,LAA,TEX,5-6,,1,1.0,3,3,3,1,2,1,0,8.10,7,35,23,6,3,2,2,2,0,0,,1,0,2,0,0,6,0,0,0,0,0,0,.24,-0.040,.24,-0.02%,-2.39,-2.15,0.00,5b 1-- 2 out d4,6b 1-- 2 out d7,,TEX,4.0,L,7,12
7,19,2019-04-18,LAA,SEA,6-7,,2,1.1,3,4,4,2,2,2,1,13.50,10,35,20,7,7,2,3,1,0,0,,1,1,1,0,0,7,0,0,0,0,0,0,.25,-0.094,.22,-0.05%,-4.08,-4.60,-2.00,6t 1-- 0 out d3,7t 1-- 1 out d8,,LAA,4.545454545454545,L,10,11
8,56,2019-05-30,LAA,SEA,7-GF,,41,2.2,0,0,0,1,3,0,0,8.59,9,36,20,7,4,4,1,0,0,0,,2,1,1,0,0,8,0,0,0,0,0,0,.34,0.045,.21,0.02%,1.45,11.40,17.00,7b -23 1 out a6,9b end a 6,,SEA,0.45454545454545453,W,9,3
9,78,2019-06-22,LAA,STL,7-7,,22,1.0,0,0,0,0,0,0,0,7.56,3,9,6,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.17,0.013,.11,0.01%,0.52,2.25,3.00,7b --- 0 out d3,7b 3 out d3,,STL,0.0,L,2,4
10,79,2019-06-23,LAA,STL,9-9,,0,0.2,2,3,3,1,0,1,0,10.00,5,23,13,3,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.06,-0.002,.04,0.00%,-0.93,-6.30,-7.00,9b --- 0 out a6,9b 12- 2 out a5,,STL,15.0,W,6,4
