,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,59,2018-06-01,SDN,CIN,GS-4,L(0-1),99,3.2,4,4,4,5,2,0,0,9.82,20,81,45,13,6,10,4,2,1,0,34.0,,,1,0,0,15,1,0,0,0,0,0,0.93,-0.242,0.44,-0.07%,-2.67,-1.15,5.0,1t start tie,4t 1-3 2 out d4,,SDP,2.8125,L,2,7
1,2,93,2018-07-09,SDN,LAD,8-GF,,37,2.0,4,2,2,1,2,0,0,9.53,10,38,26,8,6,5,2,2,0,0,,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0.03,-0.005,0.0,0.00%,-1.1,1.5,6.0,8t --- 0 out d6,9t end d 8,,SDP,2.5,L,2,8
2,3,113,2018-08-04,SDN,CHC,GS-5,L(0-2),25,5.0,9,5,5,2,6,2,0,9.28,26,83,54,21,8,10,8,5,0,0,33.0,,,0,0,0,24,3,0,1,0,0,0,0.63,-0.23199999999999998,0.0,0.00%,-2.49,6.65,18.0,1b start tie,5b 3 out d2,,CHC,2.2,L,4,5
3,4,119,2018-08-11,SDN,PHI,GS-5,L(0-3),6,4.1,5,5,5,2,2,2,0,9.6,20,88,50,17,5,6,10,4,1,0,33.0,,,0,0,0,18,1,1,0,0,0,0,0.65,-0.215,0.0,0.00%,-2.23,-0.45,4.0,1t start tie,5t 1-- 1 out d4,,SDP,1.707317073170732,L,1,5
4,5,75,2019-06-20,NYN,CHC,GS-3,L(0-1),99,2.1,5,6,6,1,2,0,0,23.14,13,55,37,4,11,6,4,2,0,0,24.0,,,0,0,0,11,1,1,0,0,0,0,1.14,-0.446,0.77,-0.18%,-4.35,-6.35,-5.0,1b start tie,3b --3 1 out d2,,CHC,2.8571428571428568,L,4,7
5,6,80,2019-06-25,NYN,PHI,GS-6,,4,5.1,5,4,4,2,4,2,0,11.74,23,82,52,20,5,8,9,3,2,0,44.0,,,0,0,0,21,1,0,0,0,0,0,0.92,-0.002,0.67,0.00%,-0.21,7.8,16.0,1b start a 2,6b -23 1 out a3,,PHI,1.3725490196078431,L,5,7
6,7,98,2019-07-20,NYN,SFG,GS-5,W(1-1),24,5.0,5,1,1,0,3,0,1,7.82,20,58,43,12,4,7,9,5,0,0,56.0,,,0,0,0,19,0,0,0,1,0,0,1.02,0.20600000000000002,0.24,0.03%,1.48,15.65,33.0,1b start tie,5b 3 out a3,,SFG,1.0,W,11,4
7,8,113,2019-08-05,NYN,MIA,GS-5,,15,4.2,8,4,4,2,4,1,0,7.79,21,77,51,18,5,4,11,7,0,0,34.0,,,0,1,0,19,3,0,0,2,0,0,1.27,-0.036000000000000004,1.11,-0.02%,0.0,4.5,14.0,1t start tie,5t 12- 2 out tie,2.0,NYM,2.380952380952381,W,5,4
8,9,141,2019-09-07,NYN,PHI,6-7,,32,2.0,0,0,0,0,3,0,0,6.98,6,23,18,6,3,2,1,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.09,0.013999999999999999,0.07,0.01%,0.97,10.5,15.0,6t --- 0 out d5,7t 3 out d5,,NYM,0.0,L,0,5
9,10,147,2019-09-13,NYN,LAD,8-GF,,5,2.0,3,2,2,0,0,1,0,7.17,9,26,19,5,0,4,5,3,1,0,,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0.03,-0.012,0.02,-0.01%,-1.03,-1.3,0.0,8t --- 0 out d5,9t end d 7,,NYM,1.5,L,2,9
10,11,150,2019-09-16,NYN,COL,5-5,,2,1.0,1,0,0,0,0,0,0,6.85,4,15,10,3,1,1,3,1,1,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.5,0.027999999999999997,0.17,0.01%,0.62,1.65,3.0,5b --- 0 out d3,5b 3 out d3,,COL,1.0,L,4,9
11,12,156,2019-09-23,NYN,MIA,7-7,,6,0.0,1,2,2,1,0,0,0,7.66,2,14,9,2,0,1,0,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.75,-0.055,0.17,-0.01%,-0.99,-5.2,-6.0,7t --- 0 out d2,7t 12- 0 out d2,,NYM,inf,L,4,8
12,13,162,2019-09-29,NYN,ATL,11-11,,5,0.1,5,2,2,0,0,2,0,8.34,5,19,12,3,0,1,4,0,0,0,,0.0,0.0,0,1,0,5,0,0,0,0,0,0,1.43,-0.439,0.0,0.00%,-2.41,-6.25,-5.0,11t --- 0 out tie,11t 12- 1 out d2,,NYM,50.0,W,7,6
