,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,136,2001-09-02,CLE,CHW,8-GF(8),,99,1.0,1,0,0,1,1,0,0,0.0,5,23,13,4,3,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.57,8b --- 0 out d9,8b end d 9,,CHW,2.0,L,10,19
1,2,15,2004-04-20,CLE,KCR,9-GF,,99,1.0,1,0,0,1,0,0,0,0.0,4,16,7,3,0,2,1,0,1,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0.00%,0.53,9t --- 0 out d10,9t end d10,,CLE,2.0,L,5,15
