,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,139,2010-09-07,WAS,NYM,GS-5,L(0-1),99,5.0,5,4,4,2,3,1,0,7.2,21,87,58,16,10,4,12,5,2,0,42.0,,,0,0,0,19,1,0,0,1,0,0,0.53,-0.231,0.0,0.00%,-1.58,1t start tie,5t 3 out d4,,WSN,1.4,L,1,4
1,2,144,2010-09-13,WAS,ATL,GS-6,L(0-2),5,6.0,5,4,4,3,2,0,1,6.55,27,90,58,16,6,10,11,4,1,0,45.0,,,0,0,0,23,1,1,0,1,0,1,0.59,-0.221,0.0,0.00%,-1.13,1b start tie,6b 3 out d4,,ATL,1.3333333333333333,L,0,4
2,3,149,2010-09-19,WAS,PHI,GS-5,,5,4.2,6,3,3,2,2,0,1,6.32,23,90,50,19,3,8,11,3,3,0,40.0,,,1,0,0,20,1,0,1,0,0,0,1.22,-0.147,0.0,0.00%,-0.74,1b start tie,5b 1-- 2 out d2,,PHI,1.9047619047619049,L,6,7
3,4,155,2010-09-25,WAS,ATL,GS-6,L(0-3),5,5.1,8,5,4,3,1,1,0,6.43,25,92,62,18,3,6,15,4,5,0,32.0,,,0,0,0,21,2,0,0,0,0,0,1.14,-0.159,0.0,0.00%,-2.36,1t start tie,6t --- 1 out d5,,WSN,2.1568627450980395,L,0,5
4,5,161,2010-10-02,WAS,NYM,GS-5,,6,5.0,6,2,2,1,4,1,0,5.88,22,83,55,16,10,5,12,6,0,0,50.0,,,0,0,0,19,1,0,0,0,1,0,0.9,-0.021,0.0,0.00%,0.37,1b start tie,5b 3 out d2,,NYM,1.4,L,2,7
5,6,52,2011-05-29,WAS,SDP,GS-5,,99,4.2,6,4,4,2,3,0,0,7.71,22,90,59,17,7,7,10,6,0,0,37.0,,,0,0,0,18,1,0,0,0,0,0,1.49,-0.20199999999999999,0.56,-0.05%,-1.13,1t start tie,5t 12- 2 out d1,,WSN,1.9047619047619049,L,4,5
6,7,57,2011-06-03,WAS,ARI,GS-5,L(0-1),4,4.1,6,4,4,3,4,1,1,8.0,21,82,50,19,3,5,8,0,1,0,36.0,,,1,1,0,17,2,0,0,1,0,0,0.87,-0.021,0.44,-0.01%,-0.18,1b start tie,5b 123 1 out d1,,ARI,2.1951219512195124,L,0,4
7,8,62,2011-06-08,WAS,SFG,GS-6,,4,6.0,4,1,1,1,1,0,0,5.4,21,67,47,16,2,9,10,2,1,0,60.0,,,0,1,0,20,2,0,0,0,0,0,1.1,0.113,0.52,0.03%,1.53,1b start tie,6b 3 out d1,,SFG,0.8333333333333334,L,1,3
8,9,67,2011-06-14,WAS,STL,GS-5,,5,4.2,9,6,6,2,2,2,0,6.86,24,90,60,13,5,6,14,7,0,0,22.0,,,0,0,0,22,1,0,1,0,0,0,0.7,-0.335,0.36,-0.10%,-4.29,1t start tie,5t -23 2 out d5,,WSN,2.619047619047619,W,8,6
9,10,106,2011-07-30,WAS,NYM,GS-6,W(1-1),45,5.1,5,0,0,0,0,0,1,5.4,22,78,52,16,1,11,10,4,1,0,58.0,,,0,0,0,20,0,0,0,0,0,0,0.73,0.168,0.05,0.01%,1.88,1t start tie,6t 12- 1 out a3,,WSN,0.9803921568627452,W,3,0
10,11,140,2011-09-06,WAS,LAD,9-GF,,37,1.0,2,2,2,2,0,0,0,5.88,6,17,7,0,0,2,2,2,0,0,,0.0,0.0,0,0,0,4,2,0,1,0,0,0,0.38,-0.052000000000000005,0.0,0.00%,-1.54,9t --- 0 out d2,9t end d 4,,WSN,4.0,L,3,7
11,12,143,2011-09-10,WAS,HOU,3-5,,3,2.2,4,2,2,0,1,0,0,5.97,11,30,21,6,1,5,5,4,0,0,,2.0,0.0,0,0,0,9,1,0,0,1,1,0,0.29,-0.033,0.0,0.00%,-0.22,3t 12- 1 out d6,5t 3 out d6,,WSN,1.818181818181818,L,3,9
12,13,149,2011-09-16,WAS,FLA,9-GF,,5,1.0,2,0,0,0,0,0,0,5.76,4,10,7,0,0,3,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.15,0.006999999999999999,0.0,0.00%,0.46,9t --- 0 out d3,9t end d 3,,WSN,2.0,L,0,3
13,14,156,2011-09-23,WAS,ATL,7-8,,6,2.0,2,0,0,0,3,0,0,5.4,8,31,19,7,2,3,2,1,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.25,0.03,0.0,0.00%,0.92,7t --- 0 out d3,8t 3 out d3,,WSN,1.0,L,4,7
14,15,160,2011-09-27,WAS,FLA,7-7,,3,1.0,0,0,0,0,1,0,0,5.23,3,11,8,4,1,1,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.14,0.084,0.0,0.00%,0.46,7b --- 0 out tie,7b 3 out tie,,FLA,0.0,L,2,3
15,16,46,2013-05-21,WAS,SFG,10-GF(10),L(0-1),99,0.1,2,2,2,0,0,1,0,54.0,3,14,8,3,0,0,3,2,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,2.2,-0.381,2.49,-0.26%,-1.8,10b --- 0 out tie,10b end d 2,,SFG,20.0,L,2,4
