,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,2,2019-03-21,SEA,OAK,GS-5,,99,4.2,4,2,1,1,3,0,0,1.93,19,91,58,15,8,6,9,4,3,0,52,,,0,0,0,18,0,0,0,0,0,0,1.22,0.11699999999999999,1.33,0.08%,1.17,11.5,20.0,1b start tie,5b 12- 2 out a2,,OAK,1.1904761904761905,W,5,4
1,2,4,2019-03-29,SEA,BOS,GS-6,,7,6.0,4,3,2,0,5,2,0,2.53,22,86,55,21,8,7,10,2,2,0,59,,,0,0,0,22,0,0,0,1,0,1,0.66,0.10400000000000001,0.69,0.07%,0.08,17.1,27.0,1t start tie,6t 3 out a3,,SEA,0.6666666666666666,L,6,7
2,3,9,2019-04-05,SEA,CHW,GS-5,,6,5.0,7,6,4,1,4,0,0,4.02,24,93,59,11,10,13,6,4,0,0,36,,,1,0,0,23,3,0,0,1,0,2,0.79,-0.309,0.92,-0.22%,-3.32,6.45,15.0,1b start a 1,5b 3 out d2,,CHW,1.6,L,8,10
3,4,14,2019-04-10,SEA,KCR,GS-6,,4,6.0,5,3,3,1,3,2,0,4.15,23,80,52,13,3,8,11,3,2,0,52,,,3,1,0,22,0,0,0,0,0,0,0.85,0.062,1.0,0.04%,0.35,9.9,18.0,1b start a 1,6b 3 out a2,,KCR,1.0,W,6,5
4,5,19,2019-04-15,SEA,CLE,GS-6,L(0-1),4,6.0,5,3,3,3,5,1,0,4.23,24,92,56,12,9,8,8,3,2,0,52,,,1,0,0,21,0,0,0,1,0,0,0.64,-0.079,0.76,-0.06%,0.08,12.7,24.0,1t start tie,6t 3 out d3,,SEA,1.3333333333333333,L,4,6
5,6,24,2019-04-20,SEA,LAA,GS-5,W(1-1),4,5.0,10,4,4,2,3,0,0,4.68,26,97,66,22,3,9,12,6,2,0,32,,,0,0,0,23,3,1,0,0,1,0,1.2,-0.11699999999999999,1.55,-0.09%,-1.29,6.05,24.0,1b start a 2,5b 3 out a1,,LAA,2.4,W,6,5
6,7,29,2019-04-26,SEA,TEX,GS-1,,5,1.0,0,0,0,0,2,0,0,4.54,3,9,7,2,3,1,0,0,0,0,55,,,0,0,0,3,0,0,0,0,0,0,0.63,0.048,0.88,0.04%,0.51,6.25,9.0,1t start tie,1t 3 out tie,,SEA,0.0,W,5,4
7,8,34,2019-05-03,SEA,CLE,GS-7,,6,7.0,3,1,1,1,10,0,0,3.98,24,93,60,17,15,6,7,5,2,0,76,,,0,0,0,23,2,0,0,1,0,0,0.98,0.348,1.15,0.24%,3.02,31.35,48.0,1b start tie,7b 3 out tie,,CLE,0.5714285714285714,L,1,2
8,9,39,2019-05-08,SEA,NYY,GS-8,W(2-1),4,7.2,3,1,1,1,3,0,0,3.54,27,106,74,20,7,10,13,4,2,0,71,,,0,0,0,25,1,0,0,0,1,0,0.62,0.282,0.68,0.19%,3.09,22.85,41.0,1b start a 1,8b 1-- 2 out a6,,NYY,0.5555555555555556,W,10,1
9,10,44,2019-05-13,SEA,OAK,GS-7,,4,6.0,5,3,3,2,5,3,0,3.64,25,93,66,21,7,8,10,4,0,0,53,,,0,1,1,23,0,0,0,0,0,1,1.0,-0.048,0.91,-0.03%,0.08,13.3,24.0,1t start tie,7t --- 0 out d2,,SEA,1.1666666666666667,W,6,5
10,11,49,2019-05-19,SEA,MIN,GS-6,W(3-1),5,6.0,5,3,1,2,6,0,1,3.43,26,93,57,11,12,8,9,3,3,0,58,,,0,0,0,23,0,0,0,1,0,1,1.26,-0.053,0.82,-0.02%,0.08,22.7,45.0,1t start tie,6t 3 out a1,,SEA,1.1666666666666667,W,7,4
