Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,145,2014-09-09,BOS,BAL,7-GF,,99,3.0,3,0,0,0,2,0,0,0.00,12,38,30,6,7,4,6,2,0,0,,0,0,0,0,0,12,2,0,0,0,0,0,.24,0.041,.00,0.00%,1.45,7t --- 0 out d3,9t end d 3,,BOS,1.0,L,1,4,,
2,149,2014-09-13,BOS,KCR,8-GF(8),,3,1.0,3,2,2,1,3,0,0,4.50,7,34,22,7,5,1,2,2,0,0,,0,0,1,0,0,6,1,0,0,0,0,0,.05,-0.009,.00,0.00%,-1.52,8b --- 0 out d4,8b end d 6,,KCR,4.0,L,1,7,,
3,152,2014-09-17,BOS,PIT,6-7,,3,2.0,2,0,0,0,0,0,0,3.00,7,26,17,4,1,3,4,0,1,0,,0,0,0,0,0,7,1,0,0,1,0,0,.01,0.001,.00,0.00%,0.88,6b --- 0 out d8,7b 3 out d8,,PIT,1.0,L,1,9,,
4,157,2014-09-23,BOS,TBR,9-GF,,5,1.0,1,1,1,0,1,1,0,3.86,4,20,13,4,2,0,3,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.08,-0.015,.00,0.00%,-0.52,9t --- 0 out d3,9t end d 4,,BOS,1.0,L,2,6,,
5,160,2014-09-26,BOS,NYY,6-7,,2,2.0,2,1,1,1,2,0,0,4.00,9,39,27,3,4,2,4,1,1,0,,0,0,0,0,0,7,1,0,0,0,1,0,.92,-0.053,.00,0.00%,-0.03,6t --- 0 out d1,7t 3 out d2,,BOS,1.5,L,2,3,,
6,18,2015-04-25,BOS,BAL,8-9,,99,2.0,2,0,0,0,1,0,0,0.00,8,27,19,3,4,6,1,0,0,0,,0,0,1,0,0,8,0,0,0,0,0,0,1.21,0.167,1.49,0.12%,0.99,8b --- 0 out d1,9b 3 out tie,,BAL,1.0,L,4,5,,
7,30,2015-05-09,BOS,TOR,6-7,,13,1.1,4,1,1,1,1,0,0,2.70,9,40,26,6,4,1,6,3,2,0,,1,1,0,0,0,8,1,0,0,0,0,0,.10,-0.028,.08,-0.01%,-1.27,6b 1-- 2 out d4,7b 3 out d6,,TOR,4.545454545454545,L,1,7,,
8,32,2015-05-11,BOS,OAK,10-GF(11),W(1-0),1,2.0,0,0,0,1,1,0,0,1.69,7,27,17,3,2,0,5,1,2,0,,0,0,1,0,0,6,0,0,0,0,0,0,2.76,0.322,2.16,0.15%,0.94,10b --- 0 out tie,11b end a 1,,OAK,0.5,W,5,4,,
9,35,2015-05-14,BOS,SEA,8-8,W(2-0),2,1.0,2,0,0,0,0,0,0,1.42,4,15,9,4,0,4,0,0,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,2.29,0.102,1.92,0.05%,0.46,8b --- 0 out tie,8b 3 out tie,,SEA,2.0,W,2,1,,
10,38,2015-05-17,BOS,SEA,6-6,,2,1.0,1,0,0,1,1,0,0,1.23,5,21,12,1,5,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.28,0.015,.27,0.01%,0.46,6b --- 0 out d3,6b 3 out d3,,SEA,2.0,L,0,5,,
