,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,94,2009-07-22,,TBR,GS-6,,99,6.0,6,3,3,3,3,2,0,4.50,27,95,53,17,8,9,12,2,2,0,48.0,,,2,0,0,24,0,0,0,0,0,0,1.06,-0.011000000000000001,1.37,-0.01%,0.42,1t start tie,6t 3 out d3,,CHW,1.5,W,4,3,,
1,2,111,2009-08-08,,CLE,GS-4,,16,3.1,3,4,4,6,5,0,0,6.75,18,72,33,14,4,1,6,3,0,0,37.0,,,0,1,0,11,1,0,0,0,0,0,1.36,-0.138,1.72,-0.11%,-1.2,1t start tie,4t -23 1 out d1,,CHW,2.9032258064516134,W,8,5,,
2,3,135,2009-09-03,,CHC,GS-7,W(1-0),25,7.0,5,0,0,0,6,0,1,3.86,26,98,65,15,11,10,9,2,0,0,73.0,,,0,0,0,25,1,0,0,0,0,0,1.37,0.509,0.52,0.12%,3.73,1b start tie,7b 3 out a1,,CHC,0.7142857142857143,W,5,0,,
3,4,140,2009-09-08,,OAK,GS-1,L(1-1),4,0.2,4,5,5,1,1,2,0,6.35,7,22,16,6,2,0,5,2,0,0,24.0,,,0,0,0,5,0,0,0,0,1,0,1.42,-0.349,0.41,-0.06%,-4.55,1t start tie,1t --- 2 out d5,,CHW,25.0,L,3,11,,
4,5,151,2009-09-21,,MIN,9-GF,,12,1.0,0,0,0,0,0,0,0,6.00,3,8,5,1,0,2,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.0,0.0,0.00%,0.57,9t --- 0 out d7,9t end d 7,,CHW,0.0,L,0,7,,
5,6,153,2009-09-23,,MIN,4-7,,1,3.1,4,3,2,3,3,0,1,5.91,18,67,35,6,4,5,6,4,1,0,,1.0,1.0,1,0,0,14,2,0,2,0,0,0,0.9,-0.172,0.01,0.00%,-1.1,4t -2- 1 out d4,7t 1-3 2 out d3,,CHW,2.2580645161290316,L,6,8,,
6,7,158,2009-09-30,,CLE,GS-6,L(1-2),6,6.0,6,5,5,4,4,1,0,6.26,27,108,62,19,4,7,12,4,0,0,40.0,,,1,0,0,20,1,0,0,0,2,0,0.72,-0.23399999999999999,0.0,0.00%,-1.91,1b start tie,6b 3 out d4,1.0,CLE,1.6666666666666667,L,1,5,,
7,8,162,2009-10-04,,DET,8-GF(8),,3,1.0,2,0,0,0,0,0,0,6.04,4,15,10,1,2,2,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.39,0.017,0.0,0.00%,0.55,8b --- 0 out d2,8b end d 2,,DET,2.0,L,3,5,,
8,9,106,2010-08-03,,DET,GS-6,L(0-1),99,6.0,9,5,5,5,4,0,0,7.50,32,110,65,19,11,7,16,8,1,0,33.0,,,0,0,0,27,3,0,1,0,0,0,0.61,-0.273,1.04,-0.28%,-1.96,1b start tie,6b 3 out d5,2.0,DET,2.333333333333333,L,1,7,,
9,10,129,2010-08-28,,NYY,6-9,,24,3.1,6,2,2,3,2,1,0,6.75,17,69,42,15,3,3,9,3,0,0,,0.0,0.0,0,1,1,14,2,0,0,1,0,0,0.1,-0.002,0.15,0.00%,-1.54,6t --- 0 out d5,9t 123 1 out d5,,CHW,2.9032258064516134,L,9,12,,
10,11,138,2010-09-07,,DET,7-8,,9,1.1,4,3,3,0,2,1,0,8.44,8,32,20,2,3,2,4,2,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.03,-0.001,0.06,0.00%,-2.26,7b --- 0 out d5,8b --- 1 out d8,,DET,3.636363636363636,L,1,9,,
11,12,147,2010-09-17,,DET,9-GF,,9,1.0,4,3,3,1,1,0,0,10.03,8,27,17,5,3,2,4,2,0,0,,0.0,0.0,0,0,0,6,2,0,0,0,1,0,0.03,-0.013999999999999999,0.0,0.00%,-2.49,9t --- 0 out d4,9t end d 7,,CHW,5.0,L,2,9,,
