,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,100,2019-07-23,SDN,NYM,6-6,,99,1.0,1,0,0,0,0,0,0,0.0,4,18,12,0,2,1,3,1,1,0,,1.0,0.0,0,0,0,4,0,0,0,0,0,0,0.42,0.027000000000000003,0.14,0.01%,0.87,1.65,3.0,6b 1-- 0 out d3,6b 3 out d3,,NYM,1.0,L,2,5
1,2,102,2019-07-25,SDN,NYM,8-GF(8),,1,1.0,1,0,0,1,2,0,1,0.0,6,17,9,2,2,1,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,1,0,0,0,0.06,0.003,0.02,0.00%,0.49,4.45,9.0,8b --- 0 out d4,8b end d 4,,NYM,2.0,L,0,4
2,3,104,2019-07-27,SDN,SFG,7-8,,1,1.1,1,0,0,0,2,0,0,0.0,5,30,20,4,2,2,1,1,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.52,0.023,0.1,0.00%,0.32,6.4,10.0,7t --- 0 out a4,8t -2- 1 out a4,,SDP,0.9090909090909092,W,5,1
3,4,107,2019-07-30,SDN,BAL,8-GF,,2,1.1,2,0,0,0,2,0,0,0.0,6,23,16,4,5,2,2,1,1,0,,2.0,2.0,1,0,0,6,0,0,0,0,0,0,0.67,-0.16,0.15,-0.02%,-1.0,5.8,10.0,8t 1-3 2 out d1,9t end d 3,,SDP,1.818181818181818,L,5,8
4,5,110,2019-08-03,SDN,LAD,6-7,,3,2.0,1,0,0,2,1,0,0,0.0,8,24,14,5,3,3,2,1,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.14,0.017,0.03,0.00%,1.02,4.7,9.0,6b --- 0 out d4,7b 3 out d4,,LAD,1.5,L,1,4
5,6,113,2019-08-07,SDN,SEA,6-7,,3,1.2,1,0,0,0,1,0,0,0.0,5,18,13,2,4,2,2,2,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,1.24,0.131,0.17,0.01%,0.79,5.15,8.0,6b --- 1 out tie,7b 3 out tie,,SEA,0.8333333333333334,L,2,3
6,7,117,2019-08-11,SDN,COL,6-7,,3,1.1,0,0,0,1,1,0,0,0.0,5,23,11,2,3,2,1,0,1,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,0.76,0.073,0.12,0.01%,1.0,4.4,7.0,6t 1-3 2 out d2,7t 3 out d2,,SDP,0.9090909090909092,L,3,8
7,8,119,2019-08-13,SDN,TBR,7-7,L(0-1),1,1.0,3,3,3,1,0,1,0,2.53,7,25,14,5,0,1,5,2,1,0,,0.0,0.0,0,0,0,6,1,0,0,0,0,0,1.1,-0.376,0.1,-0.02%,-2.5,-6.15,-6.0,7t --- 0 out tie,7t 3 out d3,,SDP,4.0,L,5,7
8,9,121,2019-08-16,SDN,PHI,5-6,,2,1.0,3,3,3,1,0,1,1,4.63,8,38,22,2,2,1,5,2,2,0,,1.0,0.0,0,0,0,6,0,0,0,0,0,0,0.46,-0.124,0.04,-0.01%,-2.58,-6.75,-6.0,5b -2- 2 out d5,6b 12- 2 out d5,,PHI,4.0,L,4,8
9,10,125,2019-08-20,SDN,CIN,7-GF(8),,3,2.0,0,0,0,1,3,0,0,3.95,8,41,27,10,4,2,2,0,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,1,0.46,0.061,0.05,0.00%,1.09,9.9,15.0,7b --- 0 out d2,8b end d 1,,CIN,0.5,L,2,3
