Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,125,2012-08-23,NYM,COL,GS-7,,99,7.0,2,0,0,1,9,0,0,0.00,23,100,63,21,11,5,8,3,3,0,81,,,0,1,0,21,1,0,0,0,0,0,.96,0.424,.00,0.00%,3.16,1t start tie,7t 3 out tie,,NYM,0.42857142857142855,L,0,1,,
2,135,2012-09-03,NYM,STL,GS-4,L(0-1),10,4.0,6,4,4,0,2,1,0,3.27,19,68,49,11,4,9,8,2,2,0,36,,,0,0,0,17,1,1,0,0,1,1,.64,-0.212,.02,-0.01%,-2.14,1b start tie,4b 3 out d4,,STL,1.5,L,4,5,,
3,141,2012-09-10,NYM,WSN,GS-4,L(0-2),6,4.0,5,5,2,2,3,3,0,3.60,18,76,47,6,11,4,9,2,2,0,39,,,0,1,0,16,1,0,0,0,0,0,.76,-0.283,.00,0.00%,-3.19,1t start tie,4t 3 out d5,,NYM,1.75,L,1,5,,
4,145,2012-09-15,NYM,MIL,5-5,,4,0.2,2,1,1,0,0,0,0,4.02,4,18,14,3,1,2,2,0,1,0,,1,1,1,0,0,4,0,1,0,0,0,0,.59,-0.104,.00,0.00%,-1.48,5b 1-- 1 out d2,5b 3 out d4,,MIL,10.0,L,6,9,,
5,149,2012-09-20,NYM,PHI,1-3,,4,3.0,3,1,1,0,0,0,1,3.86,12,51,35,15,1,5,6,3,3,0,,3,3,0,0,0,11,0,0,0,1,0,0,.23,-0.047,.00,0.00%,-0.83,1t 123 0 out d4,3t 3 out d8,,NYM,1.0,L,1,16,,
6,154,2012-09-25,NYM,PIT,GS-2,L(0-3),4,1.1,5,7,7,3,0,1,0,6.75,12,47,24,7,2,2,7,3,1,0,13,,,0,0,0,9,2,1,0,0,0,0,1.19,-0.550,.00,0.00%,-6.23,1t start tie,2t 1-3 1 out d3,,NYM,7.2727272727272725,L,6,10,,
7,159,2012-09-30,NYM,ATL,6-6,,4,1.0,2,2,2,0,2,0,1,7.29,6,21,12,3,2,0,3,2,0,0,,0,0,1,0,0,5,0,1,0,0,0,0,.27,-0.055,.00,0.00%,-1.52,6b --- 0 out d3,6b 3 out d5,,ATL,2.0,L,2,6,,
8,161,2012-10-02,NYM,MIA,11-GF(11),L(0-4),1,0.1,2,1,1,2,1,0,0,7.59,5,15,5,1,2,1,1,0,0,0,,0,0,0,0,0,3,0,1,2,0,0,0,2.87,-0.366,.00,0.00%,-2.07,11b --- 0 out tie,11b end d 1,,MIA,40.0,L,3,4,,
9,40,2013-05-18,NYM,CHC,7-GF(8),,99,2.0,5,3,3,0,1,1,0,13.50,10,30,21,4,5,2,7,2,0,0,,0,0,0,0,0,10,1,0,0,1,0,0,.02,-0.001,.01,0.00%,-2.10,7b --- 0 out d5,8b end d 8,,CHC,2.5,L,2,8,,
10,43,2013-05-21,NYM,CIN,9-GF,,2,1.0,1,1,1,0,1,1,0,12.00,4,12,8,0,0,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.05,-0.013,.03,0.00%,-0.58,9t --- 0 out d3,9t end d 4,,NYM,1.0,L,0,4,,
