,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,61,2014-06-06,COL,LAD,GS-6,L(0-1),99,5.1,10,6,6,3,2,0,0,10.13,29,87,53,8,4,13,11,8,0,0,23.0,,,3,0,0,25,2,2,0,0,0,0,0.62,-0.214,0.48,-0.10%,-3.85,1t start tie,6t 12- 1 out d6,,COL,2.549019607843137,L,2,7,,
1,2,155,2014-09-20,COL,ARI,GS-6,W(1-1),99,6.0,5,1,1,1,1,1,0,5.56,22,81,53,13,4,10,10,5,1,0,58.0,,,0,0,0,20,0,0,0,2,0,0,0.94,0.215,0.0,0.00%,2.08,1t start tie,6t 3 out a4,,COL,1.0,W,5,1,,
2,3,161,2014-09-27,COL,LAD,GS-5,,6,4.2,8,5,5,3,0,1,0,6.75,25,91,47,9,5,14,8,5,0,0,25.0,,,2,0,0,22,3,0,1,0,0,0,1.19,-0.37799999999999995,0.0,0.00%,-2.27,1b start tie,5b 12- 2 out d2,,LAD,2.619047619047619,L,5,6,,
3,4,3,2015-04-08,COL,MIL,GS-6,,99,5.2,4,2,2,4,5,1,0,3.18,23,89,56,15,9,7,7,4,1,0,54.0,,,1,0,0,19,1,0,0,2,0,0,0.9,-0.01,0.92,-0.01%,0.44,1b start tie,6b --3 2 out d1,,MIL,1.5384615384615383,W,5,4,,
4,5,7,2015-04-13,COL,SFG,GS-6,W(1-0),4,5.1,5,0,0,6,1,0,1,1.64,27,93,47,10,6,13,6,3,1,0,53.0,,,1,0,0,20,1,0,0,1,0,0,1.52,0.28,1.69,0.19%,2.27,1b start tie,6b 1-- 1 out a1,,SFG,2.1568627450980395,W,2,0,,
5,6,12,2015-04-19,COL,LAD,GS-5,L(1-1),5,5.0,6,2,2,1,4,0,0,2.25,21,85,51,17,7,6,10,6,3,0,50.0,,,0,1,0,19,3,0,0,0,0,0,0.73,-0.049,0.91,-0.04%,0.2,1b start tie,5b 3 out d2,,LAD,1.4,L,0,7,,
6,7,17,2015-04-24,COL,SFG,GS-6,W(2-1),4,6.0,9,4,4,2,3,1,0,3.27,27,91,55,12,3,9,13,7,2,0,39.0,,,0,0,0,25,3,0,1,1,0,0,1.24,-0.111,1.4,-0.08%,-0.71,1t start tie,6t 3 out d1,,COL,1.8333333333333333,W,6,4,,
7,8,22,2015-05-01,COL,SDP,GS-4,L(2-2),6,4.0,4,5,3,2,3,0,1,3.81,20,82,51,9,6,10,4,2,1,0,39.0,,,1,0,0,17,1,0,0,0,0,2,0.95,-0.24100000000000002,1.17,-0.18%,-3.24,1b start tie,4b 3 out d5,,SDP,1.5,L,3,14,,
8,9,27,2015-05-08,COL,LAD,CG(6),L(2-3),6,5.1,5,2,2,4,3,0,1,3.73,23,88,46,16,4,8,7,3,0,0,49.0,,,1,1,0,17,1,0,0,1,1,0,0.96,-0.057999999999999996,0.86,-0.03%,-0.34,1t start tie,6t 123 1 out d1,,COL,1.7647058823529411,L,1,2,,
9,10,32,2015-05-15,COL,LAD,GS-3,L(2-4),6,2.2,6,4,3,4,1,1,1,4.24,18,83,45,9,6,7,5,5,0,0,29.0,,,0,0,1,12,1,0,0,1,0,1,0.99,-0.263,0.7,-0.11%,-3.24,1b start tie,3b -23 2 out d4,,LAD,4.545454545454545,L,4,6,,
10,11,37,2015-05-20,COL,PHI,GS-3,L(2-5),4,3.0,6,4,2,2,2,1,0,4.38,18,77,46,16,5,5,9,8,0,0,35.0,,,0,0,0,16,1,0,1,0,0,1,0.82,-0.22,0.43,-0.07%,-2.36,1t start tie,3t 3 out d4,,COL,2.6666666666666665,L,2,4,,
11,12,43,2015-05-25,COL,CIN,GS-6,,4,6.0,9,4,4,2,1,2,0,4.6,28,82,52,11,4,7,18,13,0,0,37.0,,,0,1,0,26,3,0,0,0,0,0,1.18,-0.16699999999999998,0.57,-0.05%,-1.22,1b start a 1,6b 3 out tie,,CIN,1.8333333333333333,W,5,4,,
12,13,47,2015-05-30,COL,PHI,GS-6,W(3-5),4,6.0,4,1,1,1,3,0,0,4.22,22,78,53,12,8,12,6,5,0,0,62.0,,,1,0,0,21,1,0,0,1,0,0,1.07,0.263,0.6,0.09%,1.7,1b start tie,6b 3 out a1,,PHI,0.8333333333333334,W,5,2,,
13,14,53,2015-06-05,COL,MIA,GS-6,L(3-6),5,5.1,11,6,6,2,3,1,0,4.8,28,85,54,17,5,15,8,5,0,0,23.0,,,0,0,0,24,1,1,0,1,0,0,0.81,-0.218,0.59,-0.10%,-3.43,1t start tie,6t -2- 1 out d6,,COL,2.549019607843137,L,2,6,,
14,15,94,2015-07-24,COL,CIN,GS-6,,48,6.0,6,3,3,3,3,0,0,4.77,26,88,57,8,5,10,10,6,0,0,48.0,,,1,0,0,23,4,0,2,1,0,0,1.04,-0.024,0.09,0.00%,0.29,1t start tie,6t 3 out d1,,COL,1.5,W,6,5,,
15,16,99,2015-07-29,COL,CHC,GS-5,L(3-7),4,5.0,5,3,3,3,4,2,0,4.82,21,82,45,11,7,8,6,2,2,0,46.0,,,0,1,0,16,0,0,0,1,0,0,0.84,-0.12,0.09,-0.01%,-0.72,1b start tie,5b 3 out d2,,CHC,1.6,L,2,3,,
16,17,104,2015-08-03,COL,SEA,GS-4,L(3-8),4,4.0,7,7,7,1,2,3,0,5.45,20,67,39,10,3,7,10,2,1,0,21.0,,,0,0,0,19,2,0,0,0,0,0,0.5,-0.401,0.01,0.00%,-4.81,1t start tie,4t 3 out d6,,COL,2.0,L,7,8,,
17,18,108,2015-08-08,COL,WSN,GS-6,L(3-9),4,6.0,8,4,4,4,2,0,0,5.5,28,96,59,18,3,14,8,4,0,0,38.0,,,0,0,0,24,2,0,0,3,0,1,0.77,-0.183,0.01,0.00%,-1.16,1b start tie,6b 3 out d3,,WSN,2.0,L,1,6,,
18,19,113,2015-08-13,COL,NYM,GS-4,L(3-10),4,4.0,7,6,6,1,4,1,0,5.9,20,88,60,10,13,5,10,5,1,0,27.0,,,0,0,0,19,5,0,0,0,0,0,1.05,-0.48100000000000004,0.0,0.00%,-4.2,1b start a 2,4b 3 out d3,,NYM,2.0,L,3,12,,
19,20,21,2016-04-27,COL,PIT,4-6,,99,2.1,2,1,1,0,4,0,0,3.86,9,41,29,7,4,3,2,2,0,0,,1.0,1.0,0,0,0,9,1,0,0,0,0,0,0.39,0.01,0.34,0.01%,-0.5,4t -2- 2 out d5,6t 3 out d3,,COL,0.9523809523809524,L,8,9,,
20,21,26,2016-05-03,COL,SDP,GS-6,L(0-1),5,5.2,4,5,5,1,3,2,1,6.75,23,80,57,17,8,9,9,2,1,0,43.0,,,0,0,0,21,2,0,0,0,0,0,0.94,-0.301,1.04,-0.20%,-1.6,1b start a 2,6b 12- 2 out d1,,SDP,0.9615384615384616,L,3,6,,
21,22,31,2016-05-08,COL,SFG,GS-6,W(1-1),4,6.0,4,0,0,2,6,0,0,3.86,22,92,57,17,9,6,8,4,0,0,68.0,,,1,2,0,20,1,0,1,0,0,0,1.18,0.354,1.34,0.24%,2.85,1b start a 1,6b 3 out a2,,SFG,1.0,W,2,0,,
