,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,134,2000-09-02,SFN,CHC,8-GF,,99,2.0,2,0,0,0,0,0,0,0.0,8,22,14,2,1,3,5,1,2,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,1.04,8t --- 0 out a11,9t end a11,,SFG,1.0,W,13,2
1,2,139,2000-09-07,SFN,SDP,9-GF,,4,1.0,0,0,0,0,1,0,0,0.0,3,11,8,3,1,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.52,9t --- 0 out a13,9t end a13,,SFG,0.0,W,13,0
2,3,142,2000-09-10,SFN,SDP,9-GF,,2,1.0,0,0,0,1,2,0,0,0.0,4,22,11,3,3,0,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.52,9t --- 0 out a8,9t end a 8,,SFG,1.0,W,10,2
3,4,154,2000-09-23,SFN,ARI,6-7,,12,2.0,2,0,0,1,3,0,0,0.0,9,37,24,7,4,0,5,3,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.19,0.018000000000000002,0.0,0.00%,1.04,6t --- 0 out d6,7t 3 out d4,1.0,SFG,1.5,L,5,7
4,5,52,2001-05-29,SFN,ARI,16-GF(18),L(0-1),99,3.0,1,1,1,1,1,0,1,3.0,12,52,31,10,1,5,5,1,0,0,,0.0,0.0,0,0,0,10,1,0,0,0,0,0,2.12,-0.034,2.38,-0.02%,0.47,16t --- 0 out tie,18t end d 1,,SFG,0.6666666666666666,L,0,1
5,6,56,2001-06-03,SFN,COL,6-GF(8),,4,3.0,2,0,0,1,2,0,0,1.5,11,40,24,3,7,4,4,2,0,0,,0.0,0.0,0,0,0,10,0,0,0,1,0,0,0.0,0.001,0.0,0.00%,1.92,6b --- 0 out d11,8b end d 9,,COL,1.0,L,2,11
6,7,60,2001-06-07,SFN,SDP,5-8,,3,4.0,4,4,4,1,3,2,1,4.5,17,68,44,14,8,4,8,1,1,0,,0.0,0.0,0,1,0,14,0,0,0,0,1,0,0.19,-0.06,0.18,-0.04%,-2.05,5t --- 0 out d4,8t 3 out d4,,SFG,1.25,L,7,10
7,8,66,2001-06-14,SFN,ANA,6-7,,6,2.0,2,1,1,1,1,0,0,4.5,9,32,18,4,1,1,6,1,1,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.45,0.005,0.43,0.00%,-0.02,6t --- 0 out a6,7t 3 out a7,,SFG,1.5,W,10,4
8,9,70,2001-06-19,SFN,SDP,13-GF(15),L(0-2),4,2.2,2,1,0,2,3,0,0,3.68,14,58,35,10,6,5,4,1,1,0,,0.0,0.0,1,0,0,12,0,0,0,0,0,1,3.09,-0.102,3.8,-0.08%,-0.32,13b --- 0 out tie,15b end d 1,,SDP,1.818181818181818,L,3,4
9,10,77,2001-06-26,SFN,LAD,7-7,H(1),6,0.1,3,3,3,0,1,0,0,5.4,4,16,11,3,0,0,3,3,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,1.46,-0.175,2.23,-0.16%,-1.69,7t --- 0 out a3,7t 1-3 1 out a2,,SFG,30.0,L,8,14
10,11,78,2001-06-27,SFN,LAD,7-GF,,0,3.0,1,0,0,1,1,0,0,4.5,11,35,22,5,3,3,6,0,0,0,,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0.12,0.022000000000000002,0.17,0.02%,1.47,7t --- 0 out d4,9t end d 4,,SFG,0.6666666666666666,L,3,7
11,12,82,2001-07-02,SFN,LAD,4-7,L(0-3),4,3.2,5,2,2,1,2,0,0,4.57,15,53,36,7,4,4,8,4,1,0,,2.0,0.0,2,0,0,14,1,0,0,1,0,0,0.94,-0.136,1.56,-0.14%,0.62,4b 1-3 1 out d3,7b 3 out d1,,LAD,1.875,L,6,8
12,13,87,2001-07-07,SFN,MIL,4-5,,4,1.1,3,5,3,1,0,1,0,5.48,10,42,25,3,5,3,6,1,1,0,,2.0,0.0,0,0,0,9,0,0,0,0,0,2,0.79,-0.3,1.04,-0.24%,-4.08,4t 12- 2 out d4,5t 3 out d6,,SFG,3.636363636363636,L,3,13
13,14,93,2001-07-16,SFN,TEX,8-GF(8),,8,0.2,0,0,0,1,0,0,0,5.32,3,13,4,2,0,0,2,1,0,0,,1.0,0.0,1,0,0,2,0,0,0,0,0,0,0.43,0.018000000000000002,0.51,0.01%,0.58,8b 1-- 1 out d2,8b end d 2,,TEX,5.0,L,0,2
14,15,94,2001-07-17,SFN,TEX,8-GF,,0,2.0,2,0,0,0,1,0,0,4.91,8,26,18,4,2,4,3,3,0,0,,0.0,0.0,0,0,0,8,1,0,0,0,0,0,0.03,0.003,0.03,0.00%,1.14,8b --- 0 out a8,9b end a 8,,TEX,1.0,W,10,2
15,16,98,2001-07-21,SFN,ARI,8-GF,,3,2.0,3,4,4,4,1,2,0,5.86,13,59,31,9,5,1,7,1,0,0,,0.0,0.0,0,0,0,9,1,0,0,0,0,0,0.02,-0.015,0.04,-0.02%,-3.02,8t --- 0 out d5,9t end d 7,,SFG,3.5,L,2,9
16,17,100,2001-07-23,SFN,COL,8-GF(8),,1,1.0,1,0,0,0,1,0,0,5.65,3,14,10,2,1,1,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,1,0,0,0.02,0.001,0.02,0.00%,0.64,8b --- 0 out d6,8b end d 6,,COL,1.0,L,2,8
17,18,136,2001-09-03,PIT,MIL,GS-3,L(0-4),41,3.0,6,7,5,3,4,1,0,6.54,18,85,48,16,6,5,6,3,1,0,24.0,,,0,0,0,15,1,0,1,0,0,0,0.76,-0.406,0.0,0.00%,-5.38,1t start tie,3t 3 out d6,1.0,PIT,3.0,L,7,12
18,19,143,2001-09-09,PIT,CIN,GS-4,L(0-5),5,3.0,4,3,3,3,3,0,0,6.75,16,59,38,13,3,1,9,5,2,0,39.0,,,0,0,0,13,3,0,0,0,0,0,0.89,-0.231,0.0,0.00%,-2.73,1t start tie,4t 1-3 0 out d3,,PIT,2.333333333333333,L,3,5
19,20,66,2003-06-15,PIT,TBD,6-6,,99,1.0,2,1,0,0,0,0,0,0.0,5,13,10,3,0,2,3,0,1,0,,0.0,0.0,0,0,0,5,0,0,0,1,0,1,1.08,-0.075,0.14,-0.01%,-0.48,6b --- 0 out d1,6b 3 out d2,,TBD,2.0,W,9,5
20,21,72,2003-06-22,PIT,CLE,GS-6,L(0-1),6,5.0,10,7,7,3,3,0,0,10.5,27,101,64,14,7,5,16,7,1,0,19.0,,,0,0,0,23,2,0,1,1,1,0,1.35,-0.282,0.33,-0.04%,-3.21,1t start tie,6t 123 0 out d2,,PIT,2.6,L,5,8
21,22,112,2003-08-07,PIT,SFG,GS-3,,45,2.2,4,4,4,1,1,0,1,11.42,14,49,28,6,2,5,6,3,1,0,34.0,,,0,0,0,11,0,0,1,0,0,0,1.33,-0.237,0.26,-0.03%,-2.91,1b start tie,3b 12- 2 out d4,,SFG,2.2727272727272725,L,5,7
22,23,149,2003-09-15,PIT,CIN,GS-5,W(1-1),38,5.0,3,0,0,3,2,0,0,7.24,22,102,55,14,4,10,7,2,1,0,60.0,,,0,0,0,19,0,0,0,0,0,1,1.02,0.235,0.0,0.00%,2.64,1t start tie,5t 3 out a3,,PIT,1.2,W,6,3
23,24,155,2003-09-20,PIT,CHC,GS-7,W(2-1),4,7.0,5,1,0,1,8,0,1,4.79,29,116,73,18,13,8,11,5,0,0,72.0,,,1,0,0,26,0,0,0,0,0,1,0.93,0.16699999999999998,0.0,0.00%,2.7,1t start tie,7t 3 out a5,,PIT,0.8571428571428571,W,8,2
24,25,161,2003-09-27,PIT,CHC,GS-2,L(2-2),6,1.1,6,6,5,1,1,1,0,6.55,11,40,26,4,3,4,5,3,1,0,20.0,,,0,0,0,9,0,0,1,0,0,0,0.88,-0.33299999999999996,0.0,0.00%,-5.16,1b start tie,2b 1-3 1 out d5,2.0,CHC,6.363636363636362,L,2,7
25,26,3,2004-04-08,PIT,PHI,GS-7,W(1-0),99,7.0,6,1,1,1,7,1,0,1.29,28,98,71,15,13,9,11,4,3,0,67.0,,,0,0,0,26,2,0,0,0,0,0,1.3,0.319,1.15,0.17%,2.59,1t start tie,7t 3 out a1,,PIT,1.0,W,6,2
26,27,8,2004-04-14,PIT,CHC,GS-3,L(1-1),5,3.0,10,7,7,2,5,2,0,7.2,20,63,41,11,6,3,10,5,0,0,14.0,,,0,0,0,18,3,0,1,0,0,0,0.77,-0.32,0.81,-0.20%,-5.41,1b start tie,3b 3 out d7,,CHC,4.0,L,3,8
27,28,13,2004-04-20,PIT,CHC,GS-5,L(1-2),5,5.0,9,8,8,3,4,3,0,9.6,26,91,56,15,11,5,14,3,1,0,18.0,,,0,0,0,23,3,0,0,2,0,1,0.5,-0.33799999999999997,0.57,-0.23%,-5.43,1t start tie,5t 3 out d8,,PIT,2.4,L,1,9
28,29,18,2004-04-26,PIT,CIN,GS-4,L(1-3),5,4.0,4,3,3,6,6,1,1,9.0,21,79,41,16,5,7,2,0,0,0,42.0,,,0,0,0,14,0,1,0,2,0,0,0.83,-0.132,0.77,-0.07%,-0.95,1t start tie,4t 3 out d3,,PIT,2.5,L,2,5
29,30,23,2004-05-02,PIT,MIL,GS-6,,5,6.0,5,2,2,4,6,0,0,7.56,26,94,56,10,8,6,10,3,3,0,56.0,,,2,0,0,21,1,0,2,0,1,0,1.8,0.11599999999999999,1.73,0.07%,1.11,1b start a 1,6b 3 out a1,,MIL,1.5,W,4,3
30,31,28,2004-05-08,PIT,LAD,GS-7,,5,7.0,6,3,3,1,4,1,0,6.75,28,98,62,18,6,12,11,4,1,0,56.0,,,0,0,0,27,2,0,1,0,0,0,0.8,0.053,0.57,0.02%,0.59,1t start tie,7t 3 out tie,,PIT,1.0,L,3,4
31,32,33,2004-05-14,PIT,SFG,GS-6,,5,6.0,8,2,2,2,3,0,1,6.16,28,92,57,11,11,11,11,2,3,0,49.0,,,0,0,0,24,2,0,0,1,0,0,1.0,0.036000000000000004,0.66,0.01%,1.15,1b start tie,6b 3 out d2,,SFG,1.6666666666666667,W,4,2
32,33,38,2004-05-20,PIT,SDP,GS-5,,5,4.0,6,7,7,4,1,1,0,7.07,22,79,44,13,3,6,11,0,2,0,19.0,,,0,0,0,17,2,0,1,0,1,0,0.83,-0.457,0.59,-0.20%,-5.95,1t start tie,5t 12- 0 out d1,,PIT,2.5,W,9,7
33,34,42,2004-05-27,PIT,STL,GS-5,L(1-4),6,5.0,5,6,6,5,5,1,1,7.47,26,97,58,15,5,5,10,3,1,0,33.0,,,1,0,0,18,2,0,1,0,2,0,0.6,-0.27,0.52,-0.14%,-3.43,1b start tie,5b 3 out d4,,STL,2.0,L,3,6
34,35,48,2004-06-01,PIT,STL,GS-2,L(1-5),4,2.0,5,5,5,1,3,0,1,8.08,13,46,29,8,3,3,5,4,0,0,28.0,,,0,0,0,11,2,0,0,0,0,0,0.91,-0.33,0.78,-0.17%,-3.97,1t start tie,2t 3 out d5,,PIT,3.0,L,1,8
35,36,53,2004-06-06,PIT,CHC,GS-7,L(1-6),4,6.0,4,2,2,1,5,1,1,7.53,24,81,54,18,11,7,10,3,2,0,60.0,,,1,0,0,22,0,0,0,0,0,0,1.04,0.038,0.62,0.01%,1.17,1b start tie,7b 12- 0 out tie,,CHC,0.8333333333333334,L,1,4
36,37,58,2004-06-12,PIT,OAK,GS-5,,5,4.0,8,6,6,4,1,2,0,7.93,22,83,48,14,2,2,15,7,1,0,19.0,,,0,0,0,18,4,0,0,1,0,0,1.0,-0.401,0.29,-0.07%,-3.41,1b start tie,5b -2- 0 out a2,,OAK,3.0,L,11,12
37,38,63,2004-06-18,PIT,SEA,GS-6,L(1-7),5,6.0,7,3,3,2,2,0,0,7.62,26,90,57,19,0,8,14,5,4,0,46.0,,,0,0,0,22,1,0,0,1,1,0,1.03,-0.040999999999999995,0.19,-0.01%,0.08,1t start tie,6t 3 out d2,,PIT,1.5,L,4,5
38,39,68,2004-06-23,PIT,HOU,GS-6,W(2-7),4,6.0,2,2,1,3,3,0,0,7.1,24,107,62,23,3,8,10,3,1,0,62.0,,,0,0,0,20,0,1,0,0,0,1,1.17,0.172,0.07,0.01%,1.15,1b start tie,6b 3 out a1,,HOU,0.8333333333333334,W,7,2
39,40,72,2004-06-27,PIT,CIN,9-GF,,3,1.0,2,1,1,1,1,1,0,7.13,6,21,10,1,4,1,3,0,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-0.5,9b --- 0 out a11,9b end a10,,CIN,3.0,W,14,4
40,41,81,2004-07-06,PIT,FLA,8-GF(8),,8,1.0,0,0,0,0,0,0,0,7.03,3,13,7,2,1,3,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.08,0.006,0.02,0.00%,0.49,8b --- 0 out d3,8b end d 3,,FLA,0.0,L,3,6
41,42,85,2004-07-10,PIT,MON,8-GF(8),,3,1.0,1,0,0,0,0,0,0,6.93,4,10,9,4,0,0,4,0,1,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.06,0.003,0.01,0.00%,0.54,8b --- 0 out d4,8b end d 4,,MON,1.0,L,0,4
42,43,90,2004-07-19,PIT,MON,9-GF,,8,1.0,0,0,0,0,2,0,0,6.84,3,21,13,3,3,0,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.05,0.004,0.01,0.00%,0.51,9t --- 0 out d4,9t end d 4,,PIT,0.0,L,2,6
43,44,95,2004-07-24,PIT,CIN,3-5,,4,3.0,1,1,1,4,5,0,0,6.69,14,55,32,9,8,3,2,1,1,0,,3.0,0.0,0,0,0,10,1,0,0,0,0,0,0.89,0.094,0.23,0.02%,2.38,3t 123 0 out d3,5t 3 out d3,,PIT,1.6666666666666667,W,14,4
44,45,102,2004-07-31,PIT,MIL,GS-5,W(3-7),6,5.0,3,1,1,1,4,1,0,6.4,18,77,44,11,7,5,8,1,2,0,60.0,,,0,0,0,17,0,0,0,0,0,0,0.85,0.168,0.14,0.02%,1.6,1b start tie,5b 3 out a3,,MIL,0.8,W,4,1
45,46,107,2004-08-06,PIT,SDP,GS-2,L(3-8),5,1.1,4,5,5,1,1,1,0,6.83,9,41,21,4,1,1,6,3,1,0,26.0,,,0,1,0,8,0,0,0,0,0,1,1.05,-0.225,0.07,-0.01%,-2.6,1b start tie,2b 123 1 out d2,,SDP,4.545454545454545,L,1,13
