Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,138,2018-09-04,ATL,BOS,7-8,,99,2.0,0,0,0,1,2,0,0,0.00,7,31,15,6,4,1,3,0,0,0,,0,0,1,0,0,6,0,0,0,0,0,0,.14,0.018,.21,0.02%,0.98,7.90,12.00,7t --- 0 out d4,8t 3 out d4,,ATL,0.5,L,1,5
2,141,2018-09-07,ATL,ARI,7-8,,2,1.0,1,1,1,3,1,0,0,3.00,7,40,20,5,4,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.49,-0.069,.77,-0.07%,-1.33,-0.15,3.00,7b --- 0 out d3,8b 123 0 out d1,,ARI,4.0,L,3,5
3,149,2018-09-16,ATL,WSN,4-5,,8,2.0,1,0,0,2,0,0,0,1.80,9,40,20,7,2,4,3,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.42,0.038,.22,0.01%,0.98,2.70,6.00,4t --- 0 out d5,5t 3 out d3,,ATL,1.5,L,4,6
4,158,2018-09-26,ATL,NYM,8-GF(8),,9,1.0,2,2,2,0,2,2,0,4.50,5,17,11,2,3,0,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.25,-0.095,.09,-0.02%,-1.56,1.05,3.00,8b --- 0 out d1,8b end d 3,,NYM,2.0,L,0,3
5,3,2019-03-31,ATL,PHI,GS-5,L(0-1),99,4.1,2,3,3,5,4,1,1,6.23,20,85,45,14,9,5,5,4,0,0,46,,,0,0,0,14,1,0,0,1,0,0,1.09,0.059,1.10,0.04%,0.75,6.95,16.00,1b start tie,5b 12- 1 out tie,,PHI,1.707317073170732,L,1,5
6,8,2019-04-06,ATL,MIA,GS-6,,5,6.0,5,2,2,1,4,2,0,4.35,22,77,46,14,4,8,9,3,1,0,57,,,0,0,0,21,0,0,0,1,0,0,1.06,0.135,1.12,0.09%,1.34,13.90,24.00,1t start tie,6t 3 out tie,,ATL,1.0,L,2,4
7,13,2019-04-12,ATL,NYM,GS-4,L(0-2),5,3.2,8,6,6,4,3,1,0,7.07,23,76,45,15,4,7,9,6,1,0,20,,,2,0,0,19,3,0,1,0,0,0,.96,-0.340,1.15,-0.24%,-4.24,-4.95,2.00,1t start tie,4t 12- 2 out d5,,ATL,3.75,L,2,6
8,98,2019-07-18,ATL,WSN,GS-3,L(0-3),96,2.2,7,7,7,3,3,0,0,9.72,17,64,33,7,5,2,9,7,0,0,16,,,1,0,0,14,2,1,0,1,0,0,1.39,-0.353,1.72,-0.26%,-3.97,-8.00,-4.00,1t start tie,3t -23 2 out d4,,ATL,4.545454545454545,L,4,13
9,151,2019-09-15,ATL,WSN,8-GF(8),,58,1.0,0,0,0,0,2,0,0,9.17,3,13,8,0,5,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.56,6.25,9.00,8b --- 0 out d7,8b end d 7,,WSN,0.0,L,0,7
10,153,2019-09-18,ATL,PHI,9-GF,,2,1.0,0,0,0,0,1,0,0,8.68,3,11,8,2,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.13,0.010,.01,0.00%,0.56,4.25,6.00,9t --- 0 out d3,9t end d 3,,ATL,0.0,L,1,4
11,156,2019-09-21,ATL,SFG,7-7,,2,1.0,2,1,1,0,1,0,0,8.69,5,25,16,3,2,1,3,0,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,.30,0.003,.02,0.00%,-0.44,1.05,3.00,7t --- 0 out a6,7t 3 out a5,,ATL,2.0,W,8,1
