Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,76,2012-06-27,TEX,DET,8-8,,99,0.2,3,4,4,1,1,0,0,54.00,6,20,11,3,2,3,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.21,-0.027,.23,-0.02%,-1.98,8t --- 0 out a6,8t 1-3 2 out a4,,TEX,20.0,W,13,9,,
2,79,2012-06-30,TEX,OAK,GS-6,W(1-0),2,5.1,6,2,2,1,5,1,0,9.00,23,103,59,22,5,8,9,4,1,0,52,,,0,0,0,22,3,0,0,0,0,0,.86,0.034,.88,0.02%,0.53,1t start tie,6t -2- 1 out a4,,TEX,1.3725490196078431,W,7,2,,
3,84,2012-07-06,TEX,MIN,GS-6,L(1-1),5,6.0,6,4,2,3,3,0,1,6.00,29,106,66,20,6,11,11,4,2,0,48,,,1,1,1,23,0,0,1,0,1,2,.79,-0.157,.92,-0.11%,-0.76,1t start tie,6t 3 out d4,,TEX,1.5,L,1,5,,
4,88,2012-07-14,TEX,SEA,8-GF(8),,7,1.0,0,0,0,1,0,0,0,5.54,3,13,6,2,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.00,0.000,.00,0.00%,0.46,8b --- 0 out d7,8b end d 7,,SEA,1.0,L,0,7,,
5,96,2012-07-24,TEX,BOS,GS-6,,9,6.0,5,1,1,2,1,0,0,4.26,25,98,63,16,6,9,13,2,1,0,57,,,0,0,0,23,1,0,0,0,0,0,1.17,0.207,1.26,0.13%,2.24,1t start tie,6t 3 out d1,,TEX,1.1666666666666667,L,1,2,,
6,102,2012-07-31,TEX,LAA,9-GF,,6,1.0,2,0,0,0,0,0,0,4.05,5,14,10,3,0,4,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.07,0.004,.13,0.01%,0.54,9t --- 0 out d4,9t end d 4,,TEX,2.0,L,2,6,,
7,140,2012-09-09,TEX,TBR,3-8,,39,5.0,7,2,2,1,3,2,0,3.96,22,74,52,14,7,7,11,5,0,0,,0,0,0,0,0,21,0,0,0,1,0,0,.16,-0.010,.12,0.00%,-0.02,3b --- 0 out d4,8b 1-- 0 out d6,,TBR,1.6,L,0,6,,
8,143,2012-09-13,TEX,CLE,8-8,,3,0.0,0,0,0,1,0,0,0,3.96,1,4,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,3.75,-0.108,3.45,-0.06%,-0.67,8t 12- 1 out tie,8t 123 1 out tie,,TEX,inf,L,4,5,,
9,145,2012-09-15,TEX,SEA,3-7,,1,4.1,0,0,0,1,5,0,1,3.38,15,56,29,6,5,4,4,1,0,0,,1,0,0,0,0,13,0,0,0,0,0,0,.27,0.083,.24,0.05%,2.41,3t 1-- 2 out d6,7t 3 out d2,,TEX,0.24390243902439027,L,6,8,,
10,150,2012-09-21,TEX,SEA,GS-4,L(1-2),5,4.0,6,4,3,2,3,0,0,3.78,21,81,52,10,7,10,6,3,2,0,37,,,0,0,0,19,3,1,0,0,0,1,1.03,-0.306,.69,-0.12%,-2.18,1b start tie,4b 3 out d2,,SEA,2.0,L,3,6,,
11,155,2012-09-26,TEX,OAK,GS-1,L(1-3),4,0.2,6,5,5,0,1,0,0,5.03,8,24,18,3,3,2,5,3,0,0,21,,,0,0,0,8,1,2,0,0,0,0,1.02,-0.367,1.24,-0.27%,-4.84,1t start tie,1t --3 2 out d5,,TEX,30.0,L,3,9,,
12,160,2012-10-01,TEX,OAK,GS-5,L(1-4),4,4.0,6,4,4,2,3,0,0,5.45,19,69,37,12,3,8,6,3,0,0,35,,,0,0,0,17,2,0,0,1,0,0,1.17,-0.236,3.96,-0.48%,-1.73,1b start tie,5b -2- 0 out d1,,OAK,2.0,L,3,4,,
