,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,148,2011-09-14,,BAL,7-8,,99,1.1,3,2,2,0,2,1,0,13.5,7,27,16,3,3,2,3,0,0,0,,1.0,0.0,0,0,0,7,1,0,0,0,0,0,0.24,-0.023,0.26,-0.02%,-1.28,7b 1-- 1 out d2,8b -2- 2 out d4,,BAL,2.727272727272727,L,2,6,,
1,2,151,2011-09-17,,BOS,6-8,H(1),2,3.0,2,1,1,2,2,0,0,6.23,13,58,33,10,6,6,3,0,2,0,,0.0,0.0,0,0,0,11,0,0,0,0,0,0,2.35,0.188,4.49,0.22%,0.58,6b --- 0 out a2,8b 3 out a1,,BOS,1.3333333333333333,W,4,3,,
2,3,156,2011-09-22,,NYY,GS-5,W(1-0),4,5.0,4,0,0,1,11,0,0,2.89,20,84,59,16,15,2,6,4,1,0,69.0,,,0,0,0,19,0,0,0,0,0,0,0.39,0.098,0.83,0.13%,2.66,1b start a 3,5b 3 out a13,,NYY,1.0,W,15,8,,
3,4,4,2012-04-10,,DET,GS-7,,99,6.2,4,2,2,5,4,1,0,2.7,28,106,59,15,9,4,15,1,6,0,57.0,,,0,0,0,23,0,0,1,1,0,0,1.22,0.08800000000000001,1.34,0.06%,1.53,1b start tie,7b --- 2 out tie,,DET,1.4516129032258065,L,2,5,,
4,5,9,2012-04-15,,BOS,GS-7,L(0-1),4,6.1,8,6,6,4,5,2,0,5.54,30,109,66,16,11,7,14,4,3,0,34.0,,,0,0,0,26,3,0,2,0,0,0,0.85,-0.37,0.96,-0.25%,-2.93,1b start tie,7b 1-- 1 out d2,,BOS,1.9672131147540983,L,4,6,,
5,6,14,2012-04-20,,MIN,GS-7,,4,6.1,8,3,3,3,2,0,0,5.12,27,106,60,16,7,13,9,3,2,0,44.0,,,2,0,0,24,0,0,0,2,0,0,1.12,0.044000000000000004,1.17,0.03%,0.8,1t start tie,7t 1-- 1 out a2,,TBR,1.8032786885245904,L,4,5,,
6,7,19,2012-04-26,,LAA,GS-6,,5,5.2,5,3,2,2,6,1,0,4.68,23,100,72,15,13,4,11,2,2,0,53.0,,,0,0,0,21,1,0,0,0,0,0,0.98,-0.027999999999999997,1.11,-0.02%,0.48,1t start tie,6t --3 2 out d1,,TBR,1.346153846153846,W,4,3,,
7,8,24,2012-05-01,,SEA,GS-5,W(1-1),4,5.0,7,1,1,1,7,1,0,4.2,22,101,66,14,14,3,11,2,2,0,55.0,,,0,0,0,21,1,0,0,1,0,0,1.13,0.158,1.32,0.11%,1.36,1t start tie,5t 3 out a2,,TBR,1.6,W,3,1,,
8,9,29,2012-05-06,,OAK,GS-5,L(1-2),4,4.2,7,8,8,3,4,1,1,5.71,25,105,62,19,15,5,12,3,1,0,19.0,,,1,0,0,20,2,0,1,0,0,0,0.93,-0.5710000000000001,1.12,-0.41%,-5.96,1t start tie,5t -2- 2 out d4,,TBR,2.380952380952381,L,5,9,,
9,10,34,2012-05-12,,BAL,GS-5,L(1-3),5,4.1,4,4,1,4,6,0,0,5.31,22,101,56,14,10,5,6,0,1,0,47.0,,,0,1,0,17,2,0,0,0,0,1,1.15,-0.243,1.7,-0.22%,-2.88,1b start tie,5b -23 1 out d3,,BAL,1.951219512195122,L,3,5,,
10,11,39,2012-05-17,,BOS,GS-6,L(1-4),4,6.0,5,3,3,1,8,2,1,5.2,25,106,67,22,12,5,10,2,0,0,57.0,,,0,0,0,23,0,0,0,0,0,0,0.95,-0.04,1.3,-0.03%,-0.18,1t start tie,6t 3 out d1,,TBR,1.0,L,3,5,,
11,12,44,2012-05-22,,TOR,GS-5,,4,4.2,3,4,2,4,6,0,0,5.07,22,97,60,16,13,8,4,2,0,0,48.0,,,2,0,0,18,0,0,0,0,0,1,0.7,0.025,0.96,0.02%,-1.99,1t start tie,5t --3 2 out a2,,TBR,1.6666666666666663,W,8,5,,
12,13,49,2012-05-28,,CHW,GS-7,L(1-5),5,7.0,4,2,2,1,10,1,1,4.76,26,104,73,14,18,7,7,0,1,0,70.0,,,0,0,0,24,0,0,0,1,0,0,0.98,0.042,1.3,0.03%,1.3,1t start tie,7t 3 out d1,,TBR,0.7142857142857143,L,1,2,,
13,14,54,2012-06-03,,BAL,GS-6,W(2-5),5,6.0,7,2,1,3,4,1,0,4.45,28,93,62,17,4,11,10,3,2,0,53.0,,,0,0,0,25,0,0,0,1,0,1,1.19,0.055999999999999994,1.88,0.05%,0.83,1t start tie,6t 3 out a2,,TBR,1.6666666666666667,W,8,4,,
14,15,59,2012-06-09,,MIA,GS-6,W(3-5),5,6.0,5,4,4,2,9,1,0,4.59,25,102,66,15,21,6,8,4,2,0,53.0,,,0,0,0,23,2,0,0,1,0,0,0.33,0.081,0.43,0.06%,-1.09,1b start tie,6b 3 out a5,,MIA,1.1666666666666667,W,13,4,,
15,16,64,2012-06-15,,MIA,GS-7,W(4-5),5,7.0,1,0,0,3,8,0,0,4.16,25,107,67,23,11,8,6,0,2,0,80.0,,,1,0,0,22,0,0,0,1,0,1,0.72,0.222,0.87,0.16%,3.3,1t start tie,7t 3 out a6,,TBR,0.5714285714285714,W,11,0,,
16,17,69,2012-06-21,,WSN,GS-5,,5,5.0,3,2,2,4,6,0,0,4.13,23,93,58,9,14,6,7,1,1,0,55.0,,,2,0,0,18,1,0,0,0,1,1,1.19,-0.008,1.51,-0.01%,0.4,1b start tie,5b 3 out d1,,WSN,1.4,L,2,5,,
17,18,75,2012-06-27,,KCR,GS-8,,5,7.1,10,4,4,2,5,2,0,4.19,30,98,70,18,12,8,15,5,3,0,45.0,,,0,1,1,28,3,0,0,2,0,0,0.63,-0.046,0.72,-0.03%,-0.22,1b start tie,8b --- 1 out tie,,KCR,1.6901408450704227,L,4,5,,
18,19,80,2012-07-02,,NYY,GS-7,W(5-5),4,7.0,9,3,3,3,3,0,0,4.17,30,113,70,20,3,8,16,4,4,0,47.0,,,1,0,0,26,2,0,0,2,1,0,1.07,-0.099,1.25,-0.07%,0.3,1t start tie,7t 3 out d1,,TBR,1.7142857142857142,W,4,3,,
19,20,85,2012-07-07,,CLE,GS-5,L(5-6),4,4.2,5,5,5,5,3,0,0,4.42,23,96,54,14,9,6,9,2,1,0,32.0,,,0,0,0,18,5,0,0,1,0,0,0.67,-0.263,0.75,-0.18%,-2.89,1b start tie,5b 1-- 2 out d3,,CLE,2.380952380952381,L,3,7,,
20,21,91,2012-07-17,,CLE,GS-6,W(6-6),9,5.0,3,2,2,5,3,0,1,4.39,24,90,51,15,10,2,13,2,0,0,51.0,,,0,0,0,17,0,0,0,0,1,0,1.49,-0.01,1.3,-0.01%,-0.02,1t start tie,6t 1-- 0 out a1,,TBR,1.6,W,4,2,,
21,22,96,2012-07-22,,SEA,GS-8,L(6-7),4,8.0,5,2,2,0,7,0,0,4.23,29,104,72,11,13,9,13,2,3,0,71.0,,,3,0,0,29,3,0,0,0,0,0,0.88,0.172,0.73,0.09%,1.77,1t start tie,8t 3 out d1,,TBR,0.625,L,1,2,,
22,23,101,2012-07-28,,LAA,GS-7,W(7-7),5,6.1,4,0,0,2,6,0,1,4.01,26,103,72,15,18,11,6,2,1,0,69.0,,,0,0,0,23,1,0,0,0,0,1,1.33,0.32,1.1,0.16%,3.01,1b start a 1,7b --- 1 out a3,,LAA,0.9836065573770492,W,3,0,,
23,24,106,2012-08-03,,BAL,GS-6,W(8-7),5,5.1,6,0,0,3,6,0,0,3.84,24,108,68,17,15,8,7,0,2,0,59.0,,,0,1,0,21,0,0,0,0,0,0,1.17,0.245,1.64,0.21%,2.17,1t start tie,6t -2- 1 out a1,,TBR,1.7647058823529411,W,2,0,,
