,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,136,2018-09-01,TEX,MIN,6-6,H(1),99,0.1,0,0,0,0,1,0,0,0.0,1,4,3,1,1,0,0,0,0,0,,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1.69,0.045,0.0,0.00%,0.47,2.75,4.0,6t 12- 2 out a3,6t 3 out a3,,TEX,0.0,W,7,4
1,2,138,2018-09-03,TEX,LAA,7-7,,1,0.2,1,0,0,2,0,0,0,0.0,5,15,8,3,1,1,2,1,0,0,,1.0,1.0,0,0,0,3,0,0,1,0,0,0,1.04,-0.055,0.0,0.00%,-0.42,-0.3,2.0,7t 1-- 1 out d2,7t 3 out d3,,TEX,15.0,L,1,3
2,3,139,2018-09-04,TEX,LAA,6-6,H(2),0,1.0,1,0,0,0,0,0,0,0.0,4,11,7,2,0,1,3,1,0,0,,0.0,0.0,1,0,0,4,0,0,0,0,0,0,1.26,0.07,0.0,0.00%,0.56,1.65,3.0,6t --- 0 out a2,6t 3 out a2,,TEX,1.0,W,4,2
3,4,141,2018-09-07,TEX,OAK,5-5,,2,0.2,0,0,0,1,1,0,0,0.0,3,14,7,2,1,1,0,0,0,0,,2.0,0.0,0,0,0,2,0,0,0,0,0,0,0.94,0.035,0.0,0.00%,0.91,2.9,5.0,5b 12- 1 out d3,5b 3 out d3,,OAK,5.0,L,4,8
4,5,144,2018-09-10,TEX,LAA,7-7,H(3),2,0.2,1,1,0,0,0,0,0,0.0,4,15,9,1,4,4,0,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,1,0.75,-0.001,0.0,0.00%,0.0,0.9,2.0,7b --- 0 out a3,7b 1-3 2 out a3,,LAA,5.0,W,5,2
5,6,147,2018-09-14,TEX,SDP,GS-1,,3,1.0,0,0,0,1,0,0,0,0.0,3,15,7,2,1,2,0,0,0,0,52.0,,,0,0,0,2,0,0,0,1,0,0,0.91,0.046,0.0,0.00%,0.45,1.65,3.0,1b start tie,1b 3 out tie,,SDP,1.0,W,4,0
6,7,148,2018-09-15,TEX,SDP,8-8,H(4),0,1.0,0,0,0,1,2,0,0,0.0,4,15,8,2,2,0,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.87,0.044000000000000004,0.0,0.00%,0.45,5.65,9.0,8b --- 0 out a3,8b 3 out a3,,SDP,1.0,W,6,3
7,8,151,2018-09-18,TEX,TBR,9-GF,,2,1.0,1,0,0,0,1,0,1,0.0,5,13,9,1,2,0,3,1,0,0,,0.0,0.0,1,0,0,4,0,0,0,0,0,0,0.13,0.005,0.0,0.00%,0.56,3.05,6.0,9t --- 0 out d4,9t end d 4,,TEX,1.0,L,0,4
8,9,153,2018-09-21,TEX,SEA,GS-1,,2,1.0,0,0,0,2,0,0,0,0.0,5,21,11,6,1,1,2,1,0,0,51.0,,,0,0,0,3,0,0,0,0,0,0,1.21,0.05,0.0,0.00%,0.56,1.05,3.0,1t start tie,1t 3 out tie,,TEX,2.0,W,8,3
9,10,156,2018-09-24,TEX,LAA,6-6,,2,0.1,1,0,0,1,0,0,0,0.0,3,12,7,1,1,0,2,1,0,0,,1.0,1.0,0,0,0,2,1,0,0,0,0,0,1.58,-0.094,0.0,0.00%,-0.66,-0.45,1.0,6b --3 1 out tie,6b -23 2 out d1,,LAA,20.0,L,4,5
10,11,158,2018-09-26,TEX,LAA,5-5,,1,0.2,0,0,0,1,0,0,0,0.0,2,10,5,1,2,1,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,1,0,0,2.04,0.069,0.0,0.00%,0.53,0.9,2.0,5b 1-- 1 out tie,5b 3 out tie,,LAA,5.0,L,2,3
11,12,159,2018-09-27,TEX,SEA,8-8,H(5),0,1.0,0,0,0,1,2,0,0,0.0,4,15,9,4,2,0,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.64,0.085,0.0,0.00%,0.48,5.65,9.0,8b --- 0 out a2,8b 3 out a2,,SEA,1.0,W,2,0
12,13,161,2018-09-29,TEX,SEA,7-7,,1,0.0,1,1,1,1,0,0,0,0.96,2,6,2,1,0,0,1,1,0,0,,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1.41,-0.102,0.0,0.00%,-1.07,-3.2,-3.0,7b --3 2 out d1,7b 12- 2 out d2,,SEA,inf,L,1,4
13,14,10,2019-04-06,SEA,CHW,9-GF,,99,1.0,1,0,0,1,1,0,0,0.0,5,22,14,6,2,1,2,1,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.04,0.002,0.04,0.00%,0.54,3.05,6.0,9b --- 0 out a7,9b end a 7,,CHW,2.0,W,9,2
14,15,12,2019-04-08,SEA,KCR,7-8,,1,2.0,0,0,0,0,2,0,0,0.0,6,17,11,3,3,1,3,2,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.04,0.006,0.04,0.00%,1.12,8.5,12.0,7b --- 0 out a8,8b 3 out a9,,KCR,0.0,W,13,5
15,16,15,2019-04-11,SEA,KCR,10-GF(10),S(1),2,1.0,0,0,0,0,1,0,0,0.0,3,13,9,2,3,1,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,2.79,0.22,3.31,0.16%,0.56,4.25,6.0,10b --- 0 out a1,10b end a 1,,KCR,0.0,W,7,6
16,17,17,2019-04-13,SEA,HOU,8-GF,,1,2.0,0,0,0,0,2,0,0,0.0,6,25,17,5,4,1,3,1,2,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.31,0.048,0.44,0.04%,1.03,8.5,12.0,8t --- 0 out d2,9t end d 2,,SEA,0.0,L,1,3
17,18,19,2019-04-15,SEA,CLE,8-8,,1,0.1,0,1,1,2,1,0,0,1.42,3,18,7,2,2,0,0,0,0,0,,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0.71,-0.054000000000000006,0.85,-0.04%,-0.82,-0.45,1.0,8t -2- 1 out d2,8t 1-3 2 out d3,,SEA,20.0,L,4,6
18,19,24,2019-04-20,SEA,LAA,6-7,H(1),4,1.2,1,0,0,0,2,0,0,1.13,7,23,17,4,2,2,3,1,2,0,,0.0,0.0,0,0,0,7,1,0,0,0,0,1,1.23,0.091,1.58,0.07%,0.56,7.15,11.0,6b --- 0 out a1,7b 1-3 2 out a2,,LAA,0.8333333333333334,W,6,5
19,20,29,2019-04-26,SEA,TEX,5-6,H(2),5,1.1,1,0,0,0,1,0,0,0.96,5,21,12,3,1,2,2,2,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,1.22,0.066,1.71,0.06%,0.49,4.4,7.0,5t --- 0 out a1,6t 1-- 1 out a2,,SEA,0.9090909090909092,W,5,4
20,21,31,2019-04-28,SEA,TEX,9-GF,,1,1.0,1,1,1,0,3,1,0,1.74,5,26,18,4,3,0,2,0,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,1,0.0,0.0,0.0,0.00%,-0.49,5.65,9.0,9t --- 0 out d12,9t end d13,,SEA,1.0,L,1,14
21,22,32,2019-04-30,SEA,CHC,9-GF,,1,1.0,0,0,0,1,0,0,0,1.59,4,16,10,1,2,1,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.56,0.039,0.64,0.03%,0.51,1.65,3.0,9t --- 0 out d1,9t end d 1,,SEA,1.0,L,5,6
22,23,35,2019-05-04,SEA,CLE,8-GF(8),BL(0-1),3,0.1,1,1,1,0,0,1,0,2.31,2,5,3,0,0,1,1,0,0,0,,1.0,1.0,0,0,0,2,0,0,0,0,0,0,1.9,-0.541,2.15,-0.37%,-1.65,-1.85,-2.0,8b -2- 2 out a1,8b end d 1,,CLE,10.0,L,4,5
