Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,134,2017-09-02,NYM,HOU,7-7,,99,0.2,3,2,1,0,0,0,0,13.50,6,16,13,3,0,3,3,2,0,0,,0,0,0,0,0,6,1,0,0,0,0,1,.22,-0.043,.00,0.00%,-2.00,7b --- 0 out d3,7b 1-3 2 out d5,1,HOU,15.0,L,8,12
2,138,2017-09-05,NYM,PHI,9-GF,,2,1.0,1,0,0,0,1,0,0,5.40,4,12,9,5,0,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.49,9t --- 0 out d8,9t end d 8,,NYM,1.0,L,1,9
3,142,2017-09-09,NYM,CIN,9-GF,,3,1.0,0,0,0,0,0,0,0,3.38,3,11,8,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.00,0.00%,0.49,9t --- 0 out a5,9t end a 5,,NYM,0.0,W,6,1
4,145,2017-09-13,NYM,CHC,8-GF(8),,3,0.2,1,2,2,1,1,0,0,8.10,4,13,9,2,2,1,1,1,0,0,,3,3,0,0,0,3,0,1,0,0,0,0,.00,-0.001,.00,0.00%,-3.39,8b 123 1 out d7,8b end d12,,CHC,10.0,L,5,17
5,150,2017-09-18,NYM,MIA,8-GF(8),,4,1.0,0,0,0,0,0,0,0,6.23,4,13,9,0,2,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,.00,0.000,.00,0.00%,0.47,8b --- 0 out d12,8b end d12,,MIA,0.0,L,1,13
6,154,2017-09-23,NYM,WSN,8-8,,4,0.2,1,0,0,0,2,0,0,5.40,3,16,11,1,5,1,0,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,3.46,0.108,.00,0.00%,0.51,8t 1-- 1 out tie,8t 3 out tie,,NYM,5.0,L,3,4
7,159,2017-09-27,NYM,ATL,7-7,H(1),3,1.0,0,0,0,0,1,0,0,4.50,3,7,6,1,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.91,0.069,.00,0.00%,0.49,7t --- 0 out a2,7t 3 out a2,,NYM,0.0,W,7,1
8,161,2017-09-30,NYM,PHI,7-7,BS(1),2,0.1,1,0,0,0,0,0,0,4.26,2,10,7,2,0,0,2,2,0,0,,3,2,0,0,0,1,0,0,0,0,1,0,4.35,-0.174,.00,0.00%,-0.86,7b 123 1 out a2,7b 12- 2 out tie,,PHI,10.0,W,7,4
9,162,2017-10-01,NYM,PHI,8-GF(8),,0,0.1,0,0,0,0,0,0,0,4.05,1,6,3,0,2,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.11,8b --- 2 out d11,8b end d11,,PHI,0.0,L,0,11
