Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,43,2019-05-12,SEA,BOS,5-5,,99,1.0,3,2,2,1,0,0,0,18.00,6,24,14,4,3,2,3,3,0,0,,0,0,0,1,0,5,1,0,0,0,0,0,.60,-0.105,.55,-0.06%,-1.42,-4.15,-3.00,5b --- 0 out d2,5b 3 out d4,,BOS,4.0,L,2,11
2,46,2019-05-16,SEA,MIN,4-4,,3,1.0,2,1,0,1,1,0,1,9.00,7,31,19,5,4,1,3,3,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,.14,-0.009,.12,-0.01%,-0.49,1.85,6.00,4t --- 0 out d7,4t 3 out d8,,SEA,3.0,L,6,11
3,48,2019-05-18,SEA,MIN,3-3,,1,0.2,3,3,3,1,0,1,0,16.88,6,26,15,5,1,1,4,1,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,.09,-0.031,.07,-0.01%,-2.73,-6.90,-7.00,3t --- 1 out d7,3t 3 out d10,,SEA,20.0,L,4,18
4,50,2019-05-20,SEA,TEX,7-7,,1,1.0,1,1,1,0,2,1,0,14.73,4,22,12,3,3,0,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.01,-0.002,.01,0.00%,-0.39,3.65,6.00,7b --- 0 out d7,7b 3 out d8,,TEX,1.0,L,9,10
5,95,2019-07-12,SEA,LAA,7-7,,52,1.0,1,2,2,1,0,1,0,15.43,5,20,10,2,2,1,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,-1.46,-2.95,-3.00,7b --- 0 out d11,7b 3 out d13,,LAA,2.0,L,0,13
6,111,2019-08-04,PIT,NYM,8-GF,,22,2.0,0,0,0,0,3,0,0,10.80,6,25,19,10,3,1,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.00,0.000,.00,0.00%,1.02,10.50,15.00,8t --- 0 out d12,9t end d12,,PIT,0.0,L,2,13
7,114,2019-08-07,PIT,MIL,6-6,,2,1.0,2,2,1,1,1,0,1,10.57,8,37,22,5,4,3,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,1,.15,-0.029,.00,0.00%,-1.49,-0.15,3.00,6t --- 0 out d5,6t 3 out d7,,PIT,3.0,L,3,8
8,126,2019-08-21,PIT,WSN,8-8,,13,0.2,3,3,3,3,0,0,0,12.96,8,33,15,7,1,0,5,3,0,0,,0,0,0,0,0,5,3,0,0,0,0,0,.02,-0.008,.00,0.00%,-3.27,-8.10,-7.00,8t --- 0 out d6,8t 123 2 out d9,,PIT,30.0,L,1,11
9,129,2019-08-24,PIT,CIN,9-GF,,2,1.0,1,0,0,1,2,0,0,11.57,5,27,17,3,4,2,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.00,0.000,.00,0.00%,0.51,5.05,9.00,9t --- 0 out a14,9t end a14,,PIT,2.0,W,14,0
10,136,2019-08-31,PIT,COL,8-GF,,6,2.0,1,1,1,0,3,1,0,10.32,7,25,16,8,2,3,1,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.08,0.006,.00,0.00%,0.25,7.90,12.00,8b --- 0 out a7,9b end a 7,,COL,0.5,W,11,4
11,138,2019-09-03,PIT,MIA,10-GF(10),L(0-1),2,1.0,1,1,1,0,1,1,0,10.22,4,12,7,2,1,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.25,-0.297,.00,0.00%,-0.49,1.65,3.00,10t --- 0 out tie,10t end d 1,,PIT,1.0,L,4,5
12,140,2019-09-05,PIT,MIA,7-8,,1,2.0,4,2,2,2,3,0,0,10.05,11,37,24,7,7,4,2,2,0,0,,0,0,0,0,0,9,0,0,1,0,0,0,.36,-0.028,.00,0.00%,-0.98,2.90,9.00,7t --- 0 out d3,8t 3 out d5,,PIT,3.0,L,7,10
13,142,2019-09-07,PIT,STL,9-GF,,1,1.0,2,2,2,0,0,0,1,10.57,6,22,14,4,1,1,4,1,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,.01,-0.001,.00,0.00%,-1.49,-3.55,-3.00,9t --- 0 out d7,9t end d 9,,PIT,2.0,L,1,10
14,148,2019-09-13,PIT,CHC,8-GF(8),,5,1.0,0,0,0,2,2,0,0,9.92,5,24,11,1,1,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.54,5.05,9.00,8b --- 0 out d9,8b end d 9,,CHC,2.0,L,8,17
15,149,2019-09-14,PIT,CHC,7-7,,0,1.0,1,1,1,0,1,1,0,9.87,4,12,8,1,3,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,-0.46,1.65,3.00,7b --- 0 out d12,7b 3 out d13,,CHC,1.0,L,1,14
16,151,2019-09-17,PIT,SEA,9-GF,,2,0.1,0,0,0,0,1,0,0,9.68,1,7,4,1,1,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.01,0.000,.00,0.00%,0.23,2.75,4.00,9t 1-- 2 out d6,9t end d 6,,PIT,0.0,L,0,6
