,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,136,2018-09-01,HOU,LAA,GS-5,,99,5.0,3,3,3,3,9,1,0,5.4,21,91,56,24,8,4,5,1,1,0,55.0,,,1,0,0,18,0,0,0,0,0,0,0.98,-0.09300000000000001,1.54,-0.09%,-0.47,19.65,33.0,1t start tie,5t 3 out d2,,HOU,1.2,W,7,3
1,2,142,2018-09-08,HOU,BOS,6-8,H(1),6,2.2,1,0,0,0,4,0,0,3.52,9,41,31,10,5,2,3,2,1,0,,0.0,0.0,0,0,0,9,1,0,0,0,0,0,0.86,0.14400000000000002,0.72,0.07%,1.26,13.4,20.0,6b --- 0 out a3,8b -2- 2 out a3,,BOS,0.4545454545454545,W,5,3
2,3,146,2018-09-12,HOU,DET,6-8,H(2),3,3.0,2,2,2,1,4,1,0,4.22,12,38,28,9,6,3,4,1,1,0,,0.0,0.0,0,0,0,11,0,0,0,0,0,0,1.56,0.076,1.44,0.04%,-0.42,8.95,15.0,6b --- 0 out a3,8b 3 out a1,,DET,1.0,W,5,4
3,4,151,2018-09-18,HOU,SEA,GS-6,W(1-0),5,5.1,4,0,0,2,7,0,0,2.81,22,87,55,11,15,5,8,3,2,0,65.0,,,0,0,0,20,1,0,0,0,0,0,0.88,0.214,0.49,0.07%,2.35,26.4,49.0,1t start tie,6t -2- 1 out a4,,HOU,1.1764705882352942,W,7,0
4,5,157,2018-09-25,HOU,TOR,GS-5,W(2-0),6,5.0,4,1,1,1,3,1,1,2.57,19,65,44,11,10,6,8,3,2,0,57.0,,,0,0,0,17,2,0,0,2,0,0,1.08,0.191,0.07,0.01%,1.51,15.65,33.0,1b start a 2,5b 3 out a1,,TOR,1.0,W,4,1
5,6,162,2018-09-30,HOU,BAL,5-6,,4,2.0,1,0,0,0,2,0,1,2.35,8,27,17,3,7,2,3,1,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.16,0.023,0.0,0.00%,1.0,7.3,12.0,5b --- 0 out d4,6b 3 out d4,,BAL,0.5,L,0,4
6,7,2,2019-03-29,HOU,TBR,8-GF(8),,99,1.0,1,0,0,1,1,0,0,0.0,4,21,13,2,5,1,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.35,0.016,0.35,0.01%,0.54,3.05,6.0,8b --- 0 out d2,8b end d 2,,TBR,2.0,L,2,4
7,8,4,2019-03-31,HOU,TBR,7-GF(8),,1,2.0,0,0,0,0,4,0,0,0.0,6,23,18,2,8,0,2,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.27,0.042,0.25,0.02%,1.07,12.5,18.0,7b --- 0 out d2,8b end d 2,,TBR,0.0,L,1,3
8,9,7,2019-04-03,HOU,TEX,7-GF(8),,2,2.0,1,1,1,1,4,1,0,1.8,8,37,25,8,5,1,2,0,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.15,0.004,0.15,0.00%,0.23,9.3,15.0,7b --- 0 out d3,8b end d 4,,TEX,1.0,L,0,4
9,10,9,2019-04-06,HOU,OAK,7-7,,2,1.0,0,0,0,2,1,0,0,1.5,5,23,11,3,2,1,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.29,0.012,0.29,0.01%,0.57,3.05,6.0,7t --- 0 out a6,7t 3 out a6,,HOU,2.0,W,6,0
10,11,10,2019-04-07,HOU,OAK,6-7,BS(1),0,2.0,2,2,2,0,1,1,0,3.38,8,28,19,8,1,2,5,3,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.93,-0.174,0.93,-0.11%,-0.86,1.3,3.0,6t --- 0 out a1,7t 3 out d1,,HOU,1.0,W,9,8
11,12,13,2019-04-10,HOU,NYY,8-8,,2,0.0,2,4,4,2,0,1,0,7.88,4,24,13,2,3,0,2,2,0,0,,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.9,-0.18,0.91,-0.11%,-3.02,-10.4,-12.0,8t --- 0 out a5,8t 12- 0 out a3,,HOU,inf,W,8,6
12,13,17,2019-04-16,HOU,OAK,7-8,,5,2.0,0,0,0,1,3,0,1,6.3,8,29,18,5,8,1,2,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.03,0.003,0.04,0.00%,1.05,9.3,15.0,7b --- 0 out a9,8b 3 out a9,,OAK,0.5,W,9,1
13,14,19,2019-04-19,HOU,TEX,9-GF,,2,0.2,0,0,0,0,0,0,0,5.91,1,4,2,1,0,1,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,1,0,0,0.27,0.01,0.37,0.01%,0.62,1.5,2.0,9b 1-- 1 out a5,9b end a 5,,TEX,0.0,W,7,2
14,15,22,2019-04-22,HOU,MIN,6-7,,2,2.0,4,4,3,1,3,0,0,7.11,11,45,26,2,7,3,4,2,1,0,,0.0,0.0,0,0,0,10,1,0,0,0,0,0,0.63,-0.187,0.74,-0.13%,-2.86,1.5,6.0,6t --- 0 out d2,7t 3 out d5,,HOU,2.5,L,5,9
15,16,26,2019-04-26,HOU,CLE,9-GF,,3,1.0,2,2,2,1,3,1,0,7.9,6,24,14,2,5,1,1,0,0,0,,0.0,0.0,1,0,0,5,0,0,0,0,0,0,0.41,-0.128,0.5,-0.09%,-1.43,2.45,6.0,9t --- 0 out d1,9t end d 3,,HOU,3.0,L,3,6
16,17,30,2019-04-30,HOU,MIN,8-8,,3,1.0,1,0,0,2,1,0,0,7.36,6,21,9,2,1,1,2,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.01,0.0,0.01,0.00%,0.55,2.45,6.0,8b --- 0 out a11,8b 3 out a11,,MIN,3.0,W,11,0
