Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,76,2019-06-22,CLE,DET,GS-6,W(1-0),99,6.0,2,0,0,3,6,0,0,0.00,23,87,46,11,4,7,7,3,2,0,71,,,0,0,0,20,0,0,0,0,0,0,.94,0.360,.92,0.21%,3.45,26.50,48.00,1t start tie,6t 3 out a2,,CLE,0.8333333333333334,W,2,0
2,112,2019-08-05,CLE,TEX,GS-6,L(1-1),43,6.0,3,1,1,1,7,0,0,0.75,21,89,52,13,11,7,6,2,2,0,68,,,0,0,0,19,1,1,0,1,1,0,.90,0.224,1.32,0.20%,2.45,23.10,36.00,1t start tie,6t 3 out d1,,CLE,0.6666666666666666,L,0,1
3,118,2019-08-11,CLE,MIN,GS-6,,5,6.0,4,1,1,0,5,0,0,1.00,22,95,64,16,7,4,13,4,3,0,65,,,0,0,0,21,1,0,0,0,1,0,1.12,0.282,2.53,0.39%,2.32,19.10,30.00,1b start a 2,6b 3 out a2,,MIN,0.6666666666666666,W,7,3
4,123,2019-08-16,CLE,NYY,GS-6,L(1-2),4,6.0,8,3,2,2,4,0,0,1.50,27,91,58,16,9,8,13,6,3,0,48,,,0,0,0,25,3,0,0,0,0,0,.90,-0.035,1.42,-0.03%,0.25,11.50,24.00,1b start tie,6b 3 out d2,,NYY,1.6666666666666667,L,2,3
5,128,2019-08-22,CLE,NYM,GS-6,L(1-3),5,5.2,4,2,2,0,3,0,1,1.82,22,82,53,13,5,7,11,5,1,0,56,,,0,0,0,21,2,0,0,0,0,0,.77,-0.002,1.33,0.00%,0.70,11.75,20.00,1b start tie,6b 1-- 2 out d2,,NYM,0.7692307692307692,L,0,2
6,133,2019-08-28,CLE,DET,GS-7,W(2-3),5,7.0,6,2,2,0,5,1,0,1.96,25,91,56,15,9,11,9,4,0,0,62,,,0,0,0,24,1,0,0,3,1,1,1.26,0.169,2.18,0.18%,1.95,22.15,42.00,1b start tie,7b 3 out tie,,DET,0.8571428571428571,W,4,2
7,138,2019-09-02,CLE,CHW,GS-5,W(3-3),4,5.0,7,3,1,3,4,0,0,1.94,23,88,59,12,15,2,14,8,2,0,46,,,0,0,0,19,4,0,0,0,1,0,.94,0.040,1.60,0.04%,-0.13,15.25,36.00,1t start tie,5t 3 out a3,,CLE,2.0,W,11,3
8,143,2019-09-07,CLE,MIN,GS-5,,4,5.0,3,1,1,3,4,1,0,1.93,21,80,42,15,5,8,6,0,0,0,58,,,0,0,0,18,1,0,0,1,0,1,1.00,0.147,2.12,0.19%,1.76,13.65,24.00,1b start tie,5b 3 out d1,,MIN,1.2,L,3,5
9,152,2019-09-18,CLE,DET,GS-8,,10,7.2,4,1,1,1,4,0,0,1.82,27,94,62,17,5,11,11,3,1,0,70,,,0,0,0,24,2,1,0,0,1,0,1.06,0.447,2.08,0.52%,3.48,20.25,32.00,1t start tie,8t --- 2 out tie,,CLE,0.6944444444444444,W,2,1
10,159,2019-09-26,CLE,CHW,GS-4,L(3-4),7,3.1,3,4,4,3,4,2,0,2.34,16,65,38,11,6,3,6,3,1,0,39,,,0,0,0,13,0,0,0,0,0,0,.91,-0.182,1.92,-0.23%,-2.14,3.90,10.00,1b start tie,4b --- 1 out d4,,CHW,1.9354838709677418,L,0,8
