,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,94,2011-07-16,MIA,CHC,8-8,,99,1.0,0,0,0,0,1,0,0,0.0,3,14,9,3,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0.001,0.0,0.00%,0.46,8b --- 0 out a8,8b 3 out a8,,CHC,0.0,W,13,3,,
1,2,125,2011-08-19,MIA,SDP,6-7,,33,1.0,1,0,0,1,0,0,0,0.0,5,18,8,1,0,2,2,1,1,0,,0,0,0,0,0,4,0,0,0,1,0,1,0.81,-0.024,0.0,0.00%,-0.53,6b --- 0 out d1,7b 12- 0 out d1,,SDP,2.0,L,3,4,,
2,3,126,2011-08-20,MIA,SDP,6-6,,0,1.0,4,4,4,0,2,1,0,12.0,7,29,16,6,2,3,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,1,0,0.0,-0.001,0.0,0.00%,-3.58,6b --- 0 out d9,6b 3 out d13,,SDP,4.0,L,1,14,,
3,4,136,2011-09-01,MIA,NYM,8-GF(8),,11,0.2,0,0,0,0,0,0,0,9.82,2,8,5,1,0,0,2,0,1,0,,3,0,0,0,0,2,0,0,0,0,0,0,0.05,0.003,0.0,0.00%,1.5,8b 123 1 out d5,8b end d 5,,NYM,0.0,L,5,7,,
4,5,137,2011-09-02,MIA,PHI,6-6,,0,1.0,0,0,0,2,2,0,0,7.71,5,22,10,4,3,0,1,0,0,0,,2,1,0,0,0,2,0,0,1,0,1,0,1.61,0.003,0.0,0.00%,0.44,6t 12- 0 out d1,6t 3 out d2,,FLA,2.0,L,3,5,,
5,6,140,2011-09-05,MIA,NYM,9-GF,,2,1.0,3,2,2,0,0,1,0,9.53,6,26,14,4,0,1,5,1,0,0,,0,0,0,0,0,6,1,1,0,0,0,0,0.02,0.0,0.0,0.00%,-1.54,9t --- 0 out a8,9t end a 6,,FLA,3.0,W,9,3,,
6,7,143,2011-09-09,MIA,PIT,8-GF,,3,1.1,1,0,0,0,1,0,0,7.71,5,21,14,4,2,2,2,1,1,0,,2,0,0,0,0,5,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.89,8b 1-3 2 out a9,9b end a 9,,PIT,0.9090909090909092,W,13,4,,
7,8,147,2011-09-13,MIA,ATL,8-GF(8),,3,1.0,1,1,1,0,1,0,0,7.88,4,15,9,3,0,2,1,0,0,0,,0,0,0,0,0,3,1,0,0,0,1,0,0.01,-0.002,0.0,0.00%,-0.54,8b --- 0 out d5,8b end d 6,,ATL,1.0,L,1,7,,
8,9,149,2011-09-15,MIA,PHI,7-7,,1,0.1,0,0,0,0,0,0,0,7.56,1,3,2,1,0,1,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,1.17,0.028999999999999998,0.0,0.00%,0.74,7b 123 2 out d2,7b 3 out d2,1.0,PHI,0.0,L,1,3,,
9,10,155,2011-09-20,MIA,ATL,7-7,,4,1.0,2,0,0,1,0,0,0,6.75,5,24,15,3,2,3,1,0,1,0,,0,0,0,0,0,4,0,0,0,1,0,0,0.31,0.01,0.0,0.00%,0.46,7t --- 0 out d4,7t 3 out d4,,FLA,3.0,L,0,4,,
