Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,135,2017-09-01,TOR,BAL,10-11,,99,2.0,0,0,0,0,2,0,0,0.00,6,27,20,5,3,2,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.83,0.279,.04,0.00%,1.03,10b --- 0 out tie,11b 3 out tie,,BAL,0.0,L,0,1,,
2,137,2017-09-03,TOR,BAL,10-11,,1,2.0,1,0,0,0,2,0,0,0.00,7,32,21,2,6,0,5,2,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,2.37,0.279,.04,0.00%,1.03,10b --- 0 out tie,11b 3 out tie,,BAL,0.5,L,4,5,,
3,140,2017-09-06,TOR,BOS,6-7,,2,2.0,0,0,0,1,1,0,1,0.00,7,24,11,3,2,1,3,0,2,0,,2,0,1,0,0,5,0,0,0,1,0,0,.13,0.025,.00,0.00%,2.46,6b 1-3 0 out d5,7b 3 out d5,,BOS,0.5,L,1,6,,
4,142,2017-09-09,TOR,DET,7-7,H(1),2,1.0,0,0,0,0,2,0,0,0.00,3,9,7,1,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.95,0.074,.00,0.00%,0.53,7t --- 0 out a2,7t 3 out a2,,TOR,0.0,W,5,4,,
5,144,2017-09-11,TOR,BAL,8-8,H(2),1,1.0,0,0,0,0,0,0,0,0.00,3,11,7,2,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.60,0.124,.01,0.00%,0.53,8t --- 0 out a1,8t 3 out a1,,TOR,0.0,W,4,3,,
6,146,2017-09-13,TOR,BAL,7-7,,1,1.0,0,0,0,1,2,0,0,0.00,4,14,9,3,4,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.82,0.059,.01,0.00%,0.53,7t --- 0 out d1,7t 3 out d1,,TOR,1.0,L,1,2,,
7,147,2017-09-14,TOR,MIN,9-9,,0,1.0,0,0,0,0,0,0,0,0.00,2,5,4,2,0,1,1,0,1,0,,1,0,0,0,0,2,0,0,0,1,0,0,3.06,0.216,.01,0.00%,0.92,9b 1-- 0 out tie,9b 3 out tie,,MIN,0.0,L,2,3,,
8,152,2017-09-20,TOR,KCR,6-6,,5,1.0,3,4,4,1,1,2,0,3.27,7,22,12,3,2,2,3,3,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,.00,-0.003,.00,0.00%,-3.47,6t --- 0 out d9,6t 3 out d13,,TOR,4.0,L,5,15,,
9,154,2017-09-22,TOR,NYY,9-GF,,1,1.0,0,0,0,0,0,0,0,3.00,3,15,9,3,1,0,3,1,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.00,0.00%,0.53,9t --- 0 out a7,9t end a 7,,TOR,0.0,W,8,1,,
10,157,2017-09-25,TOR,BOS,6-6,H(3),2,1.0,0,0,0,0,1,0,0,2.77,3,10,7,2,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.01,0.079,.00,0.00%,0.56,6b --- 0 out a2,6b 3 out a2,,BOS,0.0,W,6,4,,
11,159,2017-09-27,TOR,BOS,6-7,,1,2.0,1,1,1,0,1,1,0,3.00,7,24,15,3,4,2,4,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.11,-0.001,.00,0.00%,0.11,6b --- 0 out d4,7b 3 out d5,,BOS,0.5,L,7,10,,
12,161,2017-09-30,TOR,NYY,5-6,,2,1.2,1,0,0,0,2,0,0,2.70,6,22,16,1,6,1,3,0,0,0,,2,0,0,0,0,6,0,0,0,0,0,0,.69,0.092,.00,0.00%,1.51,5b 12- 1 out d2,6b 3 out d2,,NYY,0.8333333333333334,L,1,2,,
13,30,2018-05-02,TOR,MIN,8-GF(8),,99,0.1,0,0,0,1,1,0,0,0.00,2,11,6,2,1,0,0,0,0,0,,3,1,0,0,0,1,0,0,0,0,0,0,.25,-0.011,.25,-0.01%,-0.22,8b 123 2 out d3,8b end d 4,,MIN,10.0,L,0,4,2.15,4.00
14,32,2018-05-03,TOR,CLE,7-GF(8),,0,2.0,1,1,1,4,2,0,0,3.86,11,55,26,7,4,4,1,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.05,7b --- 0 out d10,8b end d10,2,CLE,2.5,L,4,13,3.50,9.00
15,56,2018-05-30,OAK,TBR,6-7,,26,2.0,1,0,0,1,0,0,1,2.08,8,38,22,1,4,5,1,0,0,0,,0,0,1,0,0,6,0,0,0,2,0,1,.34,0.026,.28,0.01%,0.99,6t --- 0 out d4,7t 3 out d4,,OAK,1.0,L,0,6,2.70,6.00
16,69,2018-06-14,OAK,HOU,8-GF,,14,2.0,0,0,0,0,2,0,0,1.42,6,20,15,6,2,2,2,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.07,0.011,.04,0.00%,0.99,8t --- 0 out d4,9t end d 4,,OAK,0.0,L,3,7,8.50,12.00
17,70,2018-06-15,OAK,LAA,5-6,,0,2.0,1,2,2,3,0,0,0,3.24,10,34,15,2,2,4,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,1,0,.11,-0.017,.05,0.00%,-1.01,5t --- 0 out d6,6t 3 out d6,,OAK,2.0,L,4,8,-1.90,0.00
