Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,144,2011-09-10,NYY,LAA,7-GF(8),,99,1.1,2,1,1,0,2,1,0,6.75,6,19,14,2,5,1,3,0,1,0,,1,0,0,0,0,6,0,0,0,0,0,0,.02,0.000,.01,0.00%,-0.23,7b -2- 2 out d5,8b end d 6,,LAA,1.8181818181818181,L,0,6,,
2,151,2011-09-18,NYY,TOR,8-GF(8),,7,0.1,0,0,0,0,0,0,0,5.40,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,.10,0.003,.02,0.00%,0.24,8b 1-- 2 out d3,8b end d 3,,TOR,0.0,L,0,3,,
3,154,2011-09-21,NYY,TBR,5-5,,2,0.2,1,0,0,0,0,0,0,3.86,3,10,7,1,1,0,3,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.98,0.029,.05,0.00%,0.29,5t --- 0 out d1,5t 1-- 2 out d1,1,NYY,5.0,W,4,2,,
4,156,2011-09-22,NYY,TBR,8-GF,,0,1.1,1,0,0,0,1,0,0,2.45,5,15,9,0,3,0,4,1,1,0,,3,0,0,0,0,5,0,0,0,0,0,0,.01,0.001,.00,0.00%,1.33,8t 123 2 out d9,9t end d 7,,NYY,0.9090909090909091,L,8,15,,
5,157,2011-09-24,NYY,BOS,9-GF,,1,1.0,0,0,0,0,2,0,0,1.93,3,10,7,2,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.00,0.00%,0.53,9t --- 0 out a8,9t end a 8,,NYY,0.0,W,9,1,,
6,160,2011-09-26,NYY,TBR,6-7,,1,0.2,0,1,1,2,1,0,0,3.38,4,21,8,2,3,0,1,0,1,0,,1,0,0,0,0,2,0,0,0,0,0,0,.46,0.005,.00,0.00%,-0.10,6b -2- 2 out d2,7b 12- 1 out d2,,TBR,10.0,L,2,5,,
7,162,2011-09-28,NYY,TBR,3-3,,1,0.2,0,0,0,1,0,0,0,3.00,3,14,5,1,1,1,1,0,0,0,,0,0,1,0,0,2,0,0,0,0,0,0,.79,0.009,.00,0.00%,0.12,3b --- 0 out a5,3b --3 2 out a5,,TBR,5.0,L,7,8,,
8,61,2012-06-10,SFG,TEX,8-8,,99,1.0,1,0,0,0,1,0,0,0.00,4,10,8,2,3,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.05,0.003,.06,0.00%,0.42,8t --- 0 out d5,8t 3 out d5,,SFG,1.0,L,0,5,,
9,66,2012-06-16,SFG,SEA,7-GF(8),,5,2.0,3,0,0,0,2,0,0,0.00,8,26,20,7,4,1,5,1,2,0,,0,0,0,1,0,8,0,0,0,0,0,0,.19,0.016,.25,0.01%,0.91,7b --- 0 out d3,8b end d 3,,SEA,1.5,L,4,7,,
10,69,2012-06-19,SFG,LAA,4-6,,2,2.2,2,1,1,0,4,0,0,1.59,9,30,21,6,7,2,3,1,0,0,,3,3,0,0,0,8,0,1,0,1,1,0,.11,-0.038,.13,-0.03%,-1.54,4b 123 1 out d4,6b 3 out d6,,LAA,0.9090909090909091,L,5,12,,
11,71,2012-06-22,SFG,OAK,7-7,,2,0.1,0,0,0,0,0,0,0,1.50,1,2,1,0,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.74,0.019,.93,0.01%,0.42,7b 12- 2 out d2,7b 3 out d2,,OAK,0.0,W,5,4,,
12,74,2012-06-25,SFG,LAD,8-8,,2,1.0,1,0,0,1,1,0,0,1.29,5,17,10,4,1,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.02,0.001,.05,0.00%,0.42,8t --- 0 out a8,8t 3 out a8,,SFG,2.0,W,8,0,,
13,78,2012-06-29,SFG,CIN,9-GF,,3,1.0,1,0,0,0,0,0,0,1.13,3,11,8,1,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.02,0.001,.03,0.00%,0.42,9t --- 0 out d5,9t end d 5,,SFG,1.0,L,1,5,,
14,79,2012-06-30,SFG,CIN,7-7,,0,0.1,2,1,1,0,1,0,0,2.16,4,13,8,2,3,2,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,1.03,-0.167,1.55,-0.15%,-1.69,7t --- 0 out d1,7t 1-3 1 out d2,,SFG,20.0,L,1,2,,
15,81,2012-07-03,SFG,WSN,4-5,,2,1.2,1,0,0,0,2,0,0,1.80,7,29,21,6,7,4,1,0,0,0,,3,3,0,0,0,6,0,0,0,0,1,1,.10,-0.018,.15,-0.02%,-0.97,4b 123 1 out d5,5b 3 out d6,,WSN,0.8333333333333334,L,3,9,,
16,82,2012-07-04,SFG,WSN,7-7,,0,1.0,0,0,0,0,2,0,0,1.64,3,8,7,2,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.15,0.012,.23,0.01%,0.48,7b --- 0 out d3,7b 3 out d3,,WSN,0.0,L,4,9,,
17,84,2012-07-06,SFG,PIT,8-8,H(1),1,1.0,0,0,0,0,1,0,0,1.50,3,13,9,3,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.81,0.133,2.75,0.12%,0.45,8b --- 0 out a1,8b 3 out a1,,PIT,0.0,W,6,5,,
18,86,2012-07-08,SFG,PIT,7-GF(8),,1,2.0,3,3,2,1,2,1,0,2.57,10,38,25,9,1,5,2,0,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,.00,-0.001,.00,0.00%,-2.10,7b --- 0 out d8,8b end d11,,PIT,2.0,L,2,13,,
19,90,2012-07-17,SFG,ATL,8-8,,8,1.0,1,0,0,0,2,0,0,2.40,4,21,14,6,1,1,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.02,0.001,.03,0.00%,0.49,8b --- 0 out a9,8b 3 out a9,,ATL,1.0,W,9,0,,
20,93,2012-07-20,SFG,PHI,9-GF,,2,1.0,1,0,0,0,1,0,0,2.25,4,9,7,2,1,0,3,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.09,0.007,.13,0.01%,0.49,9b --- 0 out a5,9b end a 5,,PHI,1.0,W,7,2,,
21,96,2012-07-23,SFG,SDP,9-GF,,2,1.0,0,0,0,0,0,0,0,2.12,3,10,7,2,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.002,.04,0.00%,0.42,9t --- 0 out a6,9t end a 6,,SFG,0.0,W,7,1,,
22,98,2012-07-25,SFG,SDP,9-GF,,1,1.0,0,0,0,0,1,0,0,2.00,3,12,8,1,3,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.07,0.006,.11,0.01%,0.42,9t --- 0 out d3,9t end d 3,,SFG,0.0,L,3,6,,
23,99,2012-07-27,SFG,LAD,10-GF(10),,1,0.1,0,0,0,0,0,0,0,1.96,1,3,1,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.37,0.010,.82,0.01%,0.29,10t -2- 2 out d2,10t end d 2,,SFG,0.0,L,3,5,,
24,100,2012-07-28,SFG,LAD,6-7,,0,1.2,3,3,1,0,1,1,0,2.25,9,24,19,6,3,3,5,2,1,0,,1,0,0,0,0,9,2,0,0,0,0,1,.15,-0.013,.37,-0.02%,-1.69,6t --3 1 out d4,7t 3 out d7,,SFG,2.5,L,0,10,,
25,101,2012-07-29,SFG,LAD,8-8,,0,0.1,1,0,0,0,0,0,0,2.21,2,7,6,1,0,0,2,1,1,0,,2,1,0,0,0,2,0,0,0,0,0,0,.31,-0.025,.79,-0.04%,-0.61,8t 12- 2 out d3,8t 3 out d4,,SFG,10.0,L,0,4,,
26,104,2012-08-01,SFG,NYM,6-7,,2,1.1,0,0,0,2,1,0,0,2.08,7,34,20,9,2,4,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,.84,-0.065,1.47,-0.07%,-0.63,6t --- 0 out d2,7t 123 1 out d1,,SFG,1.8181818181818181,L,1,2,,
27,106,2012-08-03,SFG,COL,7-7,H(2),1,0.2,0,0,0,0,1,0,0,2.01,2,12,8,2,1,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.60,0.031,1.00,0.03%,0.30,7b --- 1 out a3,7b 3 out a3,,COL,0.0,W,16,4,,
28,108,2012-08-05,SFG,COL,7-7,,1,0.0,0,1,1,2,0,0,0,2.42,2,9,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,.42,-0.037,.71,-0.04%,-1.02,7b --- 0 out a6,7b 12- 0 out a6,,COL,inf,W,8,3,,
29,109,2012-08-06,SFG,STL,6-6,,0,0.1,0,0,0,0,0,0,0,2.38,1,1,1,0,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.61,0.018,1.10,0.02%,0.58,6b -23 2 out d3,6b 3 out d3,,STL,0.0,L,2,8,,
30,111,2012-08-08,SFG,STL,8-8,,1,1.0,0,0,0,0,0,0,0,2.28,3,12,9,1,1,2,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.47,8b --- 0 out a11,8b 3 out a11,,STL,0.0,W,15,0,,
31,113,2012-08-10,SFG,COL,8-9,,1,1.2,0,0,0,0,1,0,0,2.13,5,15,10,2,1,1,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.12,0.015,.21,0.02%,0.76,8t --- 0 out d3,9t --- 2 out d3,,SFG,0.0,L,0,3,,
32,115,2012-08-12,SFG,COL,6-6,BS(1),1,0.2,3,1,1,0,2,0,0,2.42,5,11,9,3,1,1,2,1,0,0,,1,1,1,0,0,5,1,0,0,0,0,0,1.77,-0.310,3.15,-0.33%,-1.54,6t 1-- 1 out a1,6t 3 out d1,,SFG,15.0,W,9,6,,
33,116,2012-08-13,SFG,WSN,9-GF,,0,1.0,1,0,0,1,0,0,0,2.33,5,22,12,5,2,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.42,9t --- 0 out d12,9t end d12,,SFG,2.0,L,2,14,,
34,118,2012-08-15,SFG,WSN,5-5,,1,1.0,2,1,1,0,2,0,0,2.57,5,23,16,5,3,2,1,0,0,0,,0,0,1,0,0,5,1,0,0,0,0,0,.66,-0.063,1.20,-0.07%,-0.58,5t --- 0 out d2,5t 3 out d3,,SFG,2.0,L,4,6,,
35,119,2012-08-17,SFG,SDP,9-GF,,1,1.0,0,0,0,1,0,0,0,2.48,4,14,8,3,1,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.01,0.00%,0.43,9b --- 0 out a9,9b end a 9,,SDP,1.0,W,10,1,,
36,121,2012-08-19,SFG,SDP,5-6,,1,1.1,0,0,0,0,1,0,0,2.37,4,11,9,2,3,2,1,0,1,0,,1,0,0,0,0,4,0,0,0,0,0,0,.08,0.008,.15,0.01%,0.73,5b -2- 2 out d5,6b 3 out d5,,SDP,0.0,L,1,7,,
37,127,2012-08-25,SFG,ATL,7-7,,5,0.0,0,0,0,0,0,0,0,2.37,1,4,3,1,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,1,.37,-0.011,.63,-0.01%,-0.37,7t 1-- 1 out d3,7t 12- 1 out d3,,SFG,,L,3,7,,
38,128,2012-08-26,SFG,ATL,6-7,,0,1.2,1,0,0,0,1,0,0,2.25,6,18,11,3,0,3,2,1,0,0,,2,2,0,0,0,6,0,1,0,0,0,0,.21,-0.053,.42,-0.07%,-0.75,6t 12- 1 out d3,7t 3 out d5,,SFG,0.8333333333333334,L,1,7,,
