,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,50,2012-05-29,BAL,TOR,5-8,,99,3.1,4,1,1,0,5,0,0,2.7,14,54,41,13,6,2,7,2,1,0,,2.0,2.0,0,0,0,14,1,0,0,0,0,0,0.18,-0.026000000000000002,0.27,-0.02%,-0.67,5b 12- 1 out d4,8b --- 2 out d4,,TOR,1.2903225806451613,L,6,8,,
1,2,57,2012-06-07,BAL,BOS,3-6,,8,4.0,2,1,1,2,2,0,0,2.45,16,55,33,10,0,3,9,0,2,0,,1.0,1.0,0,0,0,14,1,0,0,0,0,0,0.2,-0.031,0.29,-0.03%,0.45,3b 1-- 0 out d4,6b 3 out d6,,BOS,1.0,L,0,7,,
2,3,78,2012-07-01,BAL,CLE,5-9,,23,4.1,4,1,1,3,5,0,0,2.31,19,82,50,12,9,4,7,3,1,0,,2.0,0.0,1,0,0,16,2,0,0,1,0,0,0.31,0.06,0.39,0.05%,1.61,5t 12- 0 out d5,9t 12- 1 out d4,,BAL,1.707317073170732,L,2,6,,
3,4,83,2012-07-06,BAL,LAA,GS-7,W(1-0),4,7.0,3,1,1,2,6,1,0,1.93,25,100,66,18,9,6,11,1,3,0,71.0,,,0,0,0,23,0,0,0,1,0,0,1.01,0.271,1.29,0.21%,2.26,1b start tie,7b 3 out a2,,LAA,0.7142857142857143,W,3,2,,
4,5,88,2012-07-15,BAL,DET,GS-6,L(1-1),8,5.2,6,3,3,5,3,1,0,2.59,26,100,59,18,9,10,8,0,1,0,43.0,,,0,0,0,21,2,0,0,2,0,0,0.76,-0.085,0.83,-0.06%,-0.74,1t start tie,6t 123 2 out d3,,BAL,2.1153846153846154,L,0,4,,
5,6,93,2012-07-20,BAL,CLE,GS-7,W(2-1),4,6.2,7,2,2,2,5,2,1,2.61,28,114,79,26,9,7,13,3,2,0,55.0,,,0,0,0,25,2,0,0,2,0,0,0.49,0.021,0.51,0.01%,0.95,1b start a 1,7b -2- 2 out a8,,CLE,1.4516129032258065,W,10,2,,
6,7,98,2012-07-25,BAL,TBR,GS-3,L(2-2),4,2.2,7,7,7,2,2,2,3,4.28,19,75,44,13,8,6,6,2,0,0,16.0,,,0,0,0,14,0,0,0,0,0,0,0.81,-0.424,1.04,-0.32%,-6.26,1t start tie,3t 123 2 out d6,,BAL,4.090909090909091,L,1,10,,
7,8,103,2012-07-30,BAL,NYY,GS-7,W(3-2),4,6.2,6,4,4,0,8,3,0,4.46,26,111,72,14,20,3,15,4,2,0,54.0,,,0,0,0,26,0,0,0,0,0,0,0.96,-0.011000000000000001,1.26,-0.01%,-0.5,1b start tie,7b --- 2 out a1,,NYY,0.9677419354838708,W,5,4,,
8,9,108,2012-08-05,BAL,TBR,GS-7,,5,7.0,2,0,0,4,4,0,0,3.8,26,104,60,15,7,9,9,0,2,0,73.0,,,1,1,0,22,1,0,0,0,0,0,1.18,0.43200000000000005,1.72,0.38%,3.3,1b start tie,7b 3 out tie,,TBR,0.8571428571428571,W,1,0,,
9,10,113,2012-08-10,BAL,KCR,GS-8,W(4-2),4,8.0,6,1,1,1,5,1,0,3.42,29,103,68,20,8,9,14,3,4,0,70.0,,,0,0,0,27,1,0,0,1,0,0,0.89,0.26,1.28,0.22%,3.05,1t start tie,8t 3 out a6,,BAL,0.875,W,7,1,,
