Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,16,2019-04-12,SEA,HOU,7-8,,99,2.0,4,4,4,2,2,1,0,18.00,11,34,19,4,5,3,4,2,0,0,,0,0,0,1,0,9,0,0,0,0,0,0,.80,-0.212,1.12,-0.18%,-2.97,-3.10,0.00,7t --- 0 out d3,8t 3 out d5,,SEA,3.0,L,6,10
2,19,2019-04-15,SEA,CLE,7-7,,2,0.2,1,0,0,0,1,0,0,13.50,3,14,9,2,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.79,0.019,.95,0.01%,0.28,2.90,5.00,7t --- 0 out d2,7t 1-- 2 out d2,,SEA,5.0,L,4,6
3,22,2019-04-18,SEA,LAA,7-7,,2,0.1,4,4,4,0,1,1,0,24.00,5,18,11,2,3,2,2,1,0,0,,1,1,0,0,0,5,2,0,0,0,0,0,.45,-0.131,.54,-0.10%,-3.54,-7.65,-8.00,7b -2- 0 out a7,7b -2- 1 out a3,,LAA,40.0,W,11,10
4,25,2019-04-21,SEA,LAA,8-GF(8),,2,1.0,2,2,1,1,2,1,0,20.25,6,17,11,5,1,1,2,1,0,0,,0,0,0,0,0,5,1,0,0,1,0,0,.01,-0.004,.02,0.00%,-1.46,2.45,6.00,8b --- 0 out d5,8b end d 7,,LAA,3.0,L,6,8
5,122,2019-08-17,CIN,STL,9-GF,,99,1.0,0,0,0,0,1,0,0,16.20,3,12,8,1,1,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,0.007,.02,0.00%,0.55,4.25,6.00,9t --- 0 out a5,9t end a 5,,CIN,0.0,W,6,1
6,128,2019-08-24,CIN,PIT,8-GF(8),,6,0.2,1,0,0,0,1,0,0,14.29,3,12,7,1,1,1,1,0,0,0,,2,2,0,0,0,3,1,0,0,0,0,0,.00,0.000,.00,0.00%,-1.08,2.90,5.00,8b 12- 1 out d12,8b end d14,,PIT,5.0,L,0,14
7,129,2019-08-25,CIN,PIT,4-5,,0,2.0,0,0,0,0,1,0,0,10.57,6,23,17,4,1,4,1,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.15,0.023,.01,0.00%,1.02,6.50,9.00,4b --- 0 out d5,5b 3 out d4,,PIT,0.0,L,8,9
8,134,2019-08-31,CIN,STL,5-7,,5,2.2,3,2,2,0,0,0,0,9.58,11,38,26,8,0,4,7,2,1,0,,0,0,1,0,0,11,1,0,0,0,0,0,.13,-0.010,.00,0.00%,-0.68,0.20,2.00,5b --- 0 out d4,7b 1-- 2 out d6,1,STL,1.3636363636363635,L,6,10
9,139,2019-09-03,CIN,PHI,4-5,,2,1.2,1,2,2,2,0,0,0,9.75,7,24,11,3,1,4,1,1,0,0,,3,0,0,0,0,4,0,0,0,1,1,0,1.30,-0.018,.00,0.00%,0.17,-2.05,-1.00,4t 123 1 out d1,5t 3 out d3,,CIN,2.5,L,2,6
10,142,2019-09-06,CIN,ARI,8-8,,2,0.1,0,0,0,0,1,0,0,9.49,1,5,4,0,2,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,0,0,.66,0.015,.00,0.00%,0.25,2.75,4.00,8t 1-- 2 out d2,8t 3 out d2,,CIN,0.0,L,5,7
11,151,2019-09-16,CIN,CHC,7-8,,9,1.1,2,3,3,1,2,0,0,10.54,7,31,17,4,5,3,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.16,-0.007,.00,0.00%,-1.37,-0.80,1.00,7b --- 0 out d3,8b -23 1 out d4,,CHC,2.727272727272727,L,2,8
12,161,2019-09-28,CIN,PIT,11-GF(12),W(1-0),11,2.0,1,0,0,1,1,0,0,9.19,8,35,20,5,1,0,6,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,1.97,0.232,.00,0.00%,1.02,9.30,21.00,11b --- 0 out tie,12b end a 2,,PIT,1.0,W,4,2
