,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,9,2013-04-11,BOS,BAL,9-GF,,99,1.0,0,0,0,1,1,0,0,0.0,3,12,6,2,2,1,0,0,0,0,,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0.67,0.038,0.82,0.03%,0.5,9t --- 0 out d1,9t end d 1,,BOS,1.0,L,2,3,,
1,2,13,2013-04-16,BOS,CLE,8-GF,,4,2.0,1,0,0,1,1,0,0,0.0,7,28,15,6,1,4,1,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.17,0.019,0.2,0.01%,0.92,8b --- 0 out a5,9b end a 5,,CLE,1.0,W,7,2,,
2,3,17,2013-04-21,BOS,KCR,9-GF,,4,1.0,2,0,0,0,0,0,0,0.0,4,16,10,4,1,1,3,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,1,0,0,0.39,0.017,0.45,0.01%,0.5,9t --- 0 out d2,9t end d 2,1.0,BOS,2.0,L,2,4,,
3,4,19,2013-04-22,BOS,OAK,8-8,,0,0.0,0,0,0,1,0,0,0,0.0,1,6,2,1,0,0,0,0,0,0,,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.17,-0.038,1.39,-0.03%,-0.23,8t -2- 1 out a3,8t 12- 1 out a3,,BOS,inf,W,9,6,,
4,5,23,2013-04-26,BOS,HOU,9-GF,,3,1.0,0,0,0,0,1,0,0,0.0,3,8,6,3,1,1,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.19,0.013999999999999999,0.22,0.01%,0.5,9t --- 0 out a4,9t end a 4,,BOS,0.0,W,7,3,,
5,6,24,2013-04-27,BOS,HOU,8-8,,0,1.0,1,0,0,0,1,0,0,0.0,5,15,10,2,1,1,3,2,0,0,,2.0,1.0,0,0,0,5,0,0,0,0,0,1,1.34,0.043,1.56,0.03%,0.49,8t 12- 0 out a5,8t 3 out a4,,BOS,1.0,W,8,4,,
6,7,27,2013-05-01,BOS,TOR,8-8,,3,0.2,2,1,1,1,2,0,0,1.35,5,27,15,6,1,0,2,2,0,0,,0.0,0.0,0,0,0,4,0,1,0,0,0,0,0.06,-0.002,0.08,0.00%,-1.0,8b --- 0 out a8,8b 1-3 2 out a7,,TOR,15.0,W,10,1,,
7,8,29,2013-05-03,BOS,TEX,4-7,,1,2.2,5,1,1,1,1,0,0,1.93,14,48,30,7,3,5,7,4,0,0,,1.0,1.0,0,0,0,13,1,0,0,1,0,1,0.08,-0.024,0.1,-0.02%,-0.71,4b -2- 2 out d5,7b 1-- 1 out d7,,TEX,2.727272727272727,L,0,7,,
8,9,32,2013-05-06,BOS,MIN,7-7,,2,0.1,1,0,0,1,1,0,0,1.86,3,18,10,2,1,1,0,0,0,0,,0.0,0.0,0,0,0,2,0,0,0,0,0,0,1.43,-0.038,1.78,-0.03%,-0.41,7t --- 0 out d1,7t 12- 1 out d1,,BOS,20.0,W,6,5,,
9,10,33,2013-05-07,BOS,MIN,8-GF,,0,2.0,0,0,0,1,1,0,0,1.54,7,22,12,3,0,2,3,1,0,0,,3.0,1.0,0,0,0,6,0,0,0,0,0,0,0.03,0.004,0.03,0.00%,1.84,8t 123 0 out d5,9t end d 6,,BOS,0.5,L,1,6,,
10,11,39,2013-05-14,BOS,TBR,8-GF(8),,6,0.1,0,0,0,0,0,0,0,1.5,1,5,3,1,1,0,1,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0.34,0.009000000000000001,0.44,0.01%,0.31,8b -2- 2 out d2,8b end d 2,,TBR,0.0,L,3,5,,
11,12,42,2013-05-17,BOS,MIN,9-9,W(1-0),2,0.1,0,0,0,0,0,0,0,1.46,1,2,2,1,0,0,1,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1.36,0.035,1.65,0.03%,0.1,9b --- 2 out tie,9b 3 out tie,,MIN,0.0,W,3,2,,
12,13,43,2013-05-18,BOS,MIN,8-GF,,0,2.0,1,0,0,0,2,0,0,1.26,6,23,16,8,3,3,1,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.07,0.008,0.09,0.01%,0.98,8b --- 0 out a6,9b end a 7,,MIN,0.5,W,12,5,,
13,14,46,2013-05-21,BOS,CHW,7-8,,2,1.2,2,1,1,1,1,0,0,1.69,8,24,15,4,2,1,5,3,0,0,,0.0,0.0,0,0,0,7,1,0,0,0,0,0,0.38,-0.046,0.46,-0.03%,-0.43,7b --- 0 out d2,8b 12- 2 out d2,,CHW,2.5,L,1,3,,
14,15,48,2013-05-23,BOS,CLE,6-6,,1,1.0,4,3,2,0,2,0,0,2.65,7,28,20,6,4,0,5,4,1,0,,3.0,3.0,0,0,0,7,1,1,0,0,0,0,0.25,-0.059000000000000004,0.33,-0.05%,-3.66,6t 123 0 out d3,6t 3 out d9,,BOS,4.0,L,3,12,,
15,16,51,2013-05-26,BOS,CLE,7-7,,2,1.0,0,0,0,1,1,0,0,2.5,3,17,8,4,1,1,0,0,0,0,,0.0,0.0,0,1,0,2,0,0,0,0,0,0,0.28,0.02,0.37,0.02%,0.5,7t --- 0 out d3,7t 3 out d3,,BOS,1.0,W,6,5,,
16,17,68,2013-06-13,BOS,BAL,11-GF(13),L(1-1),17,2.2,3,1,1,1,2,0,0,2.61,12,40,27,9,5,2,7,1,1,0,,0.0,0.0,0,0,0,11,1,0,0,0,0,0,2.24,-0.08900000000000001,3.64,-0.09%,0.06,11b --- 0 out tie,13b end d 1,,BAL,1.818181818181818,L,4,5,,
17,18,74,2013-06-19,BOS,TBR,7-7,,5,0.1,1,0,0,0,0,0,0,2.57,2,8,6,3,1,0,2,1,1,0,,2.0,2.0,0,0,0,2,1,0,0,0,0,0,0.82,-0.107,1.21,-0.10%,-1.4,7t -23 2 out d2,7t 3 out d4,,BOS,10.0,L,2,6,,
18,19,77,2013-06-22,BOS,DET,7-GF(8),,2,1.1,2,1,1,1,0,0,0,2.82,6,27,17,5,2,1,4,2,0,0,,0.0,0.0,0,0,0,5,0,0,0,1,0,0,0.0,0.0,0.0,0.00%,-0.39,7b --- 2 out d7,8b end d 8,,DET,2.727272727272727,L,3,10,,
19,20,78,2013-06-23,BOS,DET,8-8,,0,0.1,0,0,0,1,0,0,0,2.78,2,8,3,0,0,0,1,0,0,0,,3.0,1.0,0,0,0,0,0,0,1,0,1,0,1.77,-0.049,2.59,-0.04%,-0.23,8b 123 0 out tie,8b 123 1 out d1,,DET,10.0,L,5,7,,
20,21,79,2013-06-25,BOS,COL,7-7,,1,0.2,2,2,2,0,2,0,0,3.47,4,14,10,2,3,0,2,0,0,0,,0.0,0.0,0,0,0,4,0,1,0,0,0,0,0.43,-0.006999999999999999,0.63,-0.01%,-0.86,7t --- 0 out a6,7t --3 2 out a5,,BOS,10.0,W,11,4,,
21,22,83,2013-06-29,BOS,TOR,7-7,,3,0.2,0,0,0,0,0,0,0,3.38,2,8,6,2,1,1,1,0,0,0,,1.0,0.0,1,0,0,2,0,0,0,0,0,0,0.83,0.035,1.21,0.03%,0.52,7t 1-- 1 out d2,7t 3 out d2,,BOS,0.0,L,2,6,,
