,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,90,2018-07-10,PHI,NYM,GS-7,W(1-0),99,6.1,5,3,3,3,6,0,0,4.26,26,94,58,19,8,4,13,7,1,0,54.0,,,0,0,0,22,1,2,0,1,1,0,0.56,0.11699999999999999,0.86,0.11%,0.21,19.45,40.0,1b start tie,7b --3 1 out a5,,NYM,1.3114754098360657,W,7,3
1,2,95,2018-07-15,PHI,MIA,GS-5,,4,4.1,7,5,5,1,2,2,1,6.75,21,79,52,8,6,9,8,4,1,0,30.0,,,0,0,1,19,1,0,0,0,0,0,1.02,-0.16899999999999998,1.59,-0.16%,-2.21,-1.65,4.0,1b start tie,5b 1-- 1 out a1,,MIA,1.951219512195122,L,5,10
2,3,114,2018-08-08,PHI,ARI,7-GF(8),,23,1.1,3,0,0,1,1,0,0,6.0,8,32,19,2,6,3,3,3,0,0,,2.0,2.0,0,0,0,7,1,0,0,0,0,0,0.04,-0.021,0.07,-0.02%,-1.05,2.6,7.0,7b 12- 2 out d4,8b end d 6,,ARI,3.636363636363636,L,0,6
3,4,145,2018-09-12,PHI,WSN,8-GF,,34,2.0,1,0,0,0,2,0,0,5.14,7,38,27,8,2,3,2,1,0,0,,0.0,0.0,0,0,0,7,1,0,0,0,0,0,0.11,0.011000000000000001,0.05,0.00%,0.99,7.9,12.0,8t --- 0 out d4,9t end d 4,,PHI,0.5,L,1,5
4,5,148,2018-09-16,PHI,MIA,7-8,,3,2.0,1,0,0,0,1,0,0,4.5,6,23,14,3,3,5,0,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.13,0.013999999999999999,0.06,0.00%,0.99,5.9,9.0,7t --- 0 out d5,8t 3 out d4,,PHI,0.5,L,4,6
5,6,154,2018-09-22,PHI,ATL,3-4,,5,2.0,0,0,0,1,2,0,0,4.0,6,37,22,3,7,2,1,1,0,0,,0.0,0.0,0,1,0,4,0,0,0,0,0,0,0.26,0.031,0.01,0.00%,0.98,7.9,12.0,3b --- 0 out d4,4b 3 out d4,,ATL,0.5,L,3,5
6,7,157,2018-09-25,PHI,COL,5-5,,2,1.0,2,2,2,2,1,0,0,4.74,7,32,16,1,3,3,1,0,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,0,0.18,-0.027000000000000003,0.0,0.00%,-1.43,-2.15,0.0,5b --- 0 out d5,5b 3 out d7,,COL,4.0,L,3,10
7,8,27,2019-04-27,PHI,MIA,7-7,,99,1.0,2,2,2,0,1,1,0,18.0,5,19,10,3,1,2,2,0,1,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.41,-0.027000000000000003,0.52,-0.02%,-1.46,-0.95,0.0,7t --- 0 out a5,7t 3 out a3,,PHI,2.0,W,12,9
8,9,33,2019-05-05,PHI,WSN,8-GF,,7,2.0,2,0,0,0,4,0,0,6.0,8,29,22,8,5,1,3,2,1,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.08,0.01,0.12,0.01%,1.08,11.3,18.0,8t --- 0 out a6,9t end a 6,,PHI,1.0,W,7,1
9,10,49,2019-05-22,PHI,CHC,7-GF(8),,16,2.0,1,1,1,0,0,1,0,5.4,7,31,24,6,3,3,4,2,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.07,-0.009000000000000001,0.09,-0.01%,0.08,1.9,3.0,7b --- 0 out d4,8b end d 4,,CHC,0.5,L,4,8
10,11,53,2019-05-26,PHI,MIL,7-GF(8),,3,2.0,1,2,2,2,2,1,0,6.43,8,31,19,5,7,2,2,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.02,0.0,0.03,0.00%,-0.93,2.7,6.0,7b --- 0 out d6,8b end d 8,,MIL,1.5,L,1,9
11,12,77,2019-06-23,PHI,MIA,GS-4,L(0-1),27,4.0,7,4,4,3,2,1,0,7.36,18,66,43,9,6,5,8,5,0,0,31.0,,,0,0,0,15,0,0,0,3,0,0,1.17,-0.215,1.28,-0.14%,-1.84,-1.0,6.0,1t start tie,4t 3 out d2,,PHI,2.5,L,4,6
