,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,94,2012-07-22,CHN,STL,7-8,,99,1.2,3,0,0,1,1,0,0,0.00,9,36,24,7,4,4,3,1,2,0,,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.001,0.0,0.00%,0.51,7b --- 0 out d7,8b 12- 2 out d7,,STL,3.333333333333333,L,0,7,,
1,2,98,2012-07-27,CHN,STL,6-6,,4,1.0,0,0,0,1,2,0,0,0.00,4,18,12,2,1,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.64,0.036000000000000004,0.01,0.00%,0.48,6t --- 0 out d2,6t 3 out d2,,CHC,1.0,L,6,9,,
2,3,101,2012-07-30,CHN,PIT,6-6,,2,0.1,3,2,2,2,0,0,0,6.00,6,26,14,5,3,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.04,-0.009000000000000001,0.0,0.00%,-3.07,6t --- 0 out a11,6t 123 1 out a9,,CHC,50.0,W,14,4,,
3,4,102,2012-07-31,CHN,PIT,7-8,,0,1.1,0,0,0,0,2,0,0,4.15,4,15,10,5,1,0,2,0,1,0,,1,0,0,0,0,4,0,0,0,0,0,0,0.08,0.008,0.0,0.00%,0.83,7t --3 2 out d5,8t 3 out d5,,CHC,0.0,L,0,5,,
4,5,104,2012-08-03,CHN,LAD,8-GF(8),,2,1.0,0,0,0,0,0,0,0,3.38,3,10,8,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.46,8b --- 0 out d5,8b end d 5,,LAD,0.0,L,1,6,,
5,6,108,2012-08-07,CHN,SDP,5-6,,3,2.0,2,0,0,0,1,0,0,2.45,8,24,18,3,2,4,3,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.06,0.005,0.0,0.00%,0.86,5b --- 0 out d6,6b 3 out d6,,SDP,1.0,L,4,7,,
6,7,111,2012-08-10,CHN,CIN,7-7,,2,1.0,1,0,0,0,2,0,0,2.16,4,16,11,5,4,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.25,0.011000000000000001,0.0,0.00%,0.48,7t --- 0 out d4,7t 3 out d4,,CHC,1.0,L,8,10,,
7,8,114,2012-08-13,CHN,HOU,9-GF,,2,1.0,0,0,0,1,1,0,0,1.93,4,16,9,4,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.04,0.002,0.0,0.00%,0.48,9t --- 0 out a6,9t end a 6,,CHC,1.0,W,7,1,,
8,9,118,2012-08-18,CHN,CIN,6-6,,4,1.0,0,0,0,2,0,0,0,1.74,5,29,15,6,1,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.69,0.028999999999999998,0.0,0.00%,0.49,6b --- 0 out d2,6b 3 out d2,1.0,CIN,2.0,L,3,5,,
9,10,120,2012-08-19,CHN,CIN,8-8,,0,0.2,0,0,0,0,1,0,0,1.64,2,8,6,2,1,0,1,1,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,2.09,0.107,0.0,0.00%,0.52,8b 1-- 1 out tie,8b 3 out tie,,CIN,0.0,L,4,5,,
