,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,79,2018-06-26,TOR,HOU,GS-6,L(0-1),99,6.0,6,2,2,4,3,0,0,3.0,27,95,55,16,4,9,11,3,2,0,51,,,0,0,0,23,4,0,0,1,0,0,1.22,0.028999999999999998,0.23,0.00%,1.03,9.5,21.0,1b start tie,6b 3 out d2,,HOU,1.6666666666666667,L,0,7
1,2,84,2018-07-02,TOR,DET,GS-7,,5,7.0,6,2,2,0,8,0,0,2.77,26,97,68,19,15,10,8,6,2,0,65,,,0,0,0,26,0,0,0,1,0,0,1.11,0.10400000000000001,0.09,0.01%,1.51,24.15,39.0,1t start tie,7t 3 out d1,,TOR,0.8571428571428571,L,2,3
2,3,89,2018-07-08,TOR,NYY,GS-7,,5,7.0,7,1,1,2,5,0,0,2.25,28,107,71,14,9,9,12,6,1,0,62,,,0,0,0,26,1,0,0,2,0,0,1.09,0.285,0.05,0.01%,2.51,18.35,33.0,1t start tie,7t 3 out tie,,TOR,1.2857142857142858,L,1,2
3,4,93,2018-07-13,TOR,BOS,GS-4,,4,3.0,8,7,4,4,5,0,0,3.52,23,81,49,18,3,8,6,3,0,0,22,,,1,0,0,19,1,2,1,0,0,1,1.21,-0.718,0.02,-0.01%,-6.75,1.55,12.0,1b start tie,4b 1-3 0 out a1,,BOS,4.0,W,13,7
4,5,100,2018-07-24,TOR,MIN,GS-6,L(0-2),10,6.0,6,2,0,0,2,0,0,2.79,24,89,62,21,3,10,12,6,2,0,58,,,1,0,0,23,2,0,0,1,1,1,1.19,0.035,0.02,0.00%,1.01,13.9,24.0,1t start tie,6t 3 out d2,,TOR,1.0,L,0,5
5,6,104,2018-07-29,TOR,CHW,GS-6,,4,6.0,6,2,2,1,5,0,0,2.83,25,103,62,18,14,9,10,3,1,0,56,,,1,0,0,23,1,1,0,0,0,0,1.42,0.006,0.01,0.00%,1.01,15.3,27.0,1b start tie,6b 3 out d1,,CHW,1.1666666666666667,W,7,4
6,7,109,2018-08-03,TOR,SEA,GS-8,W(1-2),4,8.0,4,1,0,0,2,0,0,2.3,29,111,75,19,6,14,13,5,4,0,74,,,0,0,0,29,1,0,0,1,0,2,1.05,0.31,0.0,0.00%,2.84,23.6,42.0,1b start a 1,8b 3 out a3,,SEA,0.5,W,7,2
7,8,114,2018-08-09,TOR,BOS,GS-5,W(2-2),5,5.0,9,4,4,3,2,1,0,2.81,25,105,62,24,0,10,10,3,1,0,32,,,1,1,1,22,1,1,0,1,0,0,1.19,-0.17600000000000002,0.0,0.00%,-1.5,4.05,21.0,1t start tie,5t 3 out tie,,TOR,2.4,W,8,5
8,9,119,2018-08-14,TOR,KCR,GS-4,,4,4.0,6,4,4,4,1,0,0,3.29,21,81,43,10,4,7,9,6,0,0,31,,,3,0,0,17,3,0,1,1,0,0,1.34,-0.237,0.0,0.00%,-1.96,-3.0,3.0,1b start tie,4b 3 out tie,,KCR,2.5,W,6,5
9,10,124,2018-08-19,TOR,NYY,GS-1,L(2-3),4,0.2,4,6,6,2,0,1,0,4.27,8,44,27,6,4,4,2,0,0,0,18,,,2,0,0,6,0,0,0,0,0,0,1.2,-0.449,0.0,0.00%,-5.6,-14.1,-16.0,1b start a 1,1b --- 2 out d5,,NYY,30.0,L,2,10
10,11,128,2018-08-24,TOR,PHI,GS-7,W(3-3),4,6.1,7,2,2,1,5,1,0,4.12,26,103,62,22,6,7,13,5,1,0,55,,,2,0,0,24,0,0,0,0,1,0,1.07,0.16699999999999998,0.0,0.00%,1.24,19.45,40.0,1t start tie,7t --- 1 out a2,,TOR,1.3114754098360657,W,4,2
11,12,133,2018-08-29,TOR,BAL,GS-5,,4,4.2,8,5,5,0,2,2,1,4.52,23,84,58,9,8,5,15,7,0,0,30,,,0,1,0,22,1,0,0,0,0,1,1.08,-0.39,0.0,0.00%,-2.73,-0.9,5.0,1b start a 1,5b 1-- 2 out d1,,BAL,1.9047619047619049,L,5,10
12,13,138,2018-09-04,TOR,TBR,GS-7,L(3-4),5,6.0,3,2,2,2,5,0,1,4.39,25,96,64,15,10,11,6,3,0,0,61,,,1,0,0,21,0,0,0,0,0,1,1.09,0.158,0.0,0.00%,1.62,15.9,27.0,1t start tie,7t 1-- 0 out d1,,TOR,0.8333333333333334,L,0,4
13,14,144,2018-09-11,TOR,BOS,GS-7,,6,6.1,3,2,2,2,5,0,0,4.26,23,86,52,16,9,8,8,3,0,0,62,,,0,0,0,21,0,1,0,1,0,0,0.94,0.11699999999999999,0.0,0.00%,1.75,17.25,28.0,1b start tie,7b --3 1 out a1,,BOS,0.819672131147541,L,2,7
14,15,150,2018-09-17,TOR,BAL,GS-8,W(4-4),5,8.0,3,0,0,1,7,0,0,3.86,27,105,67,16,8,14,5,2,1,0,82,,,2,0,0,26,0,0,0,1,0,0,0.88,0.364,0.0,0.00%,4.01,33.6,57.0,1b start tie,8b 3 out a4,,BAL,0.5,W,5,0
15,16,156,2018-09-23,TOR,TBR,GS-7,L(4-5),5,7.0,3,2,2,4,7,0,0,3.76,28,101,60,14,13,9,8,4,0,0,66,,,1,0,0,23,2,0,1,1,0,1,0.96,0.084,0.0,0.00%,1.51,21.55,36.0,1t start tie,7t 3 out d2,,TOR,1.0,L,2,5
16,17,161,2018-09-29,TOR,TBR,GS-7,L(4-6),5,6.2,7,4,4,3,3,2,0,3.87,27,94,56,16,7,8,13,3,2,0,44,,,1,1,1,24,1,0,0,1,0,0,1.21,-0.132,0.0,0.00%,0.15,7.0,17.0,1b start a 1,7b -2- 2 out d1,,TBR,1.6129032258064515,L,3,4
17,18,102,2019-07-22,TOR,CLE,GS-5,L(0-1),99,4.2,7,4,2,4,3,0,0,3.86,25,94,47,15,7,9,9,3,1,0,37,,,0,0,0,21,4,0,0,1,0,0,1.0,-0.195,0.0,0.00%,-1.66,5.9,17.0,1t start tie,5t -2- 2 out d3,,TOR,2.619047619047619,L,3,7
18,19,106,2019-07-27,TOR,TBR,GS-2,,4,2.0,8,6,6,2,3,2,0,10.8,15,61,38,11,7,2,8,5,0,0,17,,,0,0,0,13,2,0,0,1,0,0,1.08,-0.42,0.0,0.00%,-4.93,-7.5,-3.0,1t start tie,2t 3 out d5,,TOR,5.0,W,10,9
