Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,127,2019-08-21,OAK,NYY,8-8,H(1),99,0.1,1,0,0,1,0,0,0,0.00,3,11,6,0,2,0,2,1,1,0,,0,0,0,0,0,2,0,0,0,0,0,0,2.03,-0.102,2.64,-0.08%,-0.69,-0.45,1.00,8t --- 0 out a2,8t 1-3 1 out a2,,OAK,20.0,W,6,4
2,129,2019-08-24,OAK,SFG,8-8,BS(1),2,0.0,0,1,1,1,0,0,0,27.00,1,7,3,1,0,0,0,0,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,3.45,-0.154,4.37,-0.12%,-0.73,-2.60,-3.00,8t 1-3 1 out a1,8t 12- 1 out tie,,OAK,inf,L,5,10
3,131,2019-08-26,OAK,KCR,7-8,,1,2.0,1,0,0,1,2,0,0,3.86,7,31,19,4,4,2,2,0,1,0,,0,0,0,0,0,6,0,0,0,1,0,0,.01,0.001,.01,0.00%,1.12,7.30,12.00,7b --- 0 out a13,8b 3 out a15,,KCR,1.0,W,19,4
4,140,2019-09-05,OAK,LAA,6-7,W(1-0),9,2.0,1,1,1,1,2,1,0,4.15,7,26,18,3,6,2,2,0,1,0,,0,0,0,0,0,6,0,0,0,1,0,0,.20,-0.004,.26,0.00%,0.05,9.30,21.00,6t --- 0 out d4,7t 3 out d5,,OAK,1.0,W,10,6
5,142,2019-09-07,OAK,DET,7-7,,1,1.0,1,0,0,0,2,0,0,3.38,4,17,12,5,1,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.11,0.006,.15,0.01%,0.53,5.65,9.00,7t --- 0 out a7,7t 3 out a7,,OAK,1.0,W,10,2
6,147,2019-09-12,OAK,HOU,8-8,,4,0.0,1,0,0,0,0,0,0,3.38,1,4,2,1,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,2.48,-0.053,3.90,-0.05%,-0.22,-0.60,0.00,8b 1-- 2 out a1,8b 12- 2 out a1,,HOU,inf,W,3,2
7,148,2019-09-13,OAK,TEX,7-8,H(2),0,2.0,0,0,0,0,1,0,0,2.45,6,24,13,4,1,3,2,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.83,0.135,1.20,0.12%,1.23,6.50,9.00,7b --- 0 out a3,8b 3 out a3,,TEX,0.0,W,14,9
8,152,2019-09-17,OAK,KCR,6-7,W(2-0),3,2.0,1,0,0,0,2,0,0,1.93,7,30,24,8,4,2,3,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.89,0.115,.88,0.07%,1.05,11.90,24.00,6t --- 0 out d1,7t 3 out d1,,OAK,0.5,W,2,1
9,156,2019-09-22,OAK,TEX,4-4,,4,1.0,3,2,2,0,1,0,0,3.48,6,23,15,4,5,2,3,2,0,0,,0,0,1,0,0,6,1,0,0,0,0,0,.24,-0.044,.14,-0.02%,-1.48,-1.55,0.00,4t --- 0 out d5,4t 3 out d7,,OAK,3.0,L,3,8
10,160,2019-09-27,OAK,SEA,6-6,,4,1.0,1,0,0,1,3,0,0,3.18,5,29,17,5,5,0,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,.91,0.048,.35,0.01%,0.51,7.05,12.00,6b --- 0 out d1,6b 3 out d1,,SEA,2.0,L,3,4
