Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,116,2019-08-11,STL,PIT,6-6,,99,0.2,2,2,2,0,2,0,0,27.00,4,17,9,5,1,0,2,2,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.01,-0.006,1.67,-0.01%,-0.10,0.30,2.00,6t --- 0 out d2,6t -23 2 out d2,,STL,10.0,W,11,9
2,118,2019-08-14,STL,KCR,9-GF,,2,1.0,0,0,0,0,1,0,0,10.80,3,10,7,0,4,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.05,0.004,.09,0.00%,0.56,4.25,6.00,9b --- 0 out a6,9b end a 6,,KCR,0.0,W,6,0
3,119,2019-08-15,STL,CIN,6-6,,0,0.1,0,0,0,0,0,0,0,9.00,1,5,4,0,1,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.77,0.023,1.47,0.03%,0.34,0.75,1.00,6b -2- 2 out d2,6b 3 out d2,,CIN,0.0,L,1,2
4,121,2019-08-17,STL,CIN,8-GF(8),,1,1.0,2,0,0,1,2,0,0,6.00,6,21,12,2,5,0,3,3,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.03,0.002,.06,0.00%,0.55,4.45,9.00,8b --- 0 out d5,8b end d 5,,CIN,3.0,L,1,6
5,125,2019-08-21,STL,MIL,6-7,,3,2.0,0,0,0,2,2,0,1,3.60,9,41,19,4,5,2,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.71,0.062,1.60,0.08%,1.04,6.70,12.00,6t --- 0 out d3,7t 3 out d2,,STL,1.0,L,3,5
6,136,2019-09-01,STL,CIN,8-9,,10,1.1,0,0,0,2,2,0,1,2.84,7,36,16,2,9,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.40,0.000,.50,0.00%,-0.56,5.20,10.00,8t --- 0 out d2,9t 123 1 out d2,2,STL,1.8181818181818181,L,3,5
7,142,2019-09-07,STL,PIT,8-8,,5,1.0,0,0,0,0,1,0,0,2.45,3,13,7,1,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.05,0.004,.07,0.00%,0.51,4.25,6.00,8b --- 0 out a7,8b 3 out a7,,PIT,0.0,W,10,1
8,148,2019-09-14,STL,MIL,9-GF,,6,1.0,0,0,0,0,3,0,0,2.16,3,12,10,2,4,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.11,0.009,.14,0.01%,0.52,8.25,12.00,9t --- 0 out d3,9t end d 3,,STL,0.0,L,2,5
9,149,2019-09-15,STL,MIL,9-GF,BS(1),0,0.1,2,1,1,0,1,1,1,3.12,4,17,9,2,2,0,2,1,0,0,,3,3,1,0,0,3,0,0,0,0,0,0,1.99,-0.723,3.64,-0.79%,-3.22,-1.05,1.00,9t 123 2 out a1,9t end d 3,,STL,20.0,L,6,7
10,155,2019-09-21,STL,CHC,4-4,,5,0.2,0,0,0,0,1,0,0,2.89,2,10,6,0,3,0,1,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.43,0.064,1.45,0.04%,0.56,3.50,5.00,4b 1-- 1 out tie,4b 3 out tie,,CHC,0.0,W,9,8
11,158,2019-09-24,STL,ARI,13-13,BS(2),2,1.0,1,0,0,0,0,0,0,2.61,3,7,6,0,2,2,1,1,0,0,,2,1,0,0,0,3,0,0,0,1,0,0,4.08,0.168,.79,0.02%,0.88,1.65,3.00,13b 1-3 0 out a1,13b 3 out tie,,ARI,1.0,L,2,3
12,159,2019-09-25,STL,ARI,6-6,BL(0-1),0,0.1,2,4,4,1,0,1,0,5.91,5,17,9,2,2,3,1,1,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,2.19,-0.454,1.19,-0.15%,-4.25,-9.05,-11.00,6b -23 0 out a2,6b --- 1 out d4,,ARI,30.0,L,7,9
13,160,2019-09-27,STL,CHC,9-GF,,1,1.0,0,0,0,0,1,0,1,5.40,4,12,8,3,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.03,0.00%,0.52,3.65,6.00,9t --- 0 out d6,9t end d 6,,STL,0.0,L,2,8
