Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,85,2019-07-02,BOS,TOR,9-GF,,99,1.0,2,3,3,1,1,0,0,27.00,6,33,20,4,0,0,4,1,0,0,,0,0,0,0,0,4,1,0,0,0,1,0,.11,0.002,.08,0.00%,-2.46,-3.55,-3.00,9b --- 0 out a7,9b end a 4,,TOR,3.0,W,10,6
2,142,2019-09-07,BOS,NYY,5-5,,66,1.0,0,0,0,2,0,0,0,13.50,5,15,7,3,0,0,3,2,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.49,0.023,.06,0.00%,0.58,1.05,3.00,5t --- 0 out d4,5t 3 out d4,,BOS,2.0,L,1,5
3,143,2019-09-08,BOS,NYY,5-5,,0,0.1,0,0,0,0,0,0,0,11.57,1,7,5,1,0,1,0,0,0,0,,2,1,0,0,0,1,0,0,0,0,0,0,1.04,-0.012,.07,0.00%,0.00,0.75,1.00,5t 1-3 1 out d3,5t 1-- 2 out d4,,BOS,0.0,L,5,10
4,144,2019-09-09,BOS,NYY,7-7,,0,0.2,1,0,0,0,0,0,0,9.00,3,7,5,2,0,0,3,1,0,0,,1,1,0,0,0,2,1,0,0,0,1,0,.53,-0.035,.01,0.00%,-0.41,0.90,2.00,7t 1-- 1 out d3,7t 3 out d4,,BOS,5.0,L,0,5
5,146,2019-09-11,BOS,TOR,3-4,L(0-1),1,1.2,3,2,2,0,3,1,0,9.64,8,36,25,6,5,0,5,2,0,0,,0,0,1,0,0,7,1,0,0,0,1,0,.88,-0.145,.00,0.00%,-1.17,3.95,8.00,3b --- 0 out tie,4b 1-- 2 out d2,,TOR,2.5,L,0,8
6,150,2019-09-17,BOS,SFG,14-GF(15),L(0-2),5,1.1,1,1,1,0,1,0,0,9.00,6,18,14,4,4,2,3,0,1,0,,2,0,0,0,0,5,1,0,0,0,1,1,2.51,-0.151,.00,0.00%,0.06,2.40,4.00,14t 12- 2 out tie,15t end d 1,,BOS,0.9090909090909091,L,6,7
7,153,2019-09-20,BOS,TBR,11-GF(11),L(0-3),2,0.2,1,1,1,2,0,0,0,9.45,5,21,10,3,1,0,3,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.47,-0.356,.00,0.00%,-0.92,-2.30,-1.00,11b --- 0 out tie,11b end d 1,,TBR,15.0,L,4,5
8,155,2019-09-22,BOS,TBR,9-9,,1,0.2,1,1,1,0,0,1,0,9.82,3,10,7,3,0,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.42,0.015,.00,0.00%,-0.58,-1.10,-1.00,9b --- 0 out a4,9b --- 2 out a3,,TBR,5.0,W,7,4
9,158,2019-09-25,BOS,TEX,7-7,,2,0.2,0,0,0,0,0,0,0,9.00,2,9,5,3,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.44,0.024,.00,0.00%,0.48,1.50,2.00,7b --- 0 out a5,7b --- 2 out a5,,TEX,0.0,W,10,3
10,159,2019-09-26,BOS,TEX,4-4,H(1),0,0.1,0,0,0,0,1,0,0,8.64,1,7,4,3,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,2.01,0.055,.00,0.00%,0.50,2.75,4.00,4b 12- 2 out a2,4b 3 out a2,,TEX,0.0,L,5,7
