,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,146,2014-09-10,HOU,SEA,GS-6,W(1-0),99,5.0,4,2,2,2,5,0,0,3.6,20,80,45,13,9,7,6,1,1,0,54.0,,,0,0,0,18,1,0,0,1,0,0,1.06,0.019,0.0,0.00%,-0.16,1b start tie,6b 1-- 0 out a2,,SEA,1.2,W,5,2,,
1,2,151,2014-09-16,HOU,CLE,GS-5,L(1-1),5,5.0,4,2,1,2,4,0,0,2.7,21,101,62,19,9,4,11,3,2,0,55.0,,,0,0,0,19,0,0,0,0,0,0,0.93,0.006999999999999999,0.0,0.00%,0.32,1t start tie,5t 3 out d1,,HOU,1.2,L,2,4,,
2,3,157,2014-09-22,HOU,TEX,GS-7,L(1-2),5,6.2,5,4,4,2,3,0,1,3.78,27,101,67,19,8,9,12,6,1,0,49.0,,,0,0,0,24,0,1,1,1,0,0,1.23,-0.24600000000000002,0.0,0.00%,-1.05,1b start tie,7b 12- 2 out d1,,TEX,1.1290322580645158,L,3,4,,
3,4,162,2014-09-28,HOU,NYM,GS-5,L(1-3),5,5.0,6,4,4,3,1,0,0,4.57,23,85,51,10,7,9,10,5,1,0,37.0,,,1,1,0,18,2,0,0,0,1,0,1.05,-0.326,0.0,0.00%,-1.92,1b start tie,5b 3 out d2,,NYM,1.8,L,3,8,,
4,5,16,2015-04-23,ANA,OAK,GS-7,W(1-0),99,6.0,5,0,0,1,5,0,0,0.0,24,97,64,24,11,9,9,3,1,0,66.0,,,0,0,0,23,1,0,0,0,0,0,0.96,0.261,1.0,0.16%,2.37,1t start tie,7t 1-- 0 out a2,,LAA,1.0,W,2,0,,
5,6,96,2015-07-24,ANA,TEX,GS-7,L(1-1),91,6.0,7,4,4,1,4,0,0,3.0,25,91,60,19,11,8,12,5,1,0,45.0,,,0,0,0,23,3,0,0,0,0,0,0.99,-0.195,1.6,-0.19%,-1.23,1t start tie,7t 12- 0 out d2,,LAA,1.3333333333333333,L,2,4,,
6,7,121,2015-08-20,ANA,CHW,GS-5,L(1-2),26,4.1,8,6,6,1,3,0,0,5.51,21,85,57,17,8,9,8,6,0,0,25.0,,,0,0,0,18,2,0,0,1,1,0,1.3,-0.354,2.41,-0.39%,-4.36,1t start tie,5t -2- 1 out d5,,LAA,2.1951219512195124,L,2,8,,
7,8,137,2015-09-07,ANA,LAD,GS-5,,17,4.1,8,3,3,1,5,0,0,5.66,22,80,52,17,9,4,12,10,1,0,39.0,,,1,0,0,21,3,0,0,0,0,0,1.29,-0.032,1.37,-0.02%,-0.07,1t start tie,5t -23 1 out tie,,LAA,2.1951219512195124,L,5,7,,
8,9,144,2015-09-15,ANA,SEA,GS-5,W(2-2),7,5.0,4,2,2,3,5,1,0,5.26,21,83,48,14,8,3,10,5,1,0,53.0,,,0,1,0,18,0,0,0,0,0,0,0.98,0.045,0.66,0.02%,0.31,1b start tie,5b 3 out a1,,SEA,1.4,W,4,3,,
9,10,149,2015-09-20,ANA,MIN,7-7,,4,1.0,1,0,0,0,0,0,0,5.06,4,15,11,2,2,2,2,0,1,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.03,0.001,0.06,0.00%,0.49,7b --- 0 out d6,7b 3 out d6,,MIN,1.0,L,1,8,,
