Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,82,2019-06-26,LAD,ARI,GS-4,L(0-1),99,4.0,6,6,4,0,3,1,0,9.00,20,77,51,9,10,12,5,1,0,0,33,,,3,0,0,19,2,0,0,0,1,2,.65,-0.341,.24,-0.08%,-3.86,3.40,9.00,1b start tie,4b 3 out d4,,ARI,1.5,L,2,8
2,109,2019-07-30,LAD,COL,6-GF,S(1),33,4.0,3,1,1,0,3,0,0,5.63,15,49,33,10,4,7,5,3,0,0,,0,0,0,0,0,15,1,0,0,0,0,0,.17,0.057,.02,0.01%,1.50,11.20,18.00,6b --- 0 out a6,9b end a 5,,COL,0.75,W,9,4
3,115,2019-08-05,LAD,STL,GS-6,W(1-1),5,6.0,2,0,0,1,7,0,0,3.21,21,90,56,17,12,5,8,2,2,0,74,,,1,0,0,20,1,0,0,0,0,0,.50,0.190,.04,0.01%,3.05,29.70,51.00,1t start tie,6t 3 out a8,,LAD,0.5,W,8,0
4,126,2019-08-18,LAD,ATL,GS-4,,12,4.0,5,1,1,0,2,0,0,3.00,17,72,42,5,9,5,10,6,0,0,50,,,0,1,0,17,2,0,0,0,0,1,1.03,0.120,.04,0.00%,1.22,8.00,15.00,1b start a 3,4b 3 out a2,,ATL,1.25,L,3,5
5,131,2019-08-24,LAD,NYY,GS-5,W(2-1),5,5.0,2,1,1,2,2,1,0,2.74,18,76,44,9,9,4,10,4,1,0,59,,,0,0,0,16,0,0,0,0,0,0,.93,0.180,.08,0.01%,1.54,14.85,30.00,1t start tie,5t 3 out a1,,LAD,0.8,W,2,1
6,137,2019-08-30,LAD,ARI,GS-6,,5,5.0,3,2,2,3,5,1,0,2.89,21,92,56,19,8,6,7,2,2,0,55,,,1,0,0,18,2,0,0,0,0,0,1.05,0.031,.08,0.00%,0.67,13.65,24.00,1b start tie,6b --- 0 out a1,,ARI,1.2,L,4,5
7,144,2019-09-07,LAD,SFG,GS-4,L(2-2),7,4.0,2,1,1,4,5,0,0,2.81,18,88,53,8,13,1,8,2,1,0,55,,,0,0,0,14,0,0,0,0,0,0,1.08,0.092,.11,0.01%,1.03,13.40,24.00,1t start tie,4t 3 out d1,,LAD,1.5,L,0,1
8,148,2019-09-12,LAD,BAL,3-5,W(3-2),4,3.0,2,1,1,0,4,1,0,2.83,11,41,26,7,4,4,3,0,1,0,,0,0,0,0,0,11,0,0,0,0,0,0,.92,0.035,.11,0.00%,0.64,15.55,30.00,3b --- 0 out tie,5b 3 out d1,,BAL,0.6666666666666666,W,4,2
9,153,2019-09-18,LAD,TBR,4-5,BS(1),5,2.0,1,2,2,3,2,0,0,3.16,10,49,29,5,5,2,3,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,1.48,-0.130,.12,-0.01%,-0.98,2.10,6.00,4t --- 0 out a2,5t 3 out tie,,LAD,2.0,L,7,8
10,157,2019-09-24,LAD,SDP,3-4,W(4-2),5,2.0,0,0,0,0,3,0,0,3.00,6,24,15,6,5,1,2,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.58,0.088,.04,0.00%,1.00,14.50,27.00,3b --- 0 out a1,4b 3 out a5,,SDP,0.0,W,6,3
11,160,2019-09-27,LAD,SFG,8-8,,2,1.0,0,0,0,2,1,0,1,2.93,6,35,19,3,4,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.11,0.003,.01,0.00%,0.50,2.45,6.00,8b --- 0 out a7,8b 3 out a7,,SFG,2.0,W,9,2
