,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,7,2018-04-06,PIT,CIN,8-GF,,99,2.0,2,1,1,2,2,0,0,4.5,9,43,22,14,1,4,1,1,0,0,,0.0,0.0,0,0,0,7,0,0,0,1,0,0,0.0,0.0,0.0,0.00%,-0.07,4.1,9.0,8t --- 0 out a12,9t end a11,,PIT,2.0,W,14,3
1,2,77,2018-06-24,PIT,ARI,7-8,,78,2.0,0,0,0,1,0,0,0,2.25,6,20,13,2,1,5,0,0,0,0,,0.0,0.0,0,0,0,5,0,0,0,1,0,0,0.25,0.031,0.13,0.01%,0.93,3.9,6.0,7t --- 0 out d3,8t 3 out d3,,PIT,0.5,L,0,3
2,3,86,2018-07-04,PIT,LAD,GS-3,L(0-1),9,2.1,5,4,4,3,2,0,0,7.11,15,64,34,10,2,4,6,4,1,0,30.0,,,0,0,0,12,2,0,0,0,0,0,1.38,-0.368,0.58,-0.09%,-3.08,-3.55,1.0,1b start tie,3b 1-- 1 out d2,,LAD,3.809523809523809,L,4,6
3,4,96,2018-07-14,PIT,MIL,GS-6,W(1-1),9,6.0,4,0,0,2,6,0,0,3.65,23,82,52,13,11,10,5,2,0,0,68.0,,,0,0,0,21,1,0,0,1,0,0,1.22,0.35600000000000004,0.56,0.10%,2.79,25.9,48.0,1t start tie,6t 3 out a1,2.0,PIT,1.0,W,6,2
4,5,117,2018-08-10,PIT,SFG,GS-3,L(1-2),26,2.2,8,7,7,4,1,1,0,7.2,20,63,33,10,2,6,9,5,1,0,11.0,,,1,0,0,16,0,0,1,0,0,0,1.03,-0.385,0.89,-0.20%,-5.12,-13.2,-10.0,1b start tie,3b 1-3 2 out d5,,SFG,5.454545454545454,L,10,13
5,6,127,2018-08-21,PIT,ATL,8-GF,,10,2.0,1,1,1,2,2,0,1,6.88,10,42,23,9,3,3,2,1,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.06,0.0,0.01,0.00%,-0.07,4.1,9.0,8t --- 0 out d5,9t end d 6,,PIT,1.5,L,1,6
6,7,129,2018-08-24,PIT,MIL,15-GF(15),BL(1-3),2,0.2,2,3,3,3,1,0,0,8.15,7,30,15,8,2,3,0,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,3.44,-0.9109999999999999,0.34,-0.05%,-2.94,-5.5,-4.0,15b --- 0 out a2,15b end d 1,,MIL,25.0,L,6,7
7,8,144,2018-09-11,PIT,STL,8-GF(8),,17,0.2,4,2,2,0,1,0,0,8.84,6,21,14,6,0,2,3,2,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,1,0,0.0,0.0,0.0,0.00%,-1.75,-2.9,-1.0,8b --- 1 out d8,8b end d10,,STL,20.0,L,5,11
8,9,152,2018-09-21,PIT,MIL,8-GF,,9,2.0,0,0,0,2,1,0,1,7.97,9,37,21,10,3,3,2,2,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.05,0.004,0.0,0.00%,0.93,4.7,9.0,8t --- 0 out d5,9t end d 5,,PIT,1.0,L,3,8
9,10,158,2018-09-27,PIT,CHC,7-GF(8),,5,2.0,1,0,0,0,2,0,0,7.25,7,31,17,5,5,3,2,1,0,0,,0.0,0.0,1,0,0,7,0,0,0,0,0,0,0.15,0.019,0.0,0.00%,1.0,7.9,12.0,7b --- 0 out d3,8b end d 3,,CHC,0.5,L,0,3
10,11,161,2018-09-30,PIT,CIN,GS-4,,2,4.0,3,3,2,4,3,1,0,6.84,17,66,33,6,9,5,5,2,0,0,45.0,,,2,0,0,13,1,0,0,1,0,0,0.7,-0.154,0.0,0.00%,-1.03,6.8,15.0,1b start tie,4b 3 out d3,,CIN,1.75,W,6,5
11,12,34,2019-05-09,PIT,STL,4-5,,99,2.0,3,3,2,2,3,0,1,9.0,13,49,30,16,3,4,3,2,0,0,,2.0,2.0,0,0,0,10,1,0,0,0,0,1,0.21,-0.053,0.22,-0.03%,-2.96,2.9,9.0,4b 12- 0 out d4,5b 3 out d7,,STL,2.5,L,4,17
12,13,38,2019-05-13,PIT,ARI,6-7,,3,2.0,1,1,1,2,1,1,0,6.75,9,28,16,5,4,2,4,1,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.04,0.0,0.04,0.00%,0.07,2.7,6.0,6b --- 0 out d6,7b 3 out d7,,ARI,1.5,L,3,9
13,14,46,2019-05-22,PIT,COL,5-8,,8,3.1,3,0,0,1,4,0,0,3.68,14,45,33,6,8,5,4,1,0,0,,2.0,1.0,0,0,0,13,0,0,0,0,0,0,0.07,-0.004,0.08,0.00%,0.97,13.1,22.0,5t 12- 2 out d6,8t 3 out d6,,PIT,1.2903225806451613,L,3,9
14,15,48,2019-05-24,PIT,LAD,9-GF,,1,1.0,1,0,0,0,3,0,0,3.24,4,16,10,3,5,0,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.51,7.65,12.0,9t --- 0 out d8,9t end d 8,,PIT,1.0,L,2,10
15,16,50,2019-05-26,PIT,LAD,7-8,,1,2.0,1,1,1,1,1,0,1,3.48,8,26,15,4,1,3,2,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.18,-0.016,0.18,-0.01%,0.02,2.7,6.0,7t --- 0 out d4,8t 3 out d5,,PIT,1.0,L,7,11
16,17,54,2019-05-29,PIT,CIN,7-GF,,2,2.2,3,2,2,1,1,1,1,4.15,13,46,26,6,3,5,5,3,0,0,,0.0,0.0,0,0,0,11,0,0,0,0,0,0,0.15,0.01,0.15,0.01%,-0.62,1.0,5.0,7b --- 1 out a7,9b end a 5,,CIN,1.818181818181818,W,7,2
17,18,57,2019-06-01,PIT,MIL,6-6,H(1),2,0.1,0,2,2,2,1,0,0,5.4,3,18,8,3,0,0,0,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1.66,-0.057999999999999996,1.99,-0.04%,-0.41,-2.45,-2.0,6t --- 0 out a2,6t 12- 1 out a2,,PIT,20.0,L,10,12
18,19,59,2019-06-04,PIT,ATL,5-6,,2,1.0,0,1,0,1,0,0,0,5.02,5,21,9,1,2,4,0,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,1,0.89,-0.062,0.74,-0.03%,-0.49,1.65,3.0,5t --- 0 out a3,6t 12- 0 out a3,,PIT,1.0,L,5,12
19,20,62,2019-06-07,PIT,MIL,4-4,,2,1.0,2,1,1,0,1,0,0,5.28,5,21,14,6,1,3,1,0,0,0,,0.0,0.0,1,0,0,5,0,0,0,0,0,0,0.87,-0.063,0.93,-0.04%,-0.47,1.05,3.0,4b --- 0 out d1,4b 3 out d2,,MIL,2.0,L,4,10
20,21,63,2019-06-08,PIT,MIL,8-GF(8),,0,0.2,0,0,0,2,2,0,0,5.06,4,17,7,3,2,0,0,0,0,0,,1.0,0.0,0,0,0,2,0,0,0,0,0,0,0.51,0.022000000000000002,0.48,0.01%,0.71,4.3,8.0,8b -2- 1 out d2,8b end d 2,,MIL,10.0,L,3,5
21,22,67,2019-06-12,PIT,ATL,4-5,,3,2.0,2,0,0,0,0,0,0,4.5,8,37,22,7,1,5,3,1,1,0,,0.0,0.0,0,0,0,8,1,0,0,0,0,0,0.75,0.09,0.4,0.03%,1.11,3.3,6.0,4b --- 0 out d2,5b 3 out d1,,ATL,1.0,L,7,8
22,23,69,2019-06-14,PIT,MIA,8-8,,1,1.0,0,0,0,1,1,0,0,4.26,4,14,7,1,2,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.0,0.0,0.00%,0.5,3.65,6.0,8b --- 0 out a11,8b 3 out a11,,MIA,1.0,W,11,0
23,24,72,2019-06-18,PIT,DET,9-GF,,3,1.0,1,0,0,0,1,0,0,4.05,4,8,7,3,1,1,2,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.55,0.039,0.25,0.01%,0.51,3.65,6.0,9t --- 0 out d1,9t end d 1,,PIT,1.0,L,4,5
24,25,76,2019-06-23,PIT,SDP,6-6,BS(1),4,0.2,1,2,2,0,2,0,0,4.79,4,21,13,5,2,2,0,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,1.58,-0.138,1.02,-0.05%,-0.82,0.9,2.0,6t --- 0 out a1,6t -2- 2 out tie,,PIT,5.0,W,11,10
25,26,77,2019-06-25,PIT,HOU,8-GF(8),,1,1.0,2,1,1,1,3,0,0,4.98,7,30,17,7,2,2,0,0,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,0,0.15,-0.013000000000000001,0.11,-0.01%,-0.43,4.45,9.0,8b --- 0 out d3,8b end d 4,,HOU,3.0,L,1,5
26,27,79,2019-06-27,PIT,HOU,8-8,,1,1.0,0,0,0,0,0,0,0,4.76,3,13,7,2,0,3,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.57,2.25,3.0,8b --- 0 out a10,8b 3 out a10,,HOU,0.0,W,10,0
27,28,81,2019-06-29,PIT,MIL,8-GF(8),,1,1.0,0,0,0,0,0,0,0,4.56,3,11,7,3,0,3,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.2,0.016,0.24,0.01%,0.54,2.25,3.0,8b --- 0 out d2,8b end d 2,,MIL,0.0,L,1,3
