,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,124,2018-08-19,TOR,NYY,5-5,,99,1.0,1,0,0,1,1,0,1,0.0,6,22,13,5,2,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.19,0.008,0.0,0.00%,0.51,2.45,6.0,5b --- 0 out d5,5b 3 out d5,,NYY,2.0,L,2,10
1,2,126,2018-08-21,TOR,BAL,9-GF,,1,1.0,0,0,0,1,0,0,0,0.0,4,21,13,4,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.08,0.003,0.0,0.00%,0.5,1.65,3.0,9t --- 0 out a6,9t end a 6,,TOR,1.0,W,8,2
2,3,130,2018-08-26,TOR,PHI,3-5,,4,3.0,0,0,0,1,1,0,0,0.0,10,37,20,5,3,3,5,1,3,0,,1,0,0,0,0,9,0,0,0,0,0,0,0.37,0.08,0.0,0.00%,1.89,8.15,12.0,3t 1-- 0 out d5,5t 3 out d3,,TOR,0.3333333333333333,L,3,8
3,4,140,2018-09-06,TOR,CLE,6-6,,10,1.0,2,1,0,1,0,0,0,0.0,6,18,10,3,1,1,4,4,0,0,,0,0,0,0,0,5,1,0,0,0,0,1,1.62,-0.083,0.0,0.00%,-0.5,0.45,3.0,6t --- 0 out d1,6t 3 out d2,,TOR,3.0,L,4,9
4,5,142,2018-09-08,TOR,CLE,5-5,,1,0.1,1,2,2,2,0,0,0,2.84,4,16,4,1,0,0,2,2,0,0,,2,2,0,0,0,2,1,0,0,0,0,0,1.81,-0.295,0.0,0.00%,-3.56,-5.05,-5.0,5t 12- 2 out d1,5t 3 out d5,,TOR,30.0,L,8,9
5,6,147,2018-09-14,TOR,NYY,5-6,,5,2.0,2,1,1,1,0,1,0,3.24,9,32,21,4,2,4,4,1,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,0.01,-0.002,0.0,0.00%,0.02,0.7,3.0,5b --- 0 out d8,6b 3 out d9,,NYY,1.5,L,0,11
6,7,55,2019-05-28,TOR,TBR,5-6,,99,1.1,1,0,0,1,0,0,0,0.0,6,19,10,2,1,2,3,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.55,0.023,0.11,0.00%,0.36,1.8,4.0,5b --- 0 out d2,6b -2- 1 out d2,,TBR,1.818181818181818,L,1,3
7,8,56,2019-05-29,TOR,TBR,10-GF(11),L(0-1),0,1.1,3,1,1,4,1,0,0,3.38,11,30,18,4,2,1,5,3,1,0,,0,0,0,0,0,7,0,0,2,0,0,0,3.74,-0.21100000000000002,0.59,-0.02%,-1.54,-1.2,4.0,10b --- 0 out tie,11b end d 1,,TBR,6.363636363636362,L,3,4
8,9,59,2019-06-02,TOR,COL,7-7,,3,1.0,2,1,1,0,1,1,0,4.91,5,24,16,4,2,0,4,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.2,-0.023,0.02,0.00%,-0.38,1.05,3.0,7b --- 0 out d3,7b 3 out d4,,COL,2.0,L,1,5
9,10,68,2019-06-13,TOR,BAL,7-8,,10,2.0,2,1,1,0,4,1,0,4.76,8,32,22,2,7,0,4,1,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.09,9.3,15.0,7b --- 0 out a10,8b 3 out a9,,BAL,1.0,W,12,3
10,11,71,2019-06-16,TOR,HOU,7-8,,2,1.1,0,0,0,3,1,0,0,3.86,6,24,11,4,3,1,1,1,0,0,,2,0,0,0,0,3,0,0,0,1,0,0,0.02,0.001,0.0,0.00%,1.04,3.2,7.0,7b 12- 2 out a11,8b 3 out a11,,HOU,2.727272727272727,W,12,0
11,12,74,2019-06-19,TOR,LAA,4-6,,2,2.1,1,0,0,0,2,0,0,2.89,8,35,22,6,2,1,5,2,1,0,,1,0,0,0,0,8,1,0,0,0,0,0,0.57,0.09300000000000001,0.01,0.00%,1.32,8.65,13.0,4t 1-- 2 out d4,6t 3 out d2,,TOR,0.4761904761904762,L,6,11
