Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,24,2019-04-24,MIA,CLE,6-6,,99,0.2,1,0,0,1,2,0,0,0.00,4,16,10,2,4,0,1,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,1.11,0.002,.49,0.00%,0.03,4.30,8.00,6b --- 0 out d1,6b 1-3 2 out d1,,CLE,10.0,L,2,6
2,25,2019-04-25,MIA,PHI,7-7,,0,0.1,0,0,0,0,1,0,0,0.00,1,3,3,2,1,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,2.21,0.064,1.10,0.02%,0.34,2.75,4.00,7b -2- 2 out tie,7b 3 out tie,,PHI,0.0,W,3,1
3,36,2019-05-08,MIA,CHC,11-GF(11),L(0-1),12,0.0,1,1,1,0,0,1,0,9.00,1,5,4,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2.30,-0.355,.55,-0.05%,-1.00,-2.60,-3.00,11b --- 0 out tie,11b end d 1,,CHC,inf,L,2,3
4,38,2019-05-10,MIA,NYM,6-GF(8),,1,3.0,1,0,0,4,1,0,1,2.25,13,54,27,10,2,3,4,1,2,0,,0,0,0,0,0,8,0,0,0,2,0,0,.00,0.001,.00,0.00%,1.46,5.15,12.00,6b --- 0 out d9,8b end d 9,,NYM,1.6666666666666667,L,2,11
5,73,2019-06-20,MIA,STL,7-7,H(1),40,0.1,0,0,0,0,0,0,0,2.08,1,3,2,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,3.91,0.109,.10,0.00%,0.51,0.75,1.00,7b 1-3 2 out a1,7b 3 out a1,,STL,0.0,W,7,6
6,74,2019-06-21,MIA,PHI,8-8,H(2),0,0.1,0,0,0,0,1,0,0,1.93,1,6,3,1,2,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,5.11,0.145,.25,0.00%,0.52,2.75,4.00,8b 1-3 2 out a1,8b 3 out a1,,PHI,0.0,W,2,1
7,75,2019-06-22,MIA,PHI,9-GF,S(1),0,0.2,0,0,0,1,0,0,0,1.69,3,11,5,2,0,0,2,0,2,0,,2,0,0,0,0,2,0,0,0,0,0,0,5.16,0.224,.31,0.01%,1.23,0.90,2.00,9b 1-3 1 out a2,9b end a 2,,PHI,5.0,W,5,3
8,79,2019-06-27,MIA,WSN,8-8,,4,1.0,1,1,1,0,2,1,0,2.84,4,15,10,3,4,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.32,-0.050,.02,0.00%,-0.50,3.65,6.00,8t --- 0 out d2,8t 3 out d3,,MIA,1.0,L,5,8
9,82,2019-06-30,MIA,PHI,9-GF,,2,1.0,2,1,1,1,1,0,0,3.68,6,31,19,6,3,0,4,3,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.02,-0.001,.00,0.00%,-0.50,0.45,3.00,9t --- 0 out d6,9t end d 7,,MIA,3.0,L,6,13
10,83,2019-07-02,MIA,WSN,9-GF,L(0-2),1,0.2,1,1,0,0,0,0,0,3.38,4,24,16,1,2,1,3,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,1,2.40,-0.351,.08,-0.01%,-0.79,0.90,2.00,9b --- 0 out tie,9b end d 1,,WSN,5.0,L,2,3
