,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,28,2018-04-29,PIT,STL,GS-7,W(1-0),99,7.0,1,0,0,0,9,0,0,0.0,22,98,72,20,14,4,9,2,2,0,84.0,,,0,0,0,22,0,0,0,0,0,0,0.7,0.37,0.94,0.30%,3.25,37.15,60.0,1t start tie,7t 3 out a4,,PIT,0.14285714285714285,W,5,0
1,2,33,2018-05-04,PIT,MIL,GS-6,W(2-0),4,5.1,6,4,4,1,7,2,0,2.92,23,92,55,23,9,6,9,5,2,0,46.0,,,0,0,0,22,2,0,0,0,0,0,0.91,-0.114,1.14,-0.09%,-1.3,17.8,37.0,1b start a 1,6b --- 1 out a1,,MIL,1.3725490196078431,W,6,4
2,3,45,2018-05-19,PIT,SDP,GS-6,L(2-1),14,6.0,5,3,3,1,5,0,0,3.44,24,98,61,15,9,13,5,2,0,0,54.0,,,1,0,0,23,3,0,0,0,0,0,0.55,-0.124,0.68,-0.09%,-0.22,13.9,24.0,1t start tie,6t 3 out d3,,PIT,1.0,L,2,6
3,4,54,2018-05-29,PIT,CHC,GS-6,,9,5.2,8,3,3,2,4,1,1,3.75,27,84,57,12,11,5,15,4,4,0,43.0,,,0,1,0,24,3,0,1,0,0,0,1.06,-0.038,1.2,-0.03%,-0.43,8.15,20.0,1t start tie,6t 1-- 2 out a1,,PIT,1.9230769230769231,L,6,8
4,5,59,2018-06-03,PIT,STL,GS-5,L(2-2),4,5.0,4,4,3,1,5,1,0,4.03,22,81,49,14,9,6,10,2,1,0,49.0,,,0,0,0,21,0,0,0,0,0,2,0.45,-0.252,0.47,-0.16%,-1.66,12.25,21.0,1b start tie,5b 3 out d4,,STL,1.0,L,0,5
5,6,64,2018-06-09,PIT,CHC,GS-7,L(2-3),5,6.1,4,2,2,2,5,0,1,3.82,26,99,65,17,13,5,13,4,0,0,60.0,,,0,0,0,22,1,0,0,0,1,0,0.71,0.012,0.58,0.01%,0.99,16.05,28.0,1b start tie,7b 1-- 1 out d2,,CHC,0.9836065573770492,L,0,2
6,7,84,2018-07-02,PIT,LAD,GS-4,L(2-4),22,3.0,8,7,5,3,2,3,0,4.7,21,79,45,12,6,7,9,4,0,0,18.0,,,0,0,0,18,2,0,0,0,0,1,0.85,-0.365,0.53,-0.14%,-5.2,-5.85,0.0,1b start tie,4b -2- 0 out d5,,LAD,3.6666666666666665,L,1,17
7,8,89,2018-07-08,PIT,PHI,GS-6,W(3-4),5,6.0,4,1,1,1,5,1,1,4.26,24,84,55,12,15,9,8,3,1,0,64.0,,,0,0,0,21,0,0,0,0,0,0,1.1,0.165,0.2,0.02%,1.79,21.9,42.0,1t start tie,6t 3 out a3,,PIT,0.8333333333333334,W,4,1
8,9,94,2018-07-13,PIT,MIL,GS-7,W(4-4),4,6.1,5,3,3,1,9,2,0,4.26,24,95,63,18,6,11,4,1,0,0,59.0,,,0,0,0,23,0,0,0,1,0,0,0.72,0.055,0.25,0.01%,-0.24,26.65,49.0,1t start tie,7t 1-- 1 out a3,,PIT,0.9836065573770492,W,7,3
9,10,99,2018-07-21,PIT,CIN,GS-7,W(5-4),7,6.1,4,2,2,2,3,1,0,4.11,25,79,52,13,7,9,11,3,2,0,58.0,,,0,0,0,23,1,0,0,1,0,1,0.85,0.235,0.53,0.09%,1.19,16.65,34.0,1b start tie,7b --- 1 out a3,,CIN,0.9836065573770492,W,6,2
10,11,104,2018-07-26,PIT,NYM,GS-4,L(5-5),4,3.0,7,6,6,4,1,2,0,4.8,20,74,41,13,5,6,9,4,0,0,18.0,,,0,0,0,15,3,0,1,0,1,0,1.15,-0.542,1.08,-0.31%,-4.61,-9.85,-6.0,1t start tie,4t --- 0 out d2,,PIT,3.6666666666666665,L,6,12
11,12,109,2018-08-01,PIT,CHC,GS-1,L(5-6),5,1.0,3,4,2,1,1,0,1,5.02,9,51,32,4,5,4,2,1,1,0,35.0,,,0,1,0,7,1,0,0,0,0,1,1.03,-0.322,1.14,-0.21%,-3.54,-2.75,0.0,1t start tie,1t 3 out d4,,PIT,4.0,L,2,9
12,13,131,2018-08-26,PIT,MIL,5-6,,24,2.0,1,1,1,0,2,1,0,5.0,8,28,21,4,3,1,5,1,1,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,1,0.29,-0.042,0.03,0.00%,-0.01,5.9,9.0,5b --- 0 out d5,6b 3 out d3,,MIL,0.5,L,4,7
13,14,134,2018-08-30,PIT,STL,7-7,,3,1.0,0,0,0,0,0,0,0,4.92,3,10,6,2,1,1,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.04,0.003,0.0,0.00%,0.47,2.25,3.0,7b --- 0 out d5,7b 3 out d5,,STL,0.0,L,0,5
14,15,137,2018-09-02,PIT,ATL,GS-5,,2,5.0,4,1,1,0,4,1,0,4.7,19,73,47,6,12,5,10,6,0,0,59.0,,,0,0,0,18,1,0,0,0,0,0,1.01,0.17300000000000001,0.01,0.00%,1.44,14.85,24.0,1b start a 1,5b 3 out tie,,ATL,0.8,L,1,5
15,16,142,2018-09-08,PIT,MIA,8-GF,,5,2.0,2,1,1,2,2,0,0,4.69,10,52,30,5,4,1,5,1,2,0,,0.0,0.0,0,0,0,8,2,0,0,0,0,0,0.54,0.017,0.01,0.00%,-0.07,4.1,9.0,8t --- 0 out a5,9t end a 4,,PIT,2.0,W,5,1
16,17,154,2018-09-23,PIT,MIL,GS-2,L(5-7),14,1.1,7,6,5,2,2,2,1,5.23,15,51,32,8,5,0,10,6,0,0,18.0,,,0,0,0,12,1,0,0,0,0,1,1.29,-0.396,0.0,0.00%,-5.94,-9.0,-5.0,1t start tie,2t 12- 1 out d6,,PIT,8.181818181818182,L,6,13
17,18,159,2018-09-28,PIT,CIN,GS-4,,4,3.2,6,2,2,3,3,1,0,5.21,20,76,45,7,4,6,8,5,1,0,41.0,,,0,0,0,16,1,1,1,0,0,0,1.4,-0.055999999999999994,0.0,0.00%,-0.35,4.85,14.0,1b start a 2,4b -2- 2 out a1,,CIN,2.8125,W,8,4
18,19,3,2019-04-01,PIT,STL,11-GF(11),,99,0.1,0,0,0,1,0,0,0,0.0,1,5,1,1,0,0,0,0,0,0,,3.0,1.0,0,0,0,0,0,0,0,0,0,0,4.17,-0.264,4.54,-0.17%,-0.22,0.15,1.0,11t 123 2 out tie,11t end d 1,,PIT,10.0,L,5,6
19,20,5,2019-04-04,PIT,CIN,6-7,W(1-0),2,2.0,2,0,0,0,2,0,0,0.0,8,30,21,6,3,2,4,1,0,0,,0.0,0.0,0,0,0,8,1,0,0,0,0,0,1.54,0.16399999999999998,1.42,0.09%,1.02,11.3,24.0,6t --- 0 out tie,7t 3 out tie,,PIT,1.0,W,2,0
20,21,8,2019-04-07,PIT,CIN,7-8,,2,2.0,2,2,2,0,3,1,0,4.15,8,27,20,4,6,1,4,1,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.51,0.004,0.55,0.00%,-0.98,5.3,9.0,7t --- 0 out a4,8t 3 out a2,,PIT,1.0,W,7,5
21,22,15,2019-04-16,PIT,DET,10-GF(10),S(1),8,1.0,0,0,0,0,1,0,0,3.38,3,18,14,1,2,1,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.32,0.105,1.37,0.07%,0.56,4.25,6.0,10b --- 0 out a2,10b end a 2,,DET,0.0,W,5,3
22,23,19,2019-04-21,PIT,SFG,9-GF,,4,1.0,1,0,0,1,0,0,0,2.84,5,18,8,1,2,2,2,1,1,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.93,0.039,1.12,0.03%,0.51,1.05,3.0,9t --- 0 out d1,9t end d 1,,PIT,2.0,L,2,3
23,24,22,2019-04-24,PIT,ARI,6-7,,2,2.0,3,3,3,1,1,0,0,5.4,10,28,17,4,3,4,4,2,1,0,,0.0,0.0,0,0,0,8,2,0,0,0,0,0,0.38,-0.07,0.42,-0.05%,-1.98,-1.9,0.0,6t --- 0 out d4,7t 3 out d6,,PIT,2.0,L,2,11
24,25,24,2019-04-26,PIT,LAD,5-6,,1,2.0,0,0,0,1,3,0,0,4.35,7,29,18,4,3,3,0,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.22,0.023,0.22,0.01%,1.02,9.9,15.0,5b --- 0 out d4,6b 3 out d4,,LAD,0.5,L,2,6
25,26,29,2019-05-03,PIT,OAK,3-5,,6,2.1,5,4,4,2,3,0,0,6.39,13,57,33,9,5,2,6,5,1,0,,3.0,0.0,0,0,0,11,2,0,0,0,0,0,0.16,-0.027000000000000003,0.14,-0.01%,-2.21,-0.95,4.0,3t 123 2 out d6,5t 3 out d10,,PIT,3.333333333333333,L,1,14
26,27,33,2019-05-08,PIT,TEX,GS-4,,4,4.0,3,2,2,3,5,1,0,5.94,18,78,51,12,7,3,7,2,1,0,50.0,,,2,0,0,15,1,0,0,0,0,0,1.09,-0.035,1.06,-0.02%,0.03,11.4,21.0,1t start tie,4t 3 out d2,,PIT,1.5,L,6,9
27,28,38,2019-05-13,PIT,ARI,GS-4,L(1-1),4,4.0,10,7,7,1,2,1,0,7.84,23,92,60,15,3,8,12,5,1,0,15.0,,,2,0,0,20,3,1,0,0,0,0,0.96,-0.44,1.07,-0.30%,-4.86,-7.6,-3.0,1b start a 2,4b 3 out d5,,ARI,2.75,L,3,9
28,29,46,2019-05-22,PIT,COL,1-5,,8,4.0,9,6,6,4,3,1,0,8.76,23,89,50,13,6,7,9,3,1,0,,1.0,0.0,0,1,0,18,2,0,0,0,0,0,0.53,-0.225,0.6,-0.15%,-3.18,-4.8,3.0,1t 1-- 2 out d3,5t 12- 2 out d6,,PIT,3.25,L,3,9
29,30,51,2019-05-27,PIT,CIN,GS-5,,4,4.2,7,3,3,1,5,0,0,8.28,21,86,55,10,8,6,9,4,2,0,42.0,,,0,0,0,19,3,0,0,0,0,0,1.09,-0.146,1.06,-0.09%,-0.62,9.7,20.0,1b start tie,5b -2- 2 out d2,1.0,CIN,1.9047619047619049,W,8,5
30,31,57,2019-06-01,PIT,MIL,GS-3,,4,3.0,6,5,5,2,4,2,0,8.91,17,74,49,13,8,3,8,2,1,0,29.0,,,0,0,0,15,0,1,0,0,0,0,0.52,-0.304,0.63,-0.22%,-3.48,-0.05,6.0,1t start tie,3t 3 out d5,,PIT,2.6666666666666665,L,10,12
31,32,62,2019-06-07,PIT,MIL,5-7,,5,2.1,6,6,6,0,0,1,0,9.87,13,54,35,7,1,6,7,5,1,0,,0.0,0.0,0,0,0,13,2,0,0,0,0,0,0.51,-0.187,0.55,-0.12%,-3.84,-10.35,-11.0,5b --- 0 out d2,7b -23 1 out d5,,MIL,2.8571428571428568,L,4,10
32,33,70,2019-06-15,TOR,HOU,6-7,,7,2.0,5,2,2,0,1,1,0,9.82,10,30,20,3,4,4,5,4,0,0,,0.0,0.0,0,0,0,10,1,0,0,0,0,0,0.17,-0.055,0.01,0.00%,-0.86,-0.5,3.0,6b --- 0 out d3,7b 3 out d5,,HOU,2.5,L,2,7
33,34,72,2019-06-17,TOR,LAA,6-6,,1,1.0,2,1,1,1,1,1,0,9.8,6,18,11,2,1,0,4,2,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,0,0.02,-0.003,0.0,0.00%,-0.46,0.45,3.0,6t --- 0 out d8,6t 3 out d9,,TOR,3.0,L,5,10
34,35,75,2019-06-20,TOR,LAA,10-GF(10),W(2-1),2,1.0,1,0,0,0,0,0,0,9.54,3,15,10,2,0,2,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,1,0,0,2.38,0.14400000000000002,0.02,0.00%,0.54,5.65,15.0,10t --- 0 out tie,10t end tie,,TOR,1.0,W,7,5
35,36,77,2019-06-22,TOR,BOS,6-7,W(3-1),1,2.0,0,0,0,1,3,0,0,9.07,7,33,19,6,4,1,2,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.33,0.057999999999999996,0.0,0.00%,1.16,13.9,27.0,6b --- 0 out d5,7b 3 out d1,,BOS,0.5,W,8,7
36,37,81,2019-06-26,TOR,NYY,9-GF,L(3-2),3,0.1,2,1,1,1,0,0,0,9.22,4,16,7,1,1,1,2,1,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,2.85,-0.355,0.02,0.00%,-1.41,-3.05,-2.0,9b --- 0 out tie,9b end d 1,,NYY,30.0,L,7,8
37,38,84,2019-06-30,TOR,KCR,4-7,,3,3.1,3,1,1,0,1,1,0,8.73,13,40,30,8,3,5,7,1,1,0,,2.0,0.0,0,0,0,13,1,0,0,0,0,0,1.0,0.109,0.0,0.00%,1.44,5.7,10.0,4t 12- 0 out d1,7t -2- 1 out d1,,TOR,0.9677419354838708,L,6,7
38,39,88,2019-07-04,TOR,BOS,8-8,,3,1.0,0,0,0,0,1,0,0,8.54,3,17,9,3,1,1,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.72,0.055999999999999994,0.0,0.00%,0.54,4.25,6.0,8t --- 0 out d1,8t 3 out d1,,TOR,0.0,L,7,8
39,40,90,2019-07-06,TOR,BAL,7-9,,1,2.2,3,2,2,2,1,1,0,8.44,11,49,30,10,2,3,5,3,0,0,,0.0,0.0,0,0,0,9,1,0,0,2,0,0,0.09,-0.001,0.0,0.00%,-0.64,1.0,5.0,7t --- 0 out d5,9t 1-- 2 out d7,,TOR,2.2727272727272725,L,1,8
