,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,125,2018-08-20,KCA,TBR,6-7,,99,1.2,2,0,0,1,3,0,0,0.0,8,38,22,11,3,1,3,3,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.92,0.059000000000000004,0.0,0.00%,0.67,7.95,14.0,6b --- 0 out d1,7b -2- 2 out d1,,TBR,2.5,L,0,1
1,2,128,2018-08-23,KCA,TBR,7-7,,2,0.2,0,0,0,1,0,0,0,0.0,2,14,7,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,3.57,0.145,0.0,0.00%,0.91,0.9,2.0,7b 12- 1 out tie,7b 3 out tie,,TBR,5.0,L,3,4
2,3,130,2018-08-25,KCA,CLE,7-8,,1,1.1,0,0,0,0,1,0,0,0.0,4,16,10,4,1,1,2,0,1,0,,1,0,0,0,0,4,0,0,0,0,0,0,0.27,0.028999999999999998,0.0,0.00%,0.88,5.0,7.0,7t --3 2 out a4,8t 3 out a5,,KCR,0.0,W,7,1
3,4,131,2018-08-26,KCA,CLE,8-8,,0,1.0,2,2,2,1,0,1,0,3.86,5,17,10,5,0,0,4,2,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.16,-0.026000000000000002,0.0,0.00%,-1.49,-3.55,-3.0,8t --- 0 out d4,8t 3 out d6,,KCR,3.0,L,5,12
4,5,135,2018-09-01,KCA,BAL,9-GF,W(1-0),5,1.0,1,0,0,0,0,0,0,3.18,3,16,9,2,2,2,1,1,0,0,,0,0,0,0,1,3,0,0,0,0,0,0,0.73,0.039,0.0,0.00%,0.51,5.65,15.0,9t --- 0 out d1,9t end d 1,,KCR,1.0,W,5,4
5,6,138,2018-09-04,KCA,CLE,4-5,,2,2.0,3,2,1,1,2,1,0,3.52,11,35,24,8,5,4,4,0,2,0,,0,0,0,0,0,10,0,0,0,0,0,1,0.15,-0.023,0.0,0.00%,-0.95,4.1,9.0,4b --- 0 out d5,5b 3 out d7,,CLE,2.0,L,3,9
6,7,143,2018-09-10,KCA,CHW,10-GF(10),W(2-0),5,1.0,0,0,0,0,1,0,0,3.12,3,9,7,3,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.83,0.14,0.0,0.00%,0.51,8.25,18.0,10t --- 0 out tie,10t end tie,,KCR,0.0,W,4,3
7,8,144,2018-09-11,KCA,CHW,8-9,,0,0.2,0,0,0,0,1,0,0,2.89,2,8,5,2,2,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.11,0.006,0.0,0.00%,0.35,3.5,5.0,8t --- 2 out a5,9t --- 1 out a5,,KCR,0.0,W,6,3
8,9,147,2018-09-14,KCA,MIN,5-5,,2,0.2,0,0,0,2,0,0,0,2.7,4,22,11,1,2,0,2,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.73,0.055999999999999994,0.0,0.00%,0.53,0.3,2.0,5t 1-- 1 out d1,5t 3 out d1,,KCR,10.0,W,8,4
9,10,150,2018-09-17,KCA,PIT,7-7,H(1),2,0.2,0,0,0,0,0,0,0,2.53,2,6,4,0,2,0,2,2,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,4.09,0.254,0.0,0.00%,1.15,1.5,2.0,7b 1-3 1 out a1,7b 3 out a1,,PIT,0.0,L,6,7
10,11,151,2018-09-18,KCA,PIT,9-9,,0,0.1,0,0,0,1,0,0,0,2.45,2,10,4,1,2,0,1,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,5.35,0.10800000000000001,0.0,0.00%,0.42,0.15,1.0,9b 12- 2 out tie,9b 3 out tie,,PIT,10.0,L,1,2
11,12,155,2018-09-22,KCA,DET,7-7,,3,1.0,1,0,0,0,2,0,0,2.25,4,22,13,5,2,1,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.72,0.046,0.0,0.00%,0.53,5.65,9.0,7b --- 0 out d1,7b 3 out d1,,DET,1.0,L,4,5
12,13,158,2018-09-26,KCA,CIN,9-GF,,3,0.2,0,0,0,1,1,0,0,2.13,3,19,12,4,2,1,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,0.17,0.006999999999999999,0.0,0.00%,0.52,2.9,5.0,9b 1-- 1 out a5,9b end a 5,,CIN,5.0,W,6,1
13,14,160,2018-09-28,KCA,CLE,7-7,,1,0.2,4,4,4,1,0,1,0,4.73,7,20,12,4,1,2,4,2,0,0,,2,2,0,0,0,6,2,0,0,0,0,0,0.05,-0.02,0.0,0.00%,-4.58,-9.5,-10.0,7t -23 1 out d5,7t 3 out d11,,KCR,25.0,L,6,14
14,15,12,2019-04-11,KCA,SEA,7-7,H(1),99,0.2,1,1,1,0,2,0,0,13.5,3,12,7,2,3,0,1,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,1.4,0.031,0.78,0.01%,0.21,2.9,5.0,7t --- 0 out a2,7t -2- 2 out a2,,KCR,5.0,L,6,7
15,16,15,2019-04-14,KCA,CLE,7-7,BS(1),2,0.1,1,0,0,1,0,0,0,9.0,2,11,4,2,0,1,0,0,0,0,,3,3,0,0,0,1,0,0,0,0,0,0,3.92,-0.256,2.75,-0.11%,-2.19,-0.45,1.0,7t 123 2 out a3,7t 3 out tie,,KCR,20.0,W,9,8
16,17,17,2019-04-16,KCA,CHW,7-GF(8),,1,2.0,1,1,1,0,4,1,0,6.0,7,32,22,3,8,1,2,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.11,0.001,0.07,0.00%,0.07,9.9,15.0,7b --- 0 out d3,8b end d 4,,CHW,0.5,L,1,5
17,18,20,2019-04-19,KCA,NYY,8-GF(8),,2,1.0,0,0,0,0,1,0,0,4.5,3,10,7,3,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,1,0.07,0.003,0.05,0.00%,0.54,4.25,6.0,8b --- 0 out d4,8b end d 4,,NYY,0.0,L,2,6
18,19,21,2019-04-20,KCA,NYY,8-GF(8),,0,1.0,1,0,0,0,2,0,0,3.6,4,16,10,2,2,0,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.54,5.65,9.0,8b --- 0 out d8,8b end d 8,,NYY,1.0,L,2,9
19,20,24,2019-04-23,KCA,TBR,2-4,,2,3.0,2,0,0,0,1,0,0,2.25,11,46,30,6,5,1,9,5,1,0,,3,2,0,0,0,10,1,0,0,0,1,0,0.53,0.034,0.26,0.01%,1.46,7.55,12.0,2b 123 0 out d2,4b 3 out d4,,TBR,0.6666666666666666,L,2,5
20,21,26,2019-04-26,KCA,LAA,6-6,,2,0.2,0,0,0,0,0,0,0,2.08,2,11,8,3,1,1,1,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,0.59,0.03,0.29,0.01%,0.97,1.5,2.0,6t 12- 1 out d4,6t 3 out d4,,KCR,0.0,L,1,5
21,22,31,2019-05-01,KCA,TBR,8-GF,,4,2.0,4,2,2,0,1,2,0,3.38,10,35,22,5,3,1,8,4,0,0,,0,0,0,0,0,10,1,0,0,0,0,0,0.02,0.002,0.01,0.00%,-0.88,0.1,3.0,8t --- 0 out a8,9t end a 6,2.0,KCR,2.0,W,8,2
22,23,34,2019-05-04,KCA,DET,8-8,,2,1.0,1,1,1,0,1,1,0,3.86,4,11,8,2,2,0,3,0,2,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-0.44,1.65,3.0,8b --- 0 out a13,8b 3 out a12,,DET,1.0,W,15,3
23,24,38,2019-05-08,KCA,HOU,3-5,,3,2.2,4,3,3,1,1,1,0,5.02,13,36,22,7,4,6,5,0,1,0,,2,1,0,0,0,10,0,0,0,0,2,0,0.11,-0.016,0.04,0.00%,-1.38,-1.0,2.0,3b -23 1 out d5,5b 3 out d9,,HOU,2.2727272727272725,L,0,9
24,25,41,2019-05-12,KCA,PHI,7-8,,3,1.2,2,0,0,1,0,0,0,4.5,8,25,17,5,2,5,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.12,0.01,0.03,0.00%,0.86,1.95,5.0,7t --- 1 out d5,8t 3 out d5,,KCR,2.5,L,1,6
25,26,86,2019-07-02,KCA,CLE,5-7,,50,2.1,2,0,0,1,0,0,0,3.93,10,30,16,4,2,3,6,3,0,0,,1,1,0,0,0,9,1,0,0,0,0,0,0.3,0.011000000000000001,0.0,0.00%,0.51,3.45,7.0,5t --3 2 out d5,7t 3 out d4,,KCR,1.4285714285714286,L,5,9
26,27,88,2019-07-04,KCA,CLE,8-8,,1,1.0,1,0,0,2,0,0,0,3.72,5,20,14,1,1,2,1,0,0,0,,0,0,0,0,0,3,1,0,1,1,0,0,0.18,0.005,0.0,0.00%,0.56,0.45,3.0,8t --- 0 out d5,8t 3 out d5,,KCR,3.0,L,4,8
27,28,89,2019-07-05,KCA,WSN,7-7,H(2),0,0.1,0,0,0,0,1,0,0,3.66,1,5,3,1,2,0,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,5.19,0.13699999999999998,0.0,0.00%,0.82,2.75,4.0,7b 123 2 out a2,7b 3 out a2,,WSN,0.0,W,7,4
28,29,92,2019-07-12,KCA,DET,7-7,W(1-0),6,1.0,0,0,0,1,1,0,0,3.48,4,18,9,2,4,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.56,0.092,0.0,0.00%,0.56,7.65,18.0,7t --- 0 out tie,7t 3 out tie,,KCR,1.0,W,8,5
29,30,94,2019-07-14,KCA,DET,5-5,,1,1.0,1,1,1,1,2,0,0,3.74,5,26,18,3,5,1,1,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.24,-0.019,0.0,0.00%,-0.44,3.05,6.0,5t --- 0 out d5,5t 3 out d6,,KCR,2.0,L,8,12
30,31,104,2019-07-25,KCA,CLE,8-8,,10,0.1,0,0,0,1,0,0,0,3.68,2,14,8,1,1,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.66,-0.001,0.0,0.00%,-0.02,0.15,1.0,8t --- 0 out tie,8t 1-- 1 out tie,,KCR,10.0,L,4,5
31,32,116,2019-08-07,KCA,BOS,9-9,,12,1.0,1,0,0,0,1,0,0,3.52,4,14,10,2,1,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.72,0.153,0.0,0.00%,0.58,3.65,6.0,9b --- 0 out tie,9b 3 out tie,,BOS,1.0,L,4,5
32,33,117,2019-08-08,KCA,DET,4-5,,0,1.2,1,0,0,0,2,0,0,3.28,6,23,15,4,3,1,3,1,0,0,,1,0,0,0,0,6,0,1,0,0,0,0,0.64,0.076,0.0,0.00%,1.14,7.15,11.0,4b 1-- 1 out d2,5b 3 out d2,,DET,0.8333333333333334,L,8,10
33,34,120,2019-08-11,KCA,DET,9-GF,,2,1.0,0,0,0,0,2,0,0,3.16,3,14,9,5,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.56,6.25,9.0,9b --- 0 out a8,9b end a 8,,DET,0.0,W,10,2
34,35,121,2019-08-13,KCA,STL,7-7,,1,1.0,1,0,0,0,1,0,0,3.04,4,13,10,5,1,2,1,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.61,0.04,0.0,0.00%,0.56,3.65,6.0,7t --- 0 out d2,7t 3 out d2,,KCR,1.0,L,0,2
35,36,123,2019-08-16,KCA,NYM,7-7,H(3),2,1.0,0,0,0,0,2,0,0,2.93,3,15,8,1,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.27,0.1,0.0,0.00%,0.56,6.25,9.0,7t --- 0 out a1,7t 3 out a1,,KCR,0.0,W,4,1
36,37,124,2019-08-17,KCA,NYM,7-7,,0,0.0,0,0,0,1,0,0,0,2.93,1,7,3,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.092,0.0,0.00%,-0.67,-0.6,0.0,7t 12- 1 out tie,7t 123 1 out tie,,KCR,inf,L,1,4
37,38,126,2019-08-19,KCA,BAL,6-6,H(4),1,0.1,1,1,1,1,0,1,1,3.21,4,21,11,3,2,0,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.88,-0.19899999999999998,0.0,0.00%,-1.41,-3.05,-2.0,6b --- 0 out a2,6b 12- 1 out a1,,BAL,20.0,W,5,4
38,39,149,2019-09-14,KCA,HOU,9-GF,,25,1.0,2,1,1,2,1,0,0,3.41,7,21,13,4,2,1,3,2,1,0,,0,0,0,0,0,5,0,0,1,0,0,0,0.08,-0.008,0.0,0.00%,-0.44,-0.15,3.0,9t --- 0 out d4,9t end d 5,,KCR,4.0,L,1,6
39,40,154,2019-09-19,KCA,MIN,7-7,,4,1.0,1,2,2,2,2,1,0,3.9,6,27,13,5,2,0,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.6,-0.14,0.0,0.00%,-1.45,0.45,3.0,7b --- 0 out d1,7b 3 out d3,,MIN,3.0,L,5,8
40,41,160,2019-09-27,KCA,MIN,6-6,,7,1.0,1,0,0,1,1,0,0,3.77,5,26,16,4,5,2,1,0,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,0.41,0.018000000000000002,0.0,0.00%,0.56,3.05,6.0,6t --- 0 out d4,6t 3 out d4,,KCR,2.0,L,2,6
