Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,140,2018-09-05,TEX,LAA,7-7,,99,0.2,4,1,1,0,0,0,0,13.50,5,20,11,3,0,4,1,1,0,0,,0,0,1,0,0,5,0,0,0,1,0,0,.23,-0.028,.00,0.00%,-0.91,-2.90,-1.00,7t --- 0 out d4,7t 12- 2 out d5,,TEX,20.0,L,3,9
2,141,2018-09-07,TEX,OAK,8-GF(8),,1,1.0,0,0,0,0,1,0,0,5.40,3,11,7,2,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.003,.00,0.00%,0.50,4.25,6.00,8b --- 0 out d4,8b end d 4,,OAK,0.0,L,4,8
3,143,2018-09-09,TEX,OAK,4-5,,1,0.2,2,1,1,1,1,0,0,7.71,5,28,18,2,4,1,2,2,0,0,,1,0,0,0,0,4,1,0,0,0,0,0,.86,-0.049,.00,0.00%,-0.70,-0.30,2.00,4b -2- 2 out d2,5b 1-- 1 out d3,,OAK,15.0,L,3,7
4,145,2018-09-11,TEX,LAA,6-6,,1,1.0,0,0,0,1,1,0,0,5.40,4,17,10,4,2,1,1,1,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,.77,0.047,.00,0.00%,0.50,3.65,6.00,6b --- 0 out d1,6b 3 out d1,,LAA,1.0,L,0,1
5,149,2018-09-16,TEX,SDP,7-7,H(1),4,0.1,1,0,0,0,0,0,0,4.91,2,3,2,0,0,1,1,1,0,0,,1,1,0,0,0,2,0,1,0,0,0,0,1.66,-0.117,.00,0.00%,-0.86,0.15,1.00,7b 1-- 1 out a2,7b --3 2 out a1,,SDP,10.0,L,3,7
6,151,2018-09-18,TEX,TBR,8-8,,1,0.1,0,0,0,0,1,0,0,4.50,1,4,3,1,1,0,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,.48,0.013,.00,0.00%,0.82,2.75,4.00,8t 123 2 out d4,8t 3 out d4,,TEX,0.0,L,0,4
7,152,2018-09-19,TEX,TBR,7-7,,0,1.0,1,0,0,1,1,0,0,3.60,5,15,11,5,1,3,0,0,0,0,,0,0,1,0,0,4,0,0,1,0,0,0,.20,0.008,.00,0.00%,0.56,3.05,6.00,7t --- 0 out d5,7t 3 out d5,,TEX,2.0,L,3,9
8,154,2018-09-22,TEX,SEA,7-7,,2,1.0,2,1,1,0,1,0,0,4.50,5,25,17,6,0,1,3,3,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,.26,-0.021,.00,0.00%,-0.44,1.05,3.00,7t --- 0 out d4,7t 3 out d5,,TEX,2.0,L,0,13
9,157,2018-09-25,TEX,LAA,8-GF(8),,2,1.0,0,0,0,0,0,0,0,3.86,3,12,7,0,1,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.00,0.00%,0.50,2.25,3.00,8b --- 0 out d3,8b end d 3,,LAA,0.0,L,1,4
10,160,2018-09-28,TEX,SEA,8-8,,2,0.2,2,3,3,1,1,0,0,7.04,5,22,15,2,4,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.16,-0.015,.00,0.00%,-1.11,-4.30,-4.00,8b --- 0 out d3,8b -23 2 out d4,,SEA,15.0,L,6,12
