,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,109,2018-08-04,NYA,BOS,GS-5,L(0-1),99,5.0,3,3,3,1,2,2,0,5.4,18,83,53,14,3,6,9,6,0,0,50.0,,,0,0,0,17,0,0,0,1,0,0,0.54,-0.099,0.53,-0.06%,-0.34,6.85,12.0,1b start tie,5b 3 out d3,,BOS,0.8,L,1,4
1,2,126,2018-08-22,NYA,MIA,7-8,,17,1.2,4,4,3,3,0,1,0,8.1,12,46,25,5,2,4,5,2,0,0,,0.0,0.0,0,0,0,9,0,0,0,1,0,1,0.2,-0.063,0.07,-0.01%,-3.56,-6.45,-4.0,7b --- 0 out d2,8b 1-3 2 out d6,,MIA,5.833333333333334,L,3,9
2,3,162,2018-09-30,NYA,BOS,8-GF(8),,38,1.0,1,0,0,0,2,0,0,7.04,4,24,14,3,2,0,2,0,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.53,5.65,9.0,8b --- 0 out d8,8b end d 8,,BOS,1.0,L,2,10
3,4,45,2019-05-19,NYA,TBR,7-GF,S(1),99,3.0,1,0,0,1,4,0,1,0.0,12,54,30,8,6,3,3,2,0,0,,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0.05,0.008,0.08,0.01%,1.62,12.95,21.0,7t --- 0 out a7,9t end a 8,,NYY,0.6666666666666666,W,13,5
4,5,51,2019-05-25,NYA,KCR,2-5,W(1-0),5,4.0,5,3,3,1,3,0,0,3.86,17,66,45,12,4,6,7,0,1,0,,0.0,0.0,0,0,0,16,3,0,0,0,0,0,0.84,-0.001,0.98,0.00%,-0.77,9.4,24.0,2b --- 0 out a4,5b 3 out a2,2.0,KCR,1.5,W,6,5
5,6,66,2019-06-11,NYA,NYM,3-7,,16,4.1,3,3,2,3,3,2,0,3.97,19,88,51,8,4,5,8,2,1,0,,2.0,0.0,0,0,0,16,0,0,0,1,0,1,0.24,-0.092,0.27,-0.06%,-0.38,8.15,16.0,3t 12- 2 out d6,7t 3 out d6,2.0,NYY,1.4634146341463417,L,4,10
6,7,82,2019-06-30,NYA,BOS,8-8,,18,0.2,5,4,4,0,0,0,0,6.75,7,26,15,3,1,2,5,1,0,0,,0.0,0.0,0,0,0,7,1,0,0,0,0,0,0.09,-0.025,0.09,-0.02%,-3.08,-9.5,-10.0,8b --- 0 out a8,8b -23 2 out a5,,BOS,25.0,W,12,8
7,8,110,2019-08-03,NYA,BOS,4-5,BS(1),33,2.0,3,2,2,1,1,0,0,7.07,9,44,29,8,2,2,5,4,0,0,,0.0,0.0,0,0,0,8,1,0,0,0,0,0,1.44,-0.129,0.84,-0.05%,-0.92,0.1,3.0,4t --- 0 out a1,5t 3 out d1,2.0,NYY,2.0,W,6,4
8,9,114,2019-08-07,NYA,BAL,7-GF,,3,2.1,1,1,1,1,1,0,0,6.61,9,34,20,7,2,1,6,1,2,0,,2.0,0.0,0,0,0,8,1,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.56,4.05,7.0,7b 12- 2 out a10,9b end a12,,BAL,0.9523809523809524,W,14,2
9,10,117,2019-08-10,NYA,TOR,4-5,BS(2),2,1.2,2,1,1,0,2,1,0,6.5,7,25,15,6,3,1,4,1,0,0,,2.0,2.0,0,0,0,7,0,0,0,0,0,0,0.82,-0.228,0.24,-0.04%,-1.52,4.55,8.0,4b 12- 1 out a1,5b 3 out d2,,TOR,1.6666666666666667,L,4,5
10,11,123,2019-08-15,NYA,CLE,4-7,,4,3.2,10,5,5,3,2,1,1,7.48,23,79,46,10,6,6,11,8,0,0,,0.0,0.0,0,0,0,19,3,0,0,1,0,0,0.02,-0.015,0.0,0.00%,-3.29,-6.15,2.0,4t --- 0 out d8,7t 12- 2 out d11,,NYY,4.0625,L,5,19
11,12,138,2019-09-01,NYA,OAK,8-8,,16,1.0,1,1,1,0,2,1,0,7.54,4,24,15,5,4,1,1,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.18,-0.027999999999999997,0.03,0.00%,-0.46,3.65,6.0,8t --- 0 out d3,8t 3 out d4,,NYY,1.0,W,5,4
12,13,142,2019-09-06,NYA,BOS,8-GF(8),,4,1.0,1,0,0,0,1,0,0,7.23,4,18,9,1,3,0,3,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.02,0.002,0.01,0.00%,0.58,3.65,6.0,8b --- 0 out d5,8b end d 5,,BOS,1.0,L,1,6
13,14,146,2019-09-10,NYA,DET,9-GF,L(1-1),3,0.1,2,1,1,0,1,0,0,7.5,3,11,7,2,1,0,2,2,0,0,,0.0,0.0,0,0,0,3,1,0,0,0,0,0,2.46,-0.35,0.26,-0.02%,-1.02,-0.45,1.0,9b --- 0 out tie,9b end d 1,,DET,20.0,L,11,12
14,15,152,2019-09-17,NYA,LAA,9-GF,,6,1.0,1,0,0,1,2,0,0,7.2,5,24,14,3,2,0,2,1,1,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.02,0.001,0.0,0.00%,0.54,5.05,9.0,9t --- 0 out a8,9t end a 8,,NYY,2.0,W,8,0
15,16,160,2019-09-27,NYA,TEX,9-9,,9,0.1,4,4,4,0,1,2,0,8.53,5,26,17,3,2,0,4,1,0,0,,0.0,0.0,0,0,0,5,2,0,0,0,0,0,0.0,-0.001,0.0,0.00%,-3.72,-7.65,-8.0,9b --- 0 out a11,9b --- 1 out a7,,TEX,40.0,W,14,7
