,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,52,2019-05-27,PIT,CIN,GS-4,L(0-1),99,4.0,7,6,6,2,7,1,0,13.5,21,85,58,15,8,2,10,7,0,0,29,,,0,0,0,19,1,0,0,0,0,0,0.6,-0.34600000000000003,0.63,-0.22%,-3.82,5.6,15.0,1b start tie,4b 3 out d6,2.0,CIN,2.25,L,1,8
1,2,67,2019-06-12,PIT,ATL,GS-3,,15,3.0,10,6,6,2,2,0,0,15.43,19,71,45,8,7,4,11,8,0,0,15,,,1,1,0,17,2,1,0,0,0,0,0.99,-0.377,0.53,-0.12%,-4.33,-8.45,-3.0,1b start tie,3b 3 out d4,,ATL,4.0,L,7,8
2,3,72,2019-06-18,PIT,DET,GS-5,,5,5.0,4,4,2,2,6,0,0,10.5,21,93,59,12,14,5,8,3,3,0,51,,,1,1,0,18,1,0,0,0,0,2,0.83,-0.213,0.38,-0.06%,-1.46,15.65,27.0,1t start tie,5t 3 out d3,,PIT,1.2,L,4,5
3,4,118,2019-08-12,PIT,LAA,GS-5,W(1-1),54,5.0,5,2,1,2,4,0,1,7.94,23,94,62,13,10,8,8,5,0,0,53,,,0,0,0,19,0,0,0,1,1,1,0.71,0.105,0.0,0.00%,0.71,16.45,36.0,1b start a 3,5b 3 out a5,,LAA,1.4,W,10,2
4,5,123,2019-08-18,PIT,CHC,GS-5,L(1-2),5,4.1,7,6,6,2,5,2,0,8.86,21,93,56,12,8,7,7,3,1,0,28,,,0,1,0,19,3,0,0,0,0,0,0.58,-0.24,0.0,0.00%,-3.15,2.35,10.0,1t start tie,5t -2- 1 out d5,,PIT,2.1951219512195124,L,1,7
5,6,128,2019-08-23,PIT,CIN,GS-7,,4,6.0,6,1,1,1,9,1,0,7.24,24,91,65,12,19,4,10,4,0,0,64,,,0,0,0,23,1,0,0,1,0,0,0.9,-0.012,0.0,0.00%,0.7,25.3,42.0,1t start tie,7t 1-3 0 out tie,,PIT,1.1666666666666667,W,3,2
6,7,133,2019-08-28,PIT,PHI,GS-5,L(1-3),4,4.0,11,8,8,1,8,1,0,8.62,24,99,67,17,11,5,10,7,1,0,15,,,0,0,0,23,2,2,0,0,0,0,0.82,-0.368,0.0,0.00%,-5.85,1.8,12.0,1b start tie,5b 12- 0 out d5,,PHI,3.0,L,3,12
7,8,138,2019-09-03,PIT,MIA,GS-2,,5,1.2,0,0,0,0,3,0,0,8.18,5,26,19,5,4,1,1,1,0,0,58,,,0,0,0,5,0,0,0,0,0,0,0.71,0.09,0.0,0.00%,0.91,9.75,14.0,1t start tie,2t --- 2 out a1,,PIT,0.0,L,4,5
8,9,145,2019-09-10,PIT,SFG,GS-5,L(1-4),6,5.0,9,5,5,0,7,1,0,8.29,23,93,70,13,9,12,4,1,0,0,36,,,0,0,0,23,2,0,0,1,0,0,0.59,-0.22899999999999998,0.0,0.00%,-2.52,9.85,21.0,1b start tie,5b 3 out d5,,SFG,1.8,L,4,5
9,10,151,2019-09-17,PIT,SEA,GS-5,L(1-5),6,5.0,6,2,2,2,7,0,0,7.74,22,95,58,15,5,7,6,4,0,0,52,,,0,0,0,19,2,0,0,1,1,0,0.97,0.015,0.0,0.00%,0.54,16.45,30.0,1t start tie,5t 3 out d2,,PIT,1.6,L,0,6
10,11,157,2019-09-24,PIT,CHC,GS-5,,6,5.0,7,1,1,2,7,0,0,7.13,24,92,59,14,16,4,11,8,1,0,54,,,0,0,0,22,3,0,0,0,0,0,1.23,0.135,0.0,0.00%,1.54,17.85,33.0,1t start tie,5t 3 out d1,,PIT,1.8,W,9,2
