Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,118,2014-08-13,DET,PIT,GS-5,,99,5.0,6,4,4,1,4,1,1,7.20,23,83,57,22,8,6,11,3,2,0,42,,,0,0,0,21,2,1,0,0,0,0,.98,-0.246,1.83,-0.28%,-1.66,1t start tie,5t 3 out d3,,DET,1.4,W,8,4,,
2,127,2014-08-23,DET,MIN,GS-2,L(0-1),9,1.1,5,7,7,2,3,0,1,15.63,12,54,27,6,4,2,4,3,0,0,17,,,0,0,0,9,1,1,0,0,0,0,1.08,-0.445,2.04,-0.51%,-5.71,1b start tie,2b -2- 1 out d5,1,MIN,6.363636363636363,L,4,12,,
3,141,2014-09-05,DET,SFG,6-7,,12,2.0,1,1,1,0,3,1,0,12.96,7,33,23,7,5,0,4,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.07,-0.012,.17,-0.02%,-0.06,6t --- 0 out d5,7t 3 out d6,,DET,0.5,L,2,8,,
4,161,2014-09-27,DET,MIN,9-GF,,21,1.0,0,0,0,2,1,0,0,11.57,4,24,13,3,2,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.00,0.000,.00,0.00%,0.47,9t --- 0 out d9,9t end d 9,,DET,2.0,L,3,12,,
5,49,2015-05-28,DET,LAA,GS-6,L(0-1),99,5.0,9,7,7,1,1,2,0,12.60,24,84,59,15,7,13,9,3,0,0,21,,,0,0,0,22,1,1,0,1,0,0,.58,-0.269,.72,-0.20%,-4.54,1b start tie,6b 123 0 out d4,,LAA,2.0,L,2,12,,
6,72,2015-06-24,DET,CLE,GS-6,L(0-2),26,5.1,8,5,5,2,7,1,0,10.45,25,103,67,16,9,6,10,9,1,0,37,,,0,0,0,23,2,0,0,0,0,0,.77,-0.165,.93,-0.12%,-1.41,1b start tie,6b 1-- 1 out d4,,CLE,1.9607843137254903,L,2,8,,
7,87,2015-07-11,DET,MIN,3-6,,16,3.1,5,2,2,1,4,1,1,9.22,16,66,39,13,7,7,3,1,0,0,,1,1,0,1,0,14,0,0,0,0,0,0,.22,-0.029,.25,-0.02%,-1.04,3b --3 1 out d6,6b 12- 2 out d5,,MIN,1.9354838709677418,L,5,9,,
8,103,2015-07-31,DET,BAL,GS-5,,19,4.1,6,4,3,1,1,1,1,8.50,21,75,43,11,5,12,6,4,2,0,37,,,0,0,0,19,1,0,0,1,0,1,.87,-0.044,.59,-0.02%,-1.78,1b start a 1,5b --- 1 out a2,,BAL,1.707317073170732,L,7,8,,
9,109,2015-08-07,DET,BOS,4-6,,6,2.2,2,2,2,2,1,0,1,8.27,13,37,22,5,0,7,2,0,0,0,,2,1,0,0,0,10,1,0,1,0,0,0,.43,-0.057,.28,-0.02%,-0.87,4t 1-3 1 out d4,6t 3 out d5,,DET,1.8181818181818181,L,2,7,,
10,112,2015-08-10,DET,KCR,6-7,,2,1.1,2,1,1,1,0,0,0,8.18,6,23,13,6,0,3,2,1,0,0,,1,0,0,0,0,5,0,0,0,1,0,0,.28,0.020,.16,0.01%,0.60,6b 1-- 1 out d3,7b 12- 2 out d3,,KCR,2.727272727272727,L,0,4,,
11,117,2015-08-16,DET,HOU,6-7,,5,1.1,1,0,0,1,1,0,0,7.71,6,23,14,3,3,3,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.48,-0.013,.21,0.00%,0.06,6b --- 0 out d3,7b 12- 1 out d1,,HOU,1.8181818181818181,L,5,6,,
12,118,2015-08-18,DET,CHC,4-5,,1,1.1,3,3,3,1,0,1,0,8.39,7,26,17,3,4,2,4,2,1,0,,0,0,0,0,0,6,0,1,0,1,0,0,.73,-0.220,.23,-0.04%,-2.40,4b --- 1 out a4,5b --- 2 out a1,,CHC,3.6363636363636362,W,10,8,,
13,124,2015-08-24,DET,CIN,GS-6,,5,5.1,3,3,3,3,3,2,0,7.80,22,84,51,16,8,4,12,8,0,0,50,,,0,0,0,19,0,0,0,0,0,0,.47,-0.003,.11,0.00%,-0.46,1b start a 4,6b --- 1 out a2,,CIN,1.1764705882352942,L,5,12,,
14,129,2015-08-29,DET,TOR,GS-4,L(0-3),4,4.0,8,6,5,2,2,1,0,8.21,21,84,54,13,6,6,11,5,3,0,24,,,1,1,0,18,2,0,0,1,1,1,.61,-0.334,.05,-0.02%,-4.00,1b start tie,4b 3 out d5,,TOR,2.5,L,1,15,,
15,132,2015-09-02,DET,KCR,5-7,,3,3.0,2,0,0,1,1,0,0,7.54,10,38,20,9,0,3,5,1,1,0,,1,0,0,0,0,9,1,0,0,1,0,0,.00,0.000,.00,0.00%,1.91,5b 1-- 0 out d12,7b 3 out d11,,KCR,1.0,L,1,12,,
16,139,2015-09-09,DET,TBR,6-7,,6,0.1,2,1,1,0,0,1,0,7.71,3,11,7,2,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.10,-0.012,.00,0.00%,-0.90,6t --- 2 out d5,7t --- 0 out d6,,DET,20.0,L,0,8,,
17,151,2015-09-22,DET,CHW,6-6,,12,1.0,0,0,0,0,2,0,0,7.51,3,17,11,3,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.99,0.074,.00,0.00%,0.48,6t --- 0 out tie,6t 3 out tie,,DET,0.0,W,2,1,,
18,157,2015-09-29,DET,TEX,2-4,L(0-4),6,2.0,2,1,1,1,1,0,0,7.36,9,26,15,5,0,1,6,2,0,0,,1,0,0,0,0,8,2,0,1,0,0,0,.86,-0.047,.00,0.00%,-0.19,2b 1-- 2 out d2,4b 12- 2 out d1,,TEX,1.5,L,6,7,,
19,4,2016-04-09,DET,NYY,4-6,,99,2.1,4,2,2,1,4,1,1,7.71,13,50,30,12,3,4,3,1,0,0,,1,0,1,0,0,11,0,0,0,0,0,0,.20,-0.046,.22,-0.03%,-0.62,4t --3 2 out d6,6t 3 out d6,,DET,2.380952380952381,L,4,8,,
20,6,2016-04-12,DET,PIT,8-8,,2,1.0,0,0,0,1,1,0,0,5.40,3,11,5,2,2,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.24,0.006,.23,0.00%,0.51,8t --- 0 out a6,8t 3 out a6,,DET,1.0,W,8,2,,
21,9,2016-04-15,DET,HOU,7-GF(8),,2,2.0,0,0,0,0,3,0,0,3.38,6,26,16,6,4,1,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.47,0.070,.50,0.05%,0.96,7b --- 0 out d1,8b end d 1,,HOU,0.0,L,0,1,,
22,22,2016-04-29,DET,MIN,9-GF,,13,1.0,0,0,0,0,0,0,0,2.84,3,13,9,1,0,0,3,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.001,.02,0.00%,0.51,9b --- 0 out a7,9b end a 7,,MIN,0.0,W,9,2,,
23,25,2016-05-03,DET,CLE,6-7,,3,2.0,2,0,0,1,2,0,0,2.16,8,25,17,5,4,4,1,0,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,.12,0.011,.15,0.01%,1.11,6b --- 0 out d5,7b 3 out d5,,CLE,1.5,L,3,7,,
24,48,2016-05-28,DET,OAK,7-GF(8),,24,1.1,0,0,0,1,0,0,0,1.86,5,15,7,2,0,2,2,1,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.81,7b -2- 2 out d9,8b end d 9,,OAK,0.9090909090909091,L,3,12,,
25,50,2016-05-30,DET,LAA,8-GF(8),,1,0.2,2,1,1,1,0,0,0,2.61,5,23,11,1,1,1,3,2,0,0,,1,1,0,0,0,4,0,0,1,0,0,0,.17,-0.017,.16,-0.01%,-1.34,8b -2- 1 out d3,8b end d 5,,LAA,15.0,L,1,5,,
26,53,2016-06-02,DET,NYY,8-GF,,2,2.0,0,0,0,0,3,0,0,2.19,6,22,16,3,3,3,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.22,0.033,.19,0.02%,1.02,8t --- 0 out d3,9t end d 2,,DET,0.0,L,4,5,,
27,65,2016-06-15,DET,CHW,8-GF(8),,12,1.0,1,1,1,1,0,0,0,2.70,5,13,9,2,2,1,3,2,1,0,,0,0,0,0,0,4,0,1,0,0,0,0,.48,-0.058,.65,-0.05%,-0.51,8b --- 0 out d1,8b end d 2,,CHW,2.0,L,3,5,,
28,84,2016-07-05,DET,CLE,5-7,,19,2.2,4,3,3,3,2,1,0,3.94,14,56,33,10,5,4,5,3,2,0,,2,2,0,0,0,11,1,0,0,1,0,0,.06,-0.028,.09,-0.02%,-2.66,5b 1-3 1 out d5,7b 3 out d9,,CLE,3.1818181818181817,L,1,12,,
29,138,2016-09-06,DET,CHW,8-GF(8),,62,1.0,0,0,0,2,2,0,0,3.71,5,29,14,3,4,1,0,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,.37,0.014,.78,0.02%,0.49,8b --- 0 out d2,8b end d 2,,CHW,2.0,L,0,2,,
30,141,2016-09-10,DET,BAL,4-6,,3,3.0,5,4,4,2,3,1,0,4.95,16,61,38,12,7,4,7,5,1,0,,0,0,0,0,0,14,2,0,0,0,0,0,.14,-0.028,.32,-0.04%,-2.48,4t --- 0 out d6,6t 3 out d9,,DET,2.3333333333333335,L,3,11,,
31,144,2016-09-13,DET,MIN,4-8,,2,4.1,3,0,0,3,5,0,0,4.07,19,70,47,11,13,7,4,1,1,0,,1,0,0,0,0,16,0,1,0,0,0,0,.09,0.022,.16,0.02%,2.26,4t 1-- 2 out d6,8t 3 out d6,,DET,1.4634146341463417,L,1,8,,
32,156,2016-09-26,DET,CLE,GS-5,L(0-1),12,5.0,4,4,4,4,2,1,0,4.60,23,91,51,20,5,10,7,0,1,0,41,,,0,0,0,17,1,0,0,0,1,0,1.06,-0.211,2.01,-0.24%,-1.46,1t start tie,5t 3 out d2,,DET,1.6,L,4,7,,
33,49,2017-05-27,DET,CHW,GS-7,W(1-0),99,6.1,3,0,0,2,11,0,0,0.00,23,103,68,18,22,5,5,2,1,0,76,,,0,0,0,21,0,0,0,1,0,1,1.13,0.329,.98,0.17%,2.66,1b start tie,7b 12- 1 out a3,2,CHW,0.819672131147541,W,4,3,,
34,58,2017-06-07,DET,LAA,GS-7,W(2-0),10,6.2,3,0,0,1,5,0,0,0.00,23,100,57,18,6,5,12,6,1,0,72,,,0,0,0,22,0,0,0,1,0,0,.94,0.426,.99,0.27%,3.49,1t start tie,7t 1-- 2 out a1,,DET,0.6451612903225806,W,4,0,,
35,63,2017-06-13,DET,ARI,GS-3,,5,2.1,9,6,6,0,4,2,0,3.52,15,56,34,10,6,4,7,4,1,0,19,,,0,1,0,15,1,0,0,0,0,0,.86,-0.326,.84,-0.19%,-4.68,1t start tie,3t --- 1 out d6,,DET,4.285714285714286,L,6,7,,
36,68,2017-06-18,DET,TBR,GS-3,L(2-1),4,2.1,5,7,7,1,2,3,1,6.62,14,61,40,4,13,4,6,1,1,0,20,,,1,0,0,12,0,0,0,0,0,0,.87,-0.417,.79,-0.23%,-5.68,1t start tie,3t --- 1 out d6,,DET,2.857142857142857,L,1,9,,
