Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,135,2014-08-30,DET,CHW,GS-6,W(1-0),99,6.0,5,0,0,2,1,0,0,0.00,24,97,60,12,4,15,6,1,2,0,61,,,0,0,0,22,1,0,0,1,0,0,.70,0.215,1.55,0.29%,2.70,1b start tie,6b 3 out a5,2,CHW,1.1666666666666667,W,8,4,,
2,141,2014-09-05,DET,SFG,8-8,,5,1.0,1,0,0,0,1,0,0,0.00,4,16,12,1,2,3,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.03,0.002,.07,0.00%,0.47,8t --- 0 out d6,8t 3 out d6,,DET,1.0,L,2,8,,
3,150,2014-09-15,DET,MIN,8-8,W(2-0),9,0.2,0,0,0,0,0,0,0,0.00,1,2,1,0,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,1,0,0,3.63,0.168,6.67,0.19%,0.88,8b 12- 1 out tie,8b 3 out tie,,MIN,0.0,W,8,6,,
4,152,2014-09-17,DET,MIN,6-6,,1,0.1,1,0,0,0,0,0,0,0.00,2,7,4,1,0,1,1,1,0,0,,1,1,0,0,0,2,1,0,0,0,0,0,1.04,-0.087,1.79,-0.09%,-0.65,6b --3 2 out d1,6b 3 out d2,,MIN,10.0,L,4,8,,
5,155,2014-09-21,DET,KCR,8-GF(8),,3,1.0,0,0,0,0,1,0,0,0.00,3,14,10,3,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.09,0.00%,0.48,8b --- 0 out d3,8b end d 3,,KCR,0.0,L,2,5,,
6,160,2014-09-26,DET,MIN,4-6,,4,1.1,3,3,3,0,1,0,0,2.61,7,27,17,6,2,5,1,1,0,0,,2,0,0,0,0,7,1,0,0,0,0,0,.31,-0.070,.21,-0.03%,-1.45,4t 12- 2 out d6,6t 1-3 0 out d4,,DET,2.727272727272727,L,4,11,,
7,48,2015-05-27,DET,OAK,4-7,W(1-0),99,3.0,3,1,1,3,0,0,0,3.00,13,48,27,8,3,6,4,2,0,0,,0,0,0,0,0,10,0,1,0,2,0,0,1.54,0.071,1.80,0.05%,0.50,4b --- 0 out tie,7b --3 0 out a3,,OAK,2.0,W,3,2,,
8,56,2015-06-05,DET,CHW,GS-7,,8,7.0,3,2,2,1,4,1,0,2.70,25,98,68,25,10,10,10,4,1,0,66,,,0,0,0,24,1,0,0,0,0,0,.90,0.177,.89,0.11%,1.27,1b start tie,7b 3 out a1,,CHW,0.5714285714285714,L,3,4,,
9,60,2015-06-10,DET,CHC,4-6,,4,3.0,5,1,0,1,2,0,0,2.08,15,62,39,8,6,2,10,8,0,0,,0,0,0,0,0,14,0,0,0,0,0,0,.18,-0.001,.20,0.00%,0.45,4t --- 0 out d5,6t 3 out d6,,DET,2.0,L,3,12,,
10,65,2015-06-16,DET,CIN,GS-7,L(1-1),5,6.1,5,4,4,1,4,3,0,3.26,24,84,55,17,3,9,10,5,0,0,50,,,0,0,0,22,0,0,0,1,0,0,.98,-0.170,1.19,-0.12%,-0.29,1t start tie,7t -2- 1 out d1,,DET,0.9836065573770493,L,2,5,,
11,70,2015-06-22,DET,CLE,GS-4,,5,3.2,6,3,3,2,0,0,0,3.91,18,60,35,9,1,12,4,2,1,0,35,,,0,0,0,15,2,0,0,1,0,0,1.09,-0.184,1.20,-0.12%,-1.70,1b start a 1,4b 123 2 out a4,,CLE,2.5,W,8,5,,
