,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,34,2019-05-09,PIT,STL,7-GF(8),,99,2.0,3,1,1,0,1,0,0,4.5,8,23,19,2,4,5,2,2,0,0,,0.0,0.0,0,0,0,8,0,0,0,1,0,0,0.0,0.0,0.0,0.00%,0.04,2.7,6.0,7b --- 0 out d12,8b end d13,,STL,1.5,L,4,17
1,2,37,2019-05-12,PIT,STL,4-5,,2,1.1,0,0,0,0,2,0,0,2.7,4,13,10,3,3,1,1,1,0,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,0.43,0.046,0.47,0.03%,1.03,7.0,10.0,4b 1-3 2 out d3,5b 3 out d3,,STL,0.0,W,10,6
2,3,38,2019-05-13,PIT,ARI,8-GF(8),,0,1.0,1,0,0,0,2,0,0,2.08,4,11,8,2,2,1,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.54,5.65,9.0,8b --- 0 out d7,8b end d 7,,ARI,1.0,L,3,9
3,4,40,2019-05-15,PIT,ARI,4-4,,1,0.1,0,0,0,0,0,0,0,1.93,1,3,2,0,1,1,0,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.04,0.001,0.04,0.00%,0.11,0.75,1.0,4b --- 2 out d7,4b 3 out d7,,ARI,0.0,L,1,11
4,5,43,2019-05-18,PIT,SDP,GS-2,,2,2.0,1,0,0,1,4,0,0,1.35,8,36,21,7,8,3,0,0,0,0,57.0,,,0,0,0,7,0,0,0,0,0,0,1.03,0.10099999999999999,1.08,0.06%,1.0,11.3,18.0,1b start tie,2b 3 out a2,,SDP,1.0,W,7,2
5,6,46,2019-05-22,PIT,COL,GS-1,L(0-1),3,0.2,3,3,3,1,1,1,0,4.91,6,27,16,4,3,0,4,2,1,0,34.0,,,0,0,0,5,0,0,0,0,0,0,1.07,-0.25,1.21,-0.17%,-2.73,-4.9,-4.0,1t start tie,1t 1-- 2 out d3,,PIT,20.0,L,3,9
6,7,47,2019-05-23,PIT,COL,9-GF,,0,1.0,1,0,0,0,1,0,0,4.32,4,8,6,1,1,1,2,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.51,3.65,6.0,9t --- 0 out a8,9t end a 8,,PIT,1.0,W,14,6
7,8,50,2019-05-26,PIT,LAD,6-6,,2,0.1,3,6,3,1,0,1,1,7.27,7,28,13,4,1,1,4,2,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,1,0.88,-0.285,0.88,-0.17%,-4.08,-8.25,-8.0,6t --- 0 out d1,6t 123 1 out d4,,PIT,40.0,L,7,11
8,9,65,2019-06-10,PIT,ATL,8-GF(8),,14,1.0,3,3,3,1,1,1,0,9.31,6,20,11,2,3,0,4,2,0,0,,0.0,0.0,0,1,0,5,0,0,0,0,0,0,0.1,-0.027000000000000003,0.06,-0.01%,-2.44,-4.15,-3.0,8b --- 0 out d3,8b end d 6,,ATL,4.0,L,7,13
9,10,88,2019-07-06,PIT,MIL,9-GF,,25,1.0,0,0,0,0,0,0,0,8.44,3,7,5,2,0,1,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.51,2.25,3.0,9t --- 0 out a10,9t end a10,,PIT,0.0,W,12,2
10,11,106,2019-07-29,PIT,CIN,2-5,,22,3.0,5,4,1,2,3,1,0,7.24,17,71,42,8,9,4,8,4,0,0,,3.0,3.0,0,0,0,15,0,0,0,0,0,1,0.23,-0.11699999999999999,0.02,-0.01%,-3.7,6.55,15.0,2b 123 1 out d3,5b 12- 1 out d8,,CIN,2.333333333333333,L,6,11
11,12,123,2019-08-18,PIT,CHC,9-GF,,19,1.0,0,0,0,1,2,0,0,6.75,4,15,9,4,3,0,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.51,5.65,9.0,9t --- 0 out d7,9t end d 7,,PIT,1.0,L,1,7
12,13,124,2019-08-19,PIT,WSN,3-4,,0,2.0,4,3,3,1,4,0,1,7.56,12,48,31,10,6,1,5,2,1,0,,0.0,0.0,0,0,0,10,3,0,0,0,0,0,0.05,-0.009000000000000001,0.0,0.00%,-1.98,2.9,9.0,3t --- 0 out d8,4t 3 out d11,,PIT,2.5,L,0,13
13,14,134,2019-08-29,PIT,COL,8-8,,9,0.2,3,4,4,1,1,0,0,9.35,6,32,19,4,3,0,4,2,0,0,,0.0,0.0,0,0,0,5,2,1,0,0,0,0,0.06,-0.013999999999999999,0.0,0.00%,-2.75,-6.9,-7.0,8b --- 0 out a8,8b -2- 2 out a5,,COL,20.0,W,11,8
