Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,4,2019-03-31,TOR,DET,GS-5,,99,5.0,2,0,0,0,8,0,0,0.00,17,75,47,12,9,3,6,2,2,0,71,,,0,0,0,17,0,0,0,0,0,0,.85,0.288,.85,0.17%,2.68,26.05,39.00,1t start tie,5t 3 out tie,,TOR,0.4,L,3,4
2,9,2019-04-05,TOR,CLE,GS-6,,4,5.2,3,2,2,2,7,1,0,1.69,21,92,52,12,12,4,8,5,2,0,60,,,0,0,0,19,1,0,0,1,0,0,.99,0.073,.85,0.04%,1.19,19.75,32.00,1b start tie,6b 1-- 2 out tie,,CLE,0.9615384615384615,L,2,3
3,14,2019-04-12,TOR,TBR,GS-4,L(0-1),6,3.0,8,5,5,2,3,3,0,4.61,19,70,43,9,8,4,10,5,1,0,24,,,0,0,0,17,1,1,0,0,0,0,.69,-0.301,.62,-0.16%,-4.40,-3.25,3.00,1t start tie,4t 12- 0 out d5,,TOR,3.3333333333333335,L,7,11
4,19,2019-04-17,TOR,MIN,GS-5,L(0-2),4,4.2,6,4,4,3,3,0,0,5.40,22,93,56,15,6,4,12,7,2,0,36,,,0,0,0,19,3,0,0,1,0,0,.89,-0.097,.67,-0.04%,-0.49,3.10,11.00,1b start a 1,5b 1-- 2 out d2,,MIN,2.142857142857143,L,1,4
5,24,2019-04-23,TOR,SFG,GS-5,L(0-3),5,5.0,6,4,4,0,5,1,0,5.79,21,83,57,17,9,7,9,6,0,0,44,,,0,1,0,21,1,0,0,0,0,1,.79,-0.164,.71,-0.09%,-1.32,9.65,18.00,1t start tie,5t 3 out d3,,TOR,1.2,L,6,7
6,28,2019-04-28,TOR,OAK,GS-5,,4,5.0,2,1,1,5,7,0,0,5.08,22,103,56,19,14,5,5,2,1,0,61,,,0,0,0,17,1,0,0,0,0,0,1.13,0.180,1.04,0.10%,1.68,19.05,33.00,1t start tie,5t 3 out tie,,TOR,1.4,W,5,4
7,32,2019-05-03,TOR,TEX,GS-7,,4,7.0,1,0,0,2,5,0,0,4.08,22,102,59,16,6,6,9,2,1,0,78,,,0,0,0,20,0,0,0,0,0,0,.96,0.484,.79,0.24%,4.29,23.95,36.00,1b start tie,7b 3 out tie,,TEX,0.42857142857142855,W,1,0
8,37,2019-05-08,TOR,MIN,GS-3,L(0-4),4,2.0,7,5,5,2,1,2,0,5.06,14,63,37,9,2,1,10,5,2,0,21,,,0,1,0,11,0,0,0,0,1,0,1.05,-0.301,.63,-0.11%,-3.93,-8.90,-6.00,1t start tie,3t --- 0 out d5,,TOR,4.5,L,1,9
9,41,2019-05-14,TOR,SFG,GS-6,W(1-4),5,5.2,3,2,2,5,7,1,0,4.81,26,102,57,14,16,7,7,5,0,0,57,,,1,0,0,21,0,0,0,0,0,0,.83,0.077,.36,0.02%,0.55,21.95,44.00,1b start a 3,6b 12- 2 out a5,,SFG,1.5384615384615383,W,7,3
10,46,2019-05-19,TOR,CHW,GS-6,,4,6.0,3,1,1,1,4,0,1,4.41,22,87,52,16,10,6,10,5,0,0,65,,,0,1,0,20,0,1,0,0,0,0,1.12,0.241,.45,0.06%,2.22,16.50,27.00,1b start tie,6b 3 out tie,,CHW,0.6666666666666666,W,5,2
