Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,12,2016-04-19,MIA,WSN,7-7,,99,0.0,0,1,1,1,0,0,0,inf,1,6,2,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1.26,-0.007,1.22,0.00%,-0.17,7t -23 2 out d2,7t 123 2 out d2,,MIA,inf,L,0,7,,
2,15,2016-04-22,MIA,SFG,7-GF(8),,2,2.0,1,0,0,1,1,0,0,4.50,8,31,21,8,1,3,3,2,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,.01,0.001,.01,0.00%,0.95,7b --- 0 out d7,8b end d 7,,SFG,1.0,L,1,8,,
3,32,2016-05-10,MIA,MIL,7-8,,17,1.2,1,0,0,1,3,0,0,2.45,7,33,21,6,2,2,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.06,0.004,.06,0.00%,0.83,7t --- 0 out d6,8t --- 2 out d6,,MIA,1.6666666666666667,L,2,10,,
4,35,2016-05-14,MIA,WSN,6-7,,3,2.0,3,1,1,1,1,1,0,3.18,11,44,29,8,1,5,4,1,0,0,,0,0,0,0,0,10,0,0,0,0,0,1,.91,-0.032,1.02,-0.02%,0.02,6b --- 0 out d1,7b 3 out d1,1,WSN,2.0,L,4,6,,
5,47,2016-05-26,MIA,TBR,9-GF,,11,1.0,1,0,0,0,2,0,0,2.70,4,13,10,4,2,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.01,0.001,.01,0.00%,0.48,9b --- 0 out a8,9b end a 8,,TBR,1.0,W,9,1,,
6,48,2016-05-27,MIA,ATL,5-6,,0,1.2,1,0,0,0,0,0,0,2.16,6,31,22,4,1,2,4,2,0,0,,2,0,0,0,0,6,0,0,0,0,0,0,1.94,0.188,1.87,0.11%,1.38,5b 12- 1 out tie,6b 3 out tie,,ATL,0.8333333333333334,L,2,4,,
7,54,2016-06-02,MIA,PIT,10-GF(12),W(1-0),5,3.0,0,0,0,0,3,0,0,1.59,9,34,24,7,4,2,4,2,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,1.75,0.388,1.88,0.25%,1.38,10t --- 0 out tie,12t end tie,,MIA,0.0,W,4,3,,
8,59,2016-06-08,MIA,MIN,6-7,L(1-1),5,1.1,4,2,2,0,1,0,0,2.84,8,31,19,3,2,2,5,3,0,0,,1,0,0,0,0,8,1,0,0,0,0,0,1.27,-0.191,1.29,-0.12%,-1.25,6b -2- 1 out tie,7b 12- 2 out d2,,MIN,3.6363636363636362,L,5,7,,
9,62,2016-06-11,MIA,ARI,8-GF(8),,2,1.0,0,0,0,0,3,0,0,2.63,3,11,9,1,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.20,0.016,.21,0.01%,0.53,8b --- 0 out d2,8b end d 2,,ARI,0.0,L,3,5,,
10,64,2016-06-13,MIA,SDP,7-7,,1,1.0,0,0,0,0,1,0,0,2.45,3,11,9,2,0,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.001,.02,0.00%,0.47,7b --- 0 out a9,7b 3 out a9,,SDP,0.0,W,13,4,,
