,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,12,2019-04-10,NYA,HOU,5-7,,99,2.0,1,0,0,1,3,0,0,0.0,7,29,17,8,3,3,0,0,0,0,,2,0,0,0,0,6,0,0,0,1,0,0,0.14,0.017,0.14,0.01%,1.36,9.3,15.0,5b 12- 2 out d5,7b 1-- 2 out d5,,HOU,1.0,L,6,8
1,2,15,2019-04-14,NYA,CHW,8-8,,3,1.0,1,0,0,0,2,0,0,0.0,4,23,12,4,2,0,2,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,0.32,0.018000000000000002,0.28,0.01%,0.54,5.65,9.0,8t --- 0 out d3,8t 3 out d3,,NYY,1.0,L,2,5
2,3,16,2019-04-16,NYA,BOS,9-GF,,1,1.0,1,0,0,0,0,0,0,0.0,4,14,10,3,0,2,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.54,1.65,3.0,9t --- 0 out a8,9t end a 8,,NYY,1.0,W,8,0
3,4,18,2019-04-18,NYA,KCR,9-GF,,1,1.0,0,1,1,1,1,0,0,1.8,4,23,13,2,4,0,2,1,0,0,,0,0,1,0,0,2,0,0,0,0,1,0,0.05,-0.006999999999999999,0.04,0.00%,-0.46,1.65,3.0,9t --- 0 out d4,9t end d 5,,NYY,1.0,L,1,6
4,5,25,2019-04-25,NYA,LAA,7-7,,6,0.2,2,3,3,2,0,0,0,6.35,6,30,16,7,2,2,2,1,0,0,,2,2,1,0,0,4,0,1,0,0,0,0,0.37,-0.08,0.41,-0.05%,-3.77,-6.9,-7.0,7b 1-3 1 out d2,7b 3 out d7,,LAA,20.0,L,5,11
5,6,28,2019-04-28,NYA,SFG,9-GF,,2,1.0,1,1,1,1,2,1,0,6.75,5,25,13,4,3,1,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.06,0.001,0.07,0.00%,-0.5,3.05,6.0,9b --- 0 out a7,9b end a 6,,SFG,2.0,W,11,5
6,7,32,2019-05-04,NYA,MIN,6-7,,5,0.2,2,1,0,0,0,0,0,6.14,5,15,9,1,0,1,4,2,1,0,,1,0,0,0,0,5,0,0,0,0,0,0,0.35,-0.009000000000000001,0.43,-0.01%,-0.44,0.3,2.0,6t 1-- 2 out d4,7t 1-3 1 out d4,,NYY,10.0,L,3,7
7,8,35,2019-05-07,NYA,SEA,9-GF,W(1-0),2,1.0,2,0,0,0,1,0,0,5.4,5,26,17,2,6,3,1,0,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,0.53,0.02,0.65,0.02%,0.54,7.05,18.0,9t --- 0 out d2,9t end d 2,,NYY,2.0,W,5,4
8,9,54,2019-05-28,NYA,SDP,7-8,,20,1.2,1,0,0,2,2,0,1,4.5,8,25,13,5,2,2,1,1,0,0,,0,0,0,0,0,5,1,0,0,1,0,0,1.03,-0.003,1.16,0.00%,0.28,5.35,11.0,7t --- 0 out d4,8t 123 2 out d1,,NYY,2.5,L,4,5
9,10,143,2019-09-07,COL,SDP,8-GF(8),,99,1.0,1,0,0,0,1,0,0,4.09,4,20,13,4,1,3,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,0.1,0.006999999999999999,0.0,0.00%,0.5,3.65,6.0,8b --- 0 out d3,8b end d 3,,SDP,1.0,L,0,3
