Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,111,2019-08-04,TEX,DET,5-6,,99,1.2,0,0,0,1,1,0,0,0.00,6,25,15,4,3,3,1,0,0,0,,2,0,0,0,0,5,0,0,0,0,0,0,1.41,0.184,.30,0.02%,1.64,5.15,8.00,5t 12- 1 out d1,6t 3 out a1,,TEX,0.8333333333333334,W,9,4
2,113,2019-08-07,TEX,CLE,8-GF(8),,2,1.0,0,0,0,0,0,0,0,0.00,3,13,11,2,3,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.22,0.018,.08,0.00%,0.58,2.25,3.00,8b --- 0 out d2,8b end d 2,1,CLE,0.0,L,0,2
3,115,2019-08-09,TEX,MIL,8-GF,L(0-1),1,1.2,1,1,1,1,1,1,0,2.08,6,19,10,3,1,3,1,0,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,1.22,-0.322,.22,-0.03%,-0.04,2.55,5.00,8b --- 0 out d1,9b end d 1,,MIL,1.6666666666666667,L,5,6
4,119,2019-08-13,TEX,TOR,7-7,,3,1.0,0,0,0,0,1,0,0,1.69,3,12,8,1,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.18,0.014,.01,0.00%,0.54,4.25,6.00,7b --- 0 out d3,7b 3 out d3,,TOR,0.0,L,0,3
5,120,2019-08-14,TEX,TOR,6-6,H(1),0,0.1,2,0,0,0,1,0,0,1.59,3,17,9,4,2,2,0,0,0,0,,2,2,0,0,0,3,1,0,0,0,0,0,1.73,-0.089,.08,0.00%,-1.48,1.55,4.00,6b 1-3 2 out a4,6b 3 out a2,,TOR,20.0,W,7,3
6,122,2019-08-16,TEX,MIN,9-GF,,1,1.0,1,0,0,0,1,0,0,1.35,4,13,9,1,2,2,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.77,0.052,.03,0.00%,0.61,3.65,6.00,9t --- 0 out d1,9t end d 1,,TEX,1.0,L,3,4
7,124,2019-08-18,TEX,MIN,8-8,L(0-2),1,1.0,3,3,3,1,1,0,0,4.70,7,21,11,1,4,1,4,3,0,0,,0,0,0,0,0,6,1,1,0,0,0,0,2.77,-0.391,.04,0.00%,-2.39,-4.15,-3.00,8t --- 0 out tie,8t 3 out d3,,TEX,4.0,L,3,6
8,127,2019-08-20,TEX,LAA,10-GF(11),W(1-2),1,2.0,0,0,0,0,2,0,0,3.72,6,26,19,7,1,3,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.97,0.319,.01,0.00%,1.23,12.50,24.00,10t --- 0 out tie,11t end tie,2,TEX,0.0,W,3,2
9,132,2019-08-25,TEX,CHW,7-7,,4,0.2,1,1,1,1,1,0,1,4.35,5,20,13,1,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.30,-0.094,.00,0.00%,-0.92,-0.30,2.00,7b --- 0 out d1,7b 12- 2 out d2,,CHW,10.0,L,0,2
10,134,2019-08-28,TEX,LAA,GS-1,,2,1.0,1,0,0,2,0,0,0,3.97,5,17,9,4,0,1,2,1,0,0,49,,,0,0,0,3,1,0,0,1,0,0,1.28,0.049,.00,0.00%,0.54,0.45,3.00,1b start tie,1b 3 out tie,,LAA,3.0,W,3,0
11,136,2019-08-30,TEX,SEA,9-GF,S(1),1,1.0,1,0,0,0,1,0,0,3.65,4,10,8,1,3,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.04,0.043,.00,0.00%,0.61,3.65,6.00,9t --- 0 out a3,9t end a 3,,TEX,1.0,W,6,3
12,137,2019-08-31,TEX,SEA,9-GF,W(2-2),0,0.2,0,0,0,0,1,0,0,3.46,1,5,3,1,1,0,0,0,0,0,,2,0,0,1,0,1,0,0,0,0,0,0,1.20,0.121,.00,0.00%,1.52,7.50,17.00,9t -23 1 out d1,9t end d 1,,TEX,0.0,W,3,2
13,139,2019-09-02,TEX,NYY,9-GF,,1,1.0,1,0,0,0,2,0,0,3.21,4,15,12,3,1,1,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.02,0.002,.00,0.00%,0.54,5.65,9.00,9b --- 0 out a7,9b end a 7,,NYY,1.0,W,7,0
14,142,2019-09-05,TEX,BAL,7-7,H(2),2,0.2,0,0,0,0,0,0,0,3.07,2,3,3,1,0,1,1,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,1,3.93,0.189,.00,0.00%,0.96,1.50,2.00,7b 12- 1 out a1,7b 3 out a1,,BAL,0.0,W,3,1
15,143,2019-09-06,TEX,BAL,7-7,H(3),0,1.0,0,0,0,0,0,0,0,2.87,3,10,7,0,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.44,0.112,.00,0.00%,0.55,2.25,3.00,7b --- 0 out a1,7b 3 out a1,,BAL,0.0,W,7,6
16,146,2019-09-10,TEX,TBR,10-11,L(2-3),3,1.2,3,2,0,0,3,0,0,2.60,9,36,23,8,2,4,2,2,0,0,,0,0,0,0,0,9,0,0,0,0,0,1,2.61,-0.245,.00,0.00%,-1.27,7.95,14.00,10t --- 0 out tie,11t 12- 2 out d2,,TEX,2.5,L,3,5
