Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,22,2019-04-20,BAL,MIN,7-8,,99,2.0,2,2,2,0,0,2,0,9.00,8,30,18,0,4,1,7,2,2,0,,0,0,0,0,0,8,0,0,0,0,0,0,.00,0.000,.00,0.00%,-0.91,-0.70,0.00,7t --- 0 out d9,8t 3 out d11,2,BAL,1.0,L,7,16
2,29,2019-04-28,BAL,MIN,6-6,,7,1.0,1,0,0,1,2,0,0,6.00,5,26,14,5,3,0,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.28,0.012,.14,0.00%,0.55,5.05,9.00,6b --- 0 out d4,6b 3 out d4,,MIN,2.0,L,1,4
3,31,2019-05-01,BAL,CHW,6-8,W(1-0),2,2.0,1,0,0,0,2,0,0,3.60,7,32,18,3,5,4,1,1,0,0,,2,0,0,0,0,7,0,0,0,0,0,0,2.06,0.186,.78,0.04%,1.26,11.90,24.00,6b 1-3 2 out d1,8b -2- 2 out a1,1,CHW,0.5,W,5,4
4,36,2019-05-07,BAL,BOS,5-5,L(1-1),5,1.0,2,3,3,1,2,1,0,7.50,6,27,16,7,1,0,3,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.15,-0.298,.54,-0.08%,-2.45,-1.55,0.00,5t --- 0 out tie,5t 3 out d3,,BAL,3.0,L,5,8
5,39,2019-05-11,BAL,LAA,6-7,,3,1.1,0,0,0,0,1,0,0,6.14,5,25,15,6,1,0,3,1,1,0,,2,0,0,0,0,4,0,0,0,0,0,0,.41,0.031,.12,0.01%,1.08,5.00,7.00,6t 1-3 2 out d4,7t 3 out d4,,BAL,0.0,L,2,7
6,41,2019-05-15,BAL,NYY,7-GF(8),,3,2.0,1,0,0,0,0,0,0,4.82,7,21,13,3,1,2,5,4,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.29,0.043,.08,0.01%,1.08,3.90,6.00,7b --- 0 out d2,8b end d 2,1,NYY,0.5,L,3,5
7,44,2019-05-17,BAL,CLE,6-8,H(1),1,1.1,0,0,0,1,1,0,0,4.22,5,16,7,2,1,2,1,1,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,1.01,0.085,.16,0.01%,0.65,4.40,7.00,6b 12- 2 out a3,8b 1-- 0 out a4,,CLE,0.9090909090909091,W,5,1
8,47,2019-05-20,BAL,NYY,7-7,,2,0.1,2,2,1,1,0,0,0,4.91,4,13,5,2,0,0,3,3,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.04,-0.117,.14,-0.01%,-1.68,-3.05,-2.00,7t --- 0 out a4,7t 1-3 1 out a3,,BAL,30.0,L,7,10
9,49,2019-05-22,BAL,NYY,7-8,,1,1.2,1,0,0,0,2,0,0,4.26,6,20,13,4,2,1,3,1,0,0,,2,0,0,0,0,6,0,0,0,0,0,0,.78,0.132,.07,0.01%,2.00,7.15,11.00,7t -23 1 out d2,8t 3 out d2,,BAL,0.8333333333333334,L,5,7
10,51,2019-05-24,BAL,COL,6-6,H(2),1,1.0,0,0,0,0,3,0,0,3.95,3,18,11,3,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.04,0.085,.04,0.00%,0.62,8.25,12.00,6b --- 0 out a2,6b 3 out a2,,COL,0.0,L,6,8
