Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,59,2011-06-06,COL,SDP,7-7,H(1),99,0.2,2,0,0,0,0,0,0,0.00,3,15,12,1,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,2.03,0.051,1.56,0.02%,0.23,7b --- 0 out a1,7b 1-- 2 out a1,,SDP,10.0,W,3,0,,
2,60,2011-06-07,COL,SDP,8-GF(8),,0,1.0,0,0,0,1,0,0,0,0.00,4,13,7,2,2,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.20,0.011,.16,0.01%,0.43,8b --- 0 out d2,8b end d 2,,SDP,1.0,L,0,2,,
3,62,2011-06-09,COL,LAD,6-6,,1,1.0,0,0,0,0,2,0,0,0.00,3,15,9,3,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.22,0.018,.19,0.01%,0.55,6t --- 0 out d4,6t 3 out d4,,COL,0.0,W,9,7,,
4,65,2011-06-12,COL,LAD,6-7,,2,1.0,2,2,2,2,1,0,0,4.91,7,28,13,3,3,2,2,1,0,0,,2,0,0,0,0,5,0,0,1,0,0,0,.46,0.001,.42,0.00%,-0.46,6t 1-3 1 out d4,7t 1-3 1 out d5,,COL,4.0,L,8,10,,
5,67,2011-06-14,COL,SDP,7-8,H(2),1,1.1,1,0,0,0,2,0,0,3.60,5,20,13,4,2,1,2,1,0,0,,3,0,0,0,0,5,1,0,0,0,0,0,.95,0.083,.65,0.03%,1.35,7t 123 2 out a4,8t 3 out a4,,COL,0.9090909090909091,W,6,3,,
6,71,2011-06-19,COL,DET,7-7,,4,0.0,2,3,2,1,0,0,0,7.20,3,9,3,0,0,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.38,-0.092,.37,-0.05%,-2.93,7t --- 0 out d3,7t --3 0 out d5,,COL,inf,L,1,9,,
7,72,2011-06-20,COL,CLE,5-5,,0,0.1,2,0,0,0,0,0,0,6.75,3,10,7,2,0,0,3,2,0,0,,3,2,0,0,0,3,0,0,0,0,0,0,3.52,-0.117,3.49,-0.07%,-1.25,5b 123 2 out a3,5b 3 out a1,,CLE,20.0,W,8,7,,
8,74,2011-06-22,COL,CLE,7-8,,1,1.1,1,0,0,1,3,0,0,5.40,6,20,12,2,4,1,1,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.53,0.021,.61,0.02%,0.06,7b --- 0 out d1,8b 12- 1 out d1,,CLE,1.8181818181818181,L,3,4,,
9,76,2011-06-25,COL,NYY,6-6,,2,0.1,0,0,0,1,1,0,0,5.14,2,11,6,3,1,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.07,0.003,.08,0.00%,0.38,6b --3 2 out d6,6b 3 out d6,,NYY,10.0,L,3,8,,
10,78,2011-06-27,COL,CHC,6-6,,1,1.0,0,0,0,1,2,0,0,4.50,4,22,13,5,2,0,1,1,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,.13,0.008,.11,0.00%,0.46,6b --- 0 out d4,6b 3 out d4,,CHC,1.0,L,3,7,,
11,79,2011-06-28,COL,CHW,13-GF(13),W(1-0),0,1.0,0,0,0,0,0,0,0,4.00,3,9,7,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.87,0.146,1.45,0.07%,0.55,13t --- 0 out tie,13t end tie,,COL,0.0,W,3,2,,
12,81,2011-06-30,COL,CHW,7-7,H(3),1,0.1,1,0,0,1,0,0,0,3.86,3,16,8,4,1,1,1,0,0,0,,0,0,1,0,0,2,0,0,0,0,0,0,1.57,-0.035,1.04,-0.01%,-0.24,7t --- 1 out a2,7t 1-3 2 out a2,,COL,20.0,L,4,6,,
13,83,2011-07-02,COL,KCR,6-6,H(4),1,1.0,1,0,0,0,2,0,0,3.48,4,23,14,3,3,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.90,0.051,.58,0.02%,0.55,6t --- 0 out a3,6t 3 out a3,,COL,1.0,W,9,6,,
14,85,2011-07-04,COL,ATL,6-6,,1,0.2,0,0,0,2,2,0,0,3.27,4,27,13,4,3,0,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.02,0.038,.81,0.02%,0.65,6b -2- 1 out d2,6b 3 out d2,,ATL,10.0,L,1,4,,
15,87,2011-07-06,COL,ATL,6-6,,1,1.0,1,0,0,1,1,0,0,3.00,4,12,6,2,2,1,1,1,0,0,,2,2,1,0,0,3,0,0,0,1,0,0,.18,-0.015,.10,-0.01%,-0.57,6b 12- 0 out d4,6b 3 out d6,,ATL,2.0,L,1,9,,
16,92,2011-07-14,COL,MIL,8-8,,7,1.0,0,0,0,0,1,0,0,2.77,3,15,11,2,1,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.00,0.00%,0.55,8t --- 0 out a9,8t 3 out a9,,COL,0.0,W,12,3,,
17,95,2011-07-17,COL,MIL,8-8,,2,1.0,1,0,0,0,1,0,0,2.57,4,13,8,3,0,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.65,0.033,.27,0.01%,0.55,8t --- 0 out d2,8t 3 out d2,,COL,1.0,L,3,4,,
