,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,3,2010-04-07,OAK,SEA,6-8,,99,2.1,1,0,0,1,2,0,0,0.0,9,48,27,6,5,3,3,1,1,0,,1.0,0.0,1,0,0,8,0,0,0,0,0,0,1.29,0.18600000000000003,1.47,0.13%,1.21,6t 1-- 2 out d1,8t 3 out tie,,OAK,0.9523809523809524,W,6,5,,
1,2,7,2010-04-11,OAK,LAA,7-GF,S(1),3,3.0,2,1,1,1,2,1,0,1.69,11,46,28,9,4,5,3,2,0,0,,0.0,0.0,0,0,0,10,0,0,0,1,0,0,0.6,0.134,0.76,0.10%,0.43,7b --- 0 out a1,9b end a 5,,LAA,1.0,W,9,4,,
2,3,11,2010-04-15,OAK,BAL,7-8,,3,2.0,1,1,1,1,3,0,0,2.45,8,34,22,8,6,2,2,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,1,0,0.4,0.024,0.44,0.02%,-0.02,7t --- 0 out a5,8t 3 out a4,,OAK,1.0,W,6,2,,
3,4,14,2010-04-18,OAK,BAL,8-8,,2,1.0,0,0,0,0,1,0,0,2.16,3,9,7,2,2,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.19,0.015,0.23,0.01%,0.49,8t --- 0 out d3,8t 3 out d3,,OAK,0.0,L,3,8,,
4,5,16,2010-04-21,OAK,NYY,8-GF,,2,1.2,3,1,1,1,1,0,0,2.7,9,34,20,7,5,5,2,1,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.58,-0.055999999999999994,0.67,-0.04%,-0.25,8t --- 1 out d2,9t end d 2,,OAK,3.333333333333333,L,1,3,,
5,6,18,2010-04-23,OAK,CLE,7-8,,1,2.0,0,0,0,1,2,0,0,2.25,6,25,14,6,2,2,1,0,1,0,,0.0,0.0,0,0,0,5,0,0,0,1,0,0,0.45,0.05,0.53,0.04%,0.98,7t --- 0 out a4,8t 3 out a4,,OAK,0.5,W,10,0,,
6,7,22,2010-04-28,OAK,TBR,5-5,,4,0.2,3,2,2,1,0,0,0,3.55,6,27,16,1,3,2,3,2,0,0,,1.0,1.0,0,0,0,4,0,0,0,0,1,0,0.34,-0.075,0.42,-0.06%,-2.63,5b 1-- 0 out d3,5b 1-3 2 out d6,,TBR,20.0,L,3,10,,
7,8,25,2010-05-01,OAK,TOR,7-7,H(1),2,0.1,2,1,1,0,0,0,0,4.15,2,7,3,0,1,1,1,1,0,0,,1.0,1.0,0,0,0,2,2,0,0,0,0,0,1.31,-0.159,1.44,-0.11%,-1.77,7b 1-- 2 out a3,7b 3 out a1,,TOR,20.0,W,4,3,,
8,9,27,2010-05-03,OAK,TEX,8-8,,1,1.0,0,0,0,0,1,0,0,3.86,3,15,9,4,2,1,1,0,0,0,,2.0,0.0,0,0,0,3,0,0,0,0,0,0,0.49,0.038,0.65,0.03%,1.48,8t 12- 0 out d3,8t 3 out d3,,OAK,0.0,L,2,4,,
9,10,29,2010-05-05,OAK,TEX,6-7,H(2),1,2.0,2,0,0,0,0,0,0,3.38,7,26,18,6,0,5,2,1,0,0,,2.0,1.0,0,0,0,7,1,0,0,1,0,0,2.0,0.192,2.72,0.16%,1.33,6t 1-3 0 out a3,7t 3 out a2,,OAK,1.0,W,4,1,,
