Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,28,2017-05-03,SEA,LAA,6-6,BS(1),99,0.1,3,3,3,0,0,0,0,81.00,4,16,9,2,0,0,4,3,0,0,,1,1,0,0,0,3,0,0,0,0,1,0,2.46,-0.331,2.05,-0.17%,-2.30,6t 1-- 0 out a2,6t 1-3 1 out tie,,SEA,30.0,W,8,7,,
2,30,2017-05-05,SEA,TEX,11-GF(13),L(0-1),1,2.1,1,2,2,1,2,1,0,16.88,9,37,23,4,7,0,6,2,2,0,,1,0,0,0,0,8,0,0,0,0,0,0,1.58,-0.207,1.40,-0.11%,-0.77,11t 1-- 2 out tie,13t end d 2,,SEA,0.9523809523809523,L,1,3,,
3,46,2017-05-23,SEA,WSN,5-GF(8),,17,4.0,1,0,0,0,4,0,0,6.75,13,46,33,7,6,1,8,0,5,0,,0,0,0,0,0,13,0,0,0,0,0,0,.00,0.001,.00,0.00%,2.15,5b --- 0 out d10,8b end d 9,,WSN,0.25,L,1,10,,
4,64,2017-06-11,SEA,TOR,5-8,,18,4.0,0,0,0,1,5,0,0,4.22,12,44,31,9,5,2,4,0,0,0,,0,0,0,0,0,11,0,0,0,1,0,0,.19,0.052,.13,0.02%,2.00,5t --- 0 out d4,8t 3 out d4,,SEA,0.25,L,0,4,,
5,93,2017-07-16,SEA,CHW,4-6,,34,2.1,1,0,0,2,1,0,0,3.46,10,33,19,3,5,2,5,1,2,0,,0,0,0,0,0,8,0,0,0,0,0,0,.85,0.017,.50,0.01%,0.61,4b --- 0 out d4,6b 12- 1 out a1,,CHW,1.4285714285714286,W,7,6,,
6,95,2017-07-18,SEA,HOU,7-GF(8),,1,2.0,2,1,1,0,3,0,0,3.60,7,25,17,4,3,2,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.12,-0.009,.09,0.00%,-0.01,7b --- 0 out d4,8b end d 4,,HOU,1.0,L,2,6,,
7,98,2017-07-21,SEA,NYY,7-GF,,2,3.0,2,0,0,1,1,0,0,3.00,11,34,23,5,4,4,5,4,0,0,,0,0,0,0,0,10,0,0,0,1,0,0,.14,0.023,.11,0.01%,1.50,7t --- 0 out d4,9t end d 4,,SEA,1.0,L,1,5,,
8,100,2017-07-23,SEA,NYY,7-GF,,1,3.0,2,0,0,1,4,0,0,2.57,11,45,29,4,9,0,6,3,0,0,,0,0,0,0,0,10,2,0,0,0,0,0,.52,0.080,.41,0.04%,1.50,7t --- 0 out d2,9t end d 2,,SEA,1.0,L,4,6,,
9,103,2017-07-26,SEA,BOS,8-8,,2,1.0,1,0,0,0,2,0,1,2.45,5,19,12,2,4,1,1,1,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,.29,0.013,.24,0.01%,0.89,8t 1-- 0 out d4,8t 3 out d4,,SEA,1.0,L,0,4,,
10,106,2017-07-30,SEA,NYM,7-8,,3,2.0,0,0,0,0,4,0,0,2.25,6,25,19,5,4,0,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.08,0.012,.05,0.01%,1.00,7t --- 0 out a6,8t 3 out a7,,SEA,0.0,W,9,1,,
11,110,2017-08-03,SEA,KCR,7-GF(8),L(0-2),3,2.0,4,3,2,0,0,1,0,2.77,10,27,18,3,2,4,6,3,1,0,,0,0,0,0,0,9,0,0,0,0,0,1,1.19,-0.295,1.05,-0.16%,-1.93,7b --- 0 out tie,8b end d 3,,KCR,2.0,L,4,6,,
12,112,2017-08-06,SEA,KCR,7-7,H(1),2,0.1,1,0,0,0,0,0,0,2.73,2,4,3,0,0,1,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.57,0.004,.52,0.00%,0.04,7b --- 1 out a3,7b 1-- 2 out a3,1,KCR,10.0,W,8,7,,
13,115,2017-08-09,SEA,OAK,5-7,W(1-2),2,2.2,1,0,0,0,2,0,0,2.48,9,29,20,7,3,2,5,2,0,0,,1,0,0,0,0,9,1,0,0,0,0,0,.88,0.181,.81,0.10%,1.68,5b -2- 1 out a3,7b 3 out a3,,OAK,0.45454545454545453,W,6,3,,
14,117,2017-08-11,SEA,LAA,5-5,,1,0.2,0,0,0,0,0,0,0,2.43,2,6,4,2,0,0,2,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,2.41,0.116,2.54,0.07%,0.91,5t 12- 1 out tie,5t 3 out tie,,SEA,0.0,L,5,6,,
15,121,2017-08-15,SEA,BAL,6-7,H(2),3,2.0,0,0,0,0,4,0,0,2.27,6,20,17,3,6,0,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.89,0.136,.50,0.05%,1.00,6t --- 0 out a2,7t 3 out a2,,SEA,0.0,W,3,1,,
16,122,2017-08-16,SEA,BAL,7-7,H(3),0,1.0,0,0,0,0,0,0,0,2.20,3,3,3,0,0,0,3,0,1,0,,1,0,0,0,0,3,0,0,0,0,0,0,1.21,0.089,.77,0.03%,0.89,7t 1-- 0 out a3,7t 3 out a3,,SEA,0.0,W,7,6,,
17,123,2017-08-18,SEA,TBR,9-GF,,1,0.2,1,0,0,0,2,0,0,2.16,3,13,10,0,4,0,1,1,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.05,0.003,.03,0.00%,0.53,9b 1-- 1 out a6,9b end a 6,,TBR,5.0,W,7,1,,
18,124,2017-08-19,SEA,TBR,6-6,,0,0.2,3,2,2,0,2,1,0,2.65,5,15,11,2,2,0,3,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.26,-0.122,1.01,-0.06%,-1.73,6b --- 0 out a4,6b 1-- 2 out a2,,TBR,15.0,W,7,6,,
19,126,2017-08-21,SEA,ATL,6-6,H(4),1,0.2,2,1,1,0,0,0,0,2.86,4,13,10,2,1,1,3,0,1,0,,2,2,0,0,0,3,0,1,0,0,1,0,1.66,-0.160,1.24,-0.07%,-1.72,6b 12- 0 out a4,6b 1-- 2 out a1,,ATL,10.0,W,6,5,,
20,129,2017-08-25,SEA,NYY,5-7,,3,1.2,1,0,0,0,2,0,0,2.72,6,22,17,7,3,1,3,1,0,0,,1,0,1,0,0,6,0,0,0,0,0,0,1.73,0.109,1.82,0.07%,0.76,5b --3 2 out a1,7b -2- 1 out a1,,NYY,0.8333333333333334,W,2,1,,
21,132,2017-08-28,SEA,BAL,6-GF(8),L(1-3),2,2.2,3,1,1,0,3,0,0,2.77,11,40,29,2,7,3,5,3,1,0,,3,0,1,0,0,11,1,0,0,0,0,0,1.46,0.084,1.37,0.05%,1.61,6b 123 1 out tie,8b end d 1,,BAL,1.3636363636363635,L,6,7,,
22,134,2017-08-30,SEA,BAL,5-6,,1,1.0,1,1,1,1,1,0,0,2.93,5,25,15,3,1,1,2,1,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,1.34,0.018,.83,0.01%,0.12,5b 1-- 1 out tie,6b 12- 1 out tie,,BAL,2.0,L,7,8,,
