,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,33,2018-05-05,KCA,DET,9-GF,,99,1.0,1,0,0,1,1,0,0,0.0,4,19,10,2,3,1,1,1,0,0,,0,0,0,1,0,3,1,0,0,0,0,0,0.34,0.018000000000000002,0.19,0.01%,0.51,3.05,6.0,9t --- 0 out d2,9t end d 2,,KCR,2.0,L,2,3
1,2,37,2018-05-10,KCA,BAL,7-GF(8),,4,2.0,2,0,0,0,0,0,0,0.0,8,20,15,4,1,1,7,2,3,0,,0,0,0,0,0,8,0,0,0,0,0,0,0.04,0.004,0.02,0.00%,1.0,3.3,6.0,7b --- 0 out d5,8b end d 5,,BAL,1.0,L,6,11
2,3,41,2018-05-14,KCA,TBR,8-GF,,3,1.1,1,0,0,0,3,0,0,0.0,4,18,14,4,4,1,0,0,0,0,,1,0,0,1,0,4,0,0,0,0,0,0,0.76,0.064,0.28,0.01%,0.75,8.4,13.0,8t 1-- 2 out d1,9t end d 1,,KCR,0.9090909090909092,L,1,2
3,4,43,2018-05-16,KCA,TBR,9-GF,,1,1.0,0,0,0,0,2,0,0,0.0,3,16,10,2,4,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.24,0.018000000000000002,0.07,0.00%,0.51,6.25,9.0,9t --- 0 out d2,9t end d 2,,KCR,0.0,L,3,5
4,5,46,2018-05-20,KCA,NYY,9-GF,,3,1.0,2,2,2,0,1,2,0,2.84,5,21,14,3,1,1,3,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.0,-0.001,0.0,0.00%,-1.49,-0.95,0.0,9t --- 0 out d7,9t end d 9,,KCR,2.0,L,1,10
5,6,47,2018-05-21,KCA,STL,6-7,,0,1.1,1,1,1,0,4,1,0,3.52,5,25,16,2,7,0,1,0,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,0.04,-0.002,0.01,0.00%,-0.22,8.4,13.0,6b -2- 2 out d5,7b 3 out d6,,STL,0.9090909090909092,L,0,6
6,7,53,2018-05-27,KCA,TEX,8-8,H(1),5,1.0,1,0,0,1,1,0,0,3.12,5,30,17,1,3,1,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.83,0.099,0.73,0.02%,0.56,3.05,6.0,8b --- 0 out a2,8b 3 out a2,,TEX,2.0,W,5,3
7,8,55,2018-05-29,KCA,MIN,10-10,,1,1.0,0,0,0,2,0,0,1,2.79,6,21,7,2,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.2,0.14,0.85,0.02%,0.51,0.45,3.0,10t --- 0 out tie,10t 3 out tie,,KCR,2.0,W,2,1
8,9,57,2018-06-01,KCA,OAK,9-GF,,2,1.0,3,3,3,0,1,1,0,5.06,6,27,19,3,5,0,5,2,0,0,,3,3,0,0,0,5,1,1,0,0,1,0,0.0,0.0,0.0,0.00%,-3.65,-3.55,-3.0,9t 123 0 out d10,9t end d16,,KCR,3.0,L,0,16
9,10,59,2018-06-03,KCA,OAK,9-GF,,1,1.0,1,0,0,0,0,0,0,4.63,3,7,6,0,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.09,0.004,0.02,0.00%,0.51,1.65,3.0,9t --- 0 out d4,9t end d 4,,KCR,1.0,L,1,5
10,11,60,2018-06-04,KCA,LAA,7-7,,0,1.0,1,0,0,0,1,0,0,4.26,3,16,11,2,2,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.24,0.08800000000000001,0.27,0.01%,0.5,3.65,6.0,7b --- 0 out tie,7b 3 out tie,,LAA,1.0,L,6,9
