,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,10,2018-04-10,SFN,ARI,GS-4,,99,4.0,3,2,2,5,3,0,1,4.5,20,87,45,19,4,4,7,3,1,0,46.0,,,1,0,0,14,1,0,0,1,0,0,0.87,-0.062,0.96,-0.04%,-0.2,5.6,15.0,1t start tie,4t 3 out d2,,SFG,2.0,W,5,4
1,2,15,2018-04-15,SFN,SDP,GS-4,L(0-1),4,3.2,6,5,5,3,6,0,0,8.22,20,79,52,16,14,6,5,4,1,0,32.0,,,1,0,0,17,3,0,0,0,0,0,1.01,-0.337,0.93,-0.19%,-3.41,4.85,14.0,1b start tie,4b 1-- 2 out d4,,SDP,2.8125,L,1,10
2,3,32,2019-05-03,SFN,CIN,GS-3,,99,2.1,7,8,7,2,3,2,0,27.0,17,65,41,9,10,7,5,2,0,0,14.0,,,0,0,0,15,2,0,0,0,0,0,0.49,-0.344,0.31,-0.13%,-7.32,-8.15,-5.0,1b start tie,3b 12- 1 out d8,,CIN,4.285714285714286,W,12,11
3,4,37,2019-05-09,SFN,COL,4-6,L(0-1),5,2.0,3,2,2,3,2,0,0,18.69,12,56,33,7,7,2,5,1,0,0,,0.0,0.0,0,0,0,9,1,0,0,0,0,0,0.83,-0.085,0.58,-0.04%,-0.39,0.9,6.0,4b --- 0 out d2,6b -2- 0 out tie,,COL,3.0,L,11,12
4,5,41,2019-05-14,SFN,TOR,2-4,,4,2.1,4,1,1,3,5,0,0,13.5,14,61,35,12,7,3,3,1,1,0,,0.0,0.0,0,0,0,11,0,0,0,0,0,0,0.91,-0.122,0.48,-0.04%,-1.08,9.05,19.0,2t --- 0 out d3,4t 123 1 out d2,,SFG,3.333333333333333,L,3,7
5,6,55,2019-05-30,SFN,MIA,GS-6,,15,6.0,5,1,1,3,4,0,0,7.82,24,94,60,18,9,11,6,2,2,0,59.0,,,0,0,0,21,1,0,1,2,0,0,0.95,0.17,0.19,0.02%,1.98,14.7,27.0,1b start tie,6b 3 out d1,,MIA,1.3333333333333333,W,3,1
6,7,60,2019-06-05,SFN,NYM,GS-5,L(0-2),5,5.0,5,6,5,4,5,2,1,8.15,25,101,57,10,16,6,9,4,0,0,36.0,,,0,0,0,19,1,0,0,1,1,0,0.63,-0.23800000000000002,0.19,-0.04%,-3.57,5.25,15.0,1b start tie,5b 3 out d6,,NYM,1.8,L,0,7
7,8,65,2019-06-11,SFN,SDP,GS-5,,5,4.2,5,4,4,2,7,1,0,8.06,21,95,61,18,9,6,6,2,0,0,43.0,,,1,0,0,19,0,0,0,0,0,0,1.24,-0.063,0.18,-0.01%,-0.29,12.3,23.0,1t start tie,5t 123 2 out a1,,SFG,1.6666666666666663,W,6,5
8,9,70,2019-06-17,SFN,LAD,GS-6,W(1-2),5,6.0,3,1,1,5,7,1,0,6.67,26,97,57,22,9,8,6,2,0,0,64.0,,,0,0,0,21,0,0,0,0,0,0,1.29,0.275,0.32,0.04%,2.05,24.7,48.0,1b start tie,6b 3 out a2,,LAD,1.3333333333333333,W,3,2
9,10,75,2019-06-22,SFN,ARI,GS-5,,4,4.0,6,4,4,3,3,0,0,6.96,21,95,56,18,7,5,10,6,0,0,34.0,,,2,0,0,18,1,0,0,0,0,0,1.14,-0.247,0.22,-0.03%,-2.49,1.6,9.0,1b start tie,5b -2- 0 out a1,,ARI,2.25,W,7,4
