,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,143,2018-09-09,ARI,ATL,9-9,,99,0.0,3,3,3,0,0,2,0,inf,3,8,5,1,0,0,3,1,0,0,,0,0,0,0,0,3,0,1,0,0,0,0,0.21,-0.076,0.42,-0.09%,-3.0,-7.8,-9.0,9t --- 1 out d2,9t --- 1 out d5,,ARI,inf,L,5,9
1,2,144,2018-09-10,ARI,COL,8-GF(8),,0,0.1,0,0,0,0,0,0,0,81.0,1,2,2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.12,0.75,1.0,8b --- 2 out d11,8b end d11,,COL,0.0,L,2,13
2,3,147,2018-09-13,ARI,COL,8-GF(8),,2,1.0,0,0,0,0,2,0,0,20.25,3,10,7,5,1,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.01,0.00%,0.57,6.25,9.0,8b --- 0 out d7,8b end d 7,,COL,0.0,L,3,10
3,4,149,2018-09-15,ARI,HOU,7-GF(8),,1,1.1,0,0,0,0,0,0,0,10.13,4,11,7,2,0,2,2,0,1,0,,2,0,0,0,0,4,0,0,0,0,0,0,0.0,0.001,0.0,0.00%,0.95,3.0,4.0,7b 12- 2 out d8,8b end d 7,,HOU,0.0,L,4,10
4,5,151,2018-09-17,ARI,CHC,8-GF,,1,1.1,1,0,0,0,2,0,0,6.75,5,18,14,3,1,3,0,0,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,0.04,0.003,0.02,0.00%,0.74,6.4,10.0,8t 1-- 2 out d5,9t end d 5,,ARI,0.9090909090909092,L,1,5
5,6,154,2018-09-21,ARI,COL,9-GF,,3,1.0,1,0,0,0,1,0,0,5.4,4,15,12,3,2,2,1,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.05,0.004,0.01,0.00%,0.51,3.65,6.0,9t --- 0 out d4,9t end d 4,,ARI,1.0,L,2,6
6,7,156,2018-09-23,ARI,COL,8-8,,1,1.0,0,0,0,1,3,0,0,4.5,4,21,12,3,4,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.41,0.028999999999999998,0.0,0.00%,0.51,7.65,12.0,8t --- 0 out d2,8t 3 out d2,,ARI,1.0,L,0,2
7,8,158,2018-09-25,ARI,LAD,8-8,H(1),1,1.0,1,0,0,0,2,0,0,3.86,4,12,9,3,4,0,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,2.74,0.121,0.0,0.00%,0.51,5.65,9.0,8t --- 0 out a1,8t 3 out a1,,ARI,1.0,W,4,3
8,9,160,2018-09-28,ARI,SDP,8-8,,2,1.0,0,0,0,0,1,0,0,3.38,3,14,7,1,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.37,0.10099999999999999,0.0,0.00%,0.45,4.25,6.0,8b --- 0 out tie,8b 3 out tie,,SDP,0.0,L,2,3
9,10,162,2018-09-30,ARI,SDP,8-8,,1,1.0,1,0,0,0,0,0,0,3.0,4,18,11,5,0,4,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,1,2.19,0.10099999999999999,0.0,0.00%,0.45,1.65,3.0,8b --- 0 out tie,8b 3 out tie,,SDP,1.0,L,3,4
10,11,2,2019-03-29,ARI,LAD,6-6,,99,1.0,1,0,0,1,0,0,0,0.0,5,21,9,1,1,1,3,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.41,0.018000000000000002,0.41,0.01%,0.51,1.05,3.0,6b --- 0 out d3,6b 3 out d3,,LAD,2.0,W,5,4
11,12,4,2019-03-31,ARI,LAD,5-6,,1,1.2,0,0,0,2,1,0,0,0.0,7,24,14,4,1,3,1,0,1,0,,1,0,0,0,0,5,0,0,0,0,0,0,1.79,0.146,1.87,0.09%,1.04,4.55,8.0,5b 1-- 1 out a2,6b 3 out a2,,LAD,1.6666666666666667,L,7,8
12,13,6,2019-04-02,ARI,SDP,7-7,H(1),1,0.1,0,0,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.36,0.039,1.42,0.02%,0.23,0.75,1.0,7b 1-- 2 out a2,7b 3 out a2,,SDP,0.0,W,8,5
13,14,8,2019-04-05,ARI,BOS,9-GF,,2,0.2,1,0,0,0,0,0,0,0.0,2,5,4,1,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,0.03,0.0,0.03,0.00%,0.29,0.9,2.0,9t --- 1 out a7,9t end a 7,,ARI,5.0,W,15,8
14,15,9,2019-04-06,ARI,BOS,6-6,H(2),0,1.0,0,0,0,0,0,0,0,0.0,3,7,5,2,0,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.06,0.08199999999999999,0.99,0.05%,0.54,2.25,3.0,6t --- 0 out a1,6t 3 out a1,,ARI,0.0,W,5,4
15,16,12,2019-04-10,ARI,TEX,6-6,,3,0.0,1,0,0,1,0,0,0,0.0,2,7,3,1,1,0,1,1,0,0,,1,0,0,0,0,1,1,0,0,0,0,0,1.98,-0.172,1.94,-0.10%,-1.46,-1.2,0.0,6t 1-- 0 out tie,6t 123 0 out tie,,ARI,inf,L,2,5
16,17,14,2019-04-12,ARI,SDP,8-8,,1,1.0,0,0,0,0,2,0,0,0.0,3,12,8,2,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.72,0.055999999999999994,0.8,0.04%,0.54,6.25,9.0,8t --- 0 out d1,8t 3 out d1,,ARI,0.0,L,1,2
