,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,12,2009-04-20,WAS,ATL,GS-6,W(1-0),99,6.0,6,2,2,1,3,1,0,3.0,22,72,51,8,10,9,9,4,3,0,54.0,,,0,0,0,21,2,1,0,2,0,0,1.1,0.09699999999999999,0.52,0.03%,0.96,1t start tie,6t 3 out tie,,WSN,1.1666666666666667,W,3,2,,
1,2,17,2009-04-26,WAS,NYM,GS-6,W(2-0),5,5.1,6,1,1,2,5,0,1,2.38,24,103,62,17,4,8,8,1,2,0,55.0,,,1,1,0,21,0,1,0,0,0,0,0.91,0.1,0.41,0.03%,1.39,1b start tie,6b 1-- 1 out a7,,NYM,1.5686274509803924,W,8,1,,
2,3,22,2009-05-01,WAS,STL,GS-6,L(2-1),4,5.2,8,5,5,0,6,3,0,4.24,25,101,71,21,9,9,10,4,0,0,39.0,,,0,0,0,25,1,0,0,0,0,0,0.54,-0.185,0.2,-0.04%,-2.27,1t start tie,6t 1-- 2 out d5,,WSN,1.5384615384615383,L,2,6,,
3,4,27,2009-05-07,WAS,LAD,GS-6,,5,6.0,6,6,6,3,4,1,0,5.48,26,95,63,25,3,8,11,4,2,0,37.0,,,1,0,0,22,0,1,0,1,1,0,0.4,-0.36200000000000004,0.18,-0.10%,-3.16,1b start tie,6b 3 out d5,,LAD,1.5,W,11,9,,
4,5,32,2009-05-12,WAS,SFG,GS-6,,4,6.0,7,5,5,2,8,0,1,5.9,27,104,66,22,11,7,9,7,1,0,44.0,,,1,0,0,24,1,0,0,0,0,0,0.78,-0.26899999999999996,0.37,-0.08%,-1.95,1b start tie,6b 3 out d4,,SFG,1.5,L,7,9,,
5,6,37,2009-05-17,WAS,PHI,GS-5,,4,5.0,7,5,5,3,6,0,1,6.35,25,108,67,16,11,2,13,7,1,0,36.0,,,1,1,0,20,2,0,0,0,0,0,1.3,-0.247,0.46,-0.05%,-2.53,1t start tie,5t 3 out tie,,WSN,2.0,L,6,8,,
6,7,42,2009-05-22,WAS,BAL,GS-7,,4,7.0,6,2,2,1,7,1,0,5.71,27,97,65,26,8,8,11,4,1,0,63.0,,,0,0,0,26,1,0,0,1,0,0,0.85,0.18899999999999997,0.16,0.02%,1.45,1t start tie,7t 3 out tie,,WSN,1.0,L,2,4,,
7,8,47,2009-05-27,WAS,NYM,GS-6,L(2-2),4,5.0,8,5,5,2,8,1,0,6.07,24,100,66,24,10,9,5,2,1,0,37.0,,,0,1,0,22,2,0,0,0,0,0,0.96,-0.365,0.11,-0.03%,-3.2,1b start tie,6b -2- 0 out d2,,NYM,2.0,L,4,7,,
8,9,52,2009-06-04,WAS,SFG,GS-6,L(2-3),7,6.0,3,2,2,0,7,0,0,5.71,21,92,64,14,10,9,5,2,1,0,65.0,,,0,0,0,21,1,0,0,0,0,0,0.67,0.035,0.03,0.00%,0.96,1t start tie,6t 3 out d2,1.0,WSN,0.5,L,1,5,,
9,10,61,2009-06-13,WAS,TBR,GS-5,,8,5.0,4,1,1,2,6,1,0,5.37,20,92,64,16,10,8,4,2,0,0,59.0,,,2,0,1,17,1,0,0,1,0,1,1.36,0.193,0.01,0.00%,1.66,1b start a 1,5b 3 out a1,,TBR,1.2,L,3,8,,
10,11,66,2009-06-19,WAS,TOR,GS-6,,5,5.2,5,1,1,3,3,0,0,5.03,26,106,69,22,9,6,14,6,4,0,55.0,,,0,0,0,23,0,0,0,0,0,1,1.1,0.127,0.01,0.00%,1.53,1t start tie,6t 12- 2 out tie,,WSN,1.5384615384615383,W,2,1,,
11,12,71,2009-06-25,WAS,BOS,GS-7,W(3-3),5,7.0,5,1,1,1,6,0,0,4.65,27,109,77,16,11,9,11,4,4,0,68.0,,,1,0,0,25,0,0,0,0,1,0,0.45,0.17,0.0,0.00%,2.45,1t start tie,7t 3 out a6,,WSN,0.8571428571428571,W,9,3,,
12,13,77,2009-07-01,WAS,FLA,GS-6,,5,6.0,6,2,2,1,6,0,0,4.52,24,100,74,17,6,7,10,3,0,0,57.0,,,0,1,0,23,2,0,0,0,0,1,0.89,0.057,0.0,0.00%,1.05,1b start tie,6b 3 out d1,,FLA,1.1666666666666667,L,3,5,,
13,14,82,2009-07-07,WAS,COL,GS-4,,5,4.0,7,4,2,4,3,0,0,4.52,22,94,59,13,7,6,9,7,0,0,35.0,,,1,1,1,16,1,0,0,0,1,1,1.38,-0.212,0.0,0.00%,-1.77,1b start tie,4b 3 out tie,,COL,2.75,L,4,5,,
14,15,87,2009-07-12,WAS,HOU,GS-7,L(3-4),4,6.1,5,4,3,3,6,1,1,4.5,27,102,67,15,9,10,7,2,1,0,52.0,,,0,0,0,22,1,0,0,1,0,1,0.9,-0.013000000000000001,0.0,0.00%,-1.1,1b start tie,7b 1-- 1 out d4,,HOU,1.3114754098360657,L,0,5,,
15,16,90,2009-07-18,WAS,CHC,GS-6,L(3-5),5,5.1,6,5,4,1,8,1,0,4.63,24,100,74,16,13,7,8,3,0,0,45.0,,,0,0,0,22,2,1,0,0,0,1,1.12,-0.308,0.0,0.00%,-2.3,1t start tie,6t --- 1 out d1,,WSN,1.3725490196078431,L,5,6,,
16,17,128,2010-08-26,WAS,STL,GS-4,,99,4.0,7,5,5,1,4,1,1,11.25,20,70,42,14,4,6,8,4,0,0,31.0,,,0,0,0,18,1,0,0,1,0,0,1.31,-0.40700000000000003,0.0,0.00%,-3.07,1t start tie,4t 3 out d2,,WSN,2.0,W,11,10,,
17,18,133,2010-08-31,WAS,FLA,GS-6,,4,6.0,1,0,0,0,9,0,0,4.5,18,86,55,18,8,3,6,2,0,0,79.0,,,0,0,0,18,1,0,0,0,0,0,0.81,0.35600000000000004,0.0,0.00%,3.01,1b start tie,6b 3 out tie,,FLA,0.16666666666666666,L,0,1,,
18,19,138,2010-09-06,WAS,NYM,GS-4,,5,4.0,3,3,1,4,2,0,0,3.86,20,79,48,14,5,8,6,0,1,0,46.0,,,1,0,0,15,1,0,1,0,1,1,1.09,-0.138,0.0,0.00%,-1.07,1t start tie,4t 3 out d2,,WSN,1.75,W,13,3,,
19,20,143,2010-09-12,WAS,FLA,GS-3,L(0-1),5,3.0,5,5,4,3,1,2,0,5.29,18,80,50,18,2,6,8,2,1,0,29.0,,,2,0,0,14,0,0,0,0,0,1,0.9,-0.369,0.0,0.00%,-3.55,1t start tie,3t 3 out d3,,WSN,2.6666666666666665,L,5,6,,
20,21,148,2010-09-18,WAS,PHI,GS-3,L(0-2),5,3.0,9,5,5,1,3,3,0,6.75,18,76,45,12,4,6,8,3,1,0,23.0,,,0,1,0,17,2,0,0,0,0,0,0.93,-0.33399999999999996,0.0,0.00%,-3.51,1b start a 1,3b 3 out d4,,PHI,3.333333333333333,L,2,5,,
21,22,154,2010-09-24,WAS,ATL,GS-5,W(1-2),5,5.0,3,1,1,1,5,1,1,5.76,20,83,56,19,6,10,4,1,1,0,61.0,,,0,0,0,18,0,0,0,0,0,0,1.06,0.172,0.0,0.00%,1.42,1t start tie,5t 3 out a2,,WSN,0.8,W,8,3,,
22,23,160,2010-10-01,WAS,NYM,GS-6,,6,6.0,3,1,1,0,3,1,0,4.94,21,82,58,22,2,10,8,3,1,0,65.0,,,0,0,0,21,0,0,0,0,0,0,0.69,0.153,0.0,0.00%,1.84,1b start tie,6b 3 out d1,,NYM,0.5,L,1,2,,
23,24,3,2011-04-03,WAS,ATL,GS-6,L(0-1),99,6.0,4,3,2,3,2,0,0,3.0,25,84,54,13,6,7,13,2,4,0,53.0,,,1,0,0,22,1,1,0,0,0,0,0.86,-0.10099999999999999,0.88,-0.06%,-0.26,1t start tie,6t 3 out d2,,WSN,1.1666666666666667,L,2,11,,
24,25,7,2011-04-08,WAS,NYM,GS-6,W(1-1),4,5.1,6,2,2,0,4,0,0,3.18,22,99,68,18,4,4,14,5,1,0,52.0,,,0,0,0,21,3,0,0,0,1,0,1.2,-0.013999999999999999,1.14,-0.01%,0.01,1b start tie,6b -2- 1 out a1,,NYM,1.1764705882352942,W,6,2,,
25,26,12,2011-04-14,WAS,PHI,GS-8,L(1-2),5,7.0,5,4,1,0,4,1,0,2.45,27,85,64,19,7,12,11,6,0,0,61.0,,,0,0,0,27,1,0,0,0,0,1,0.73,-0.034,0.8,-0.02%,-0.62,1t start tie,8t 123 0 out d2,,WSN,0.7142857142857143,L,0,4,,
26,27,17,2011-04-20,WAS,STL,GS-6,L(1-3),5,6.0,8,5,5,2,3,0,0,3.7,28,96,67,17,3,12,11,4,2,0,37.0,,,0,0,0,24,1,0,0,0,0,0,1.02,-0.41,1.13,-0.27%,-2.31,1b start tie,6b 3 out d2,2.0,STL,1.6666666666666667,L,3,5,,
27,28,22,2011-04-26,WAS,NYM,GS-6,L(1-4),5,5.1,9,5,5,0,1,0,0,4.55,24,73,53,17,0,14,9,6,0,0,31.0,,,0,0,1,23,3,0,0,0,0,0,1.09,-0.157,1.06,-0.09%,-1.12,1t start tie,6t 12- 1 out tie,,WSN,1.7647058823529411,L,4,6,,
28,29,27,2011-05-01,WAS,SFG,GS-6,W(2-4),4,6.0,6,2,2,2,4,0,0,4.29,26,107,69,22,6,7,13,2,2,0,54.0,,,0,0,0,24,2,0,1,0,0,0,1.11,0.11800000000000001,0.9,0.06%,0.74,1t start tie,6t 3 out a1,,WSN,1.3333333333333333,W,5,2,,
29,30,32,2011-05-06,WAS,FLA,GS-6,,4,6.0,5,2,2,2,6,0,0,4.1,23,89,61,19,9,5,10,5,1,0,58.0,,,0,1,0,20,1,0,0,0,1,0,1.3,0.037000000000000005,1.03,0.02%,0.77,1b start tie,6b 3 out tie,,FLA,1.1666666666666667,W,3,2,,
30,31,37,2011-05-12,WAS,ATL,GS-7,,5,6.1,5,3,3,2,11,1,0,4.13,26,103,65,23,11,5,8,2,1,0,60.0,,,0,0,0,24,0,0,0,0,0,0,0.95,0.136,1.03,0.09%,1.36,1b start tie,7b 12- 1 out a4,,ATL,1.1475409836065575,L,5,6,,
31,32,46,2011-05-22,WAS,BAL,GS-7,L(2-5),9,6.1,4,2,2,1,5,1,0,3.98,24,94,64,20,4,7,11,5,2,0,61.0,,,0,0,0,23,1,0,0,0,0,0,1.01,-0.042,0.69,-0.02%,1.05,1b start tie,7b 1-- 1 out d1,,BAL,0.819672131147541,L,1,2,,
32,33,51,2011-05-28,WAS,SDP,GS-6,L(2-6),5,6.0,5,2,2,1,4,0,0,3.88,24,100,67,18,12,7,11,4,0,0,57.0,,,1,0,1,22,1,1,0,0,0,0,0.89,0.008,0.42,0.00%,0.74,1t start tie,6t 3 out d2,,WSN,1.0,L,1,2,,
33,34,56,2011-06-02,WAS,ARI,GS-7,W(3-6),4,7.0,6,1,1,1,4,0,0,3.61,27,97,66,14,8,11,11,5,0,0,64.0,,,0,0,0,25,2,0,0,1,0,0,0.82,0.251,0.37,0.07%,2.3,1b start a 3,7b 3 out a3,,ARI,1.0,W,6,1,,
34,35,61,2011-06-07,WAS,SFG,GS-7,W(4-6),4,7.0,5,1,1,1,3,0,0,3.39,26,91,61,13,10,7,15,6,3,0,65.0,,,0,1,0,25,1,1,0,0,0,0,1.07,0.33,0.44,0.08%,1.95,1b start tie,7b 3 out a1,,SFG,0.8571428571428571,W,2,1,,
35,36,66,2011-06-12,WAS,SDP,GS-7,,4,7.0,4,0,0,1,10,0,1,3.1,26,101,69,19,14,6,8,3,0,0,78.0,,,0,1,0,24,0,0,0,0,0,0,1.26,0.413,0.57,0.11%,2.98,1b start tie,7b 3 out tie,,SDP,0.7142857142857143,W,2,0,,
36,37,71,2011-06-18,WAS,BAL,GS-7,W(5-6),5,6.1,8,2,2,2,2,1,0,3.08,28,99,59,15,9,11,13,4,1,0,49.0,,,0,1,0,26,1,0,0,0,0,0,1.09,0.091,0.81,0.04%,0.34,1t start tie,7t 12- 1 out a2,,WSN,1.639344262295082,W,4,2,,
37,38,76,2011-06-24,WAS,CHW,GS-7,,5,7.0,6,0,0,1,4,0,1,2.85,28,94,66,18,9,6,16,8,2,0,68.0,,,0,0,0,26,0,0,0,1,0,0,1.35,0.45399999999999996,1.27,0.26%,3.72,1b start tie,7b 3 out tie,,CHW,1.0,W,9,5,,
38,39,81,2011-06-29,WAS,LAA,CG(8),L(5-7),4,8.0,4,1,0,1,4,0,0,2.63,28,93,60,11,9,12,11,1,3,0,75.0,,,0,0,0,27,0,0,0,1,0,1,0.81,0.213,0.66,0.11%,2.69,1b start tie,8b 3 out d1,,LAA,0.625,L,0,1,,
39,40,86,2011-07-04,WAS,CHC,GS-6,,4,6.0,8,4,4,1,5,0,0,2.82,26,93,66,14,8,7,13,5,1,0,44.0,,,0,0,0,25,1,1,0,0,0,0,1.21,-0.207,0.78,-0.08%,-1.26,1t start tie,6t 3 out d2,,WSN,1.5,W,5,4,,
