,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,108,2018-08-02,WAS,CIN,9-GF,,99,1.0,2,2,2,1,0,0,0,18.0,6,19,11,2,2,3,2,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.01,0.0,0.01,0.00%,-1.49,-3.55,-3.0,9t --- 0 out a8,9t end a 6,,WSN,3.0,W,10,4
1,2,109,2018-08-04,WAS,CIN,8-9,,1,1.1,0,0,0,3,1,0,0,7.71,7,23,8,2,2,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.02,0.001,0.02,0.00%,-0.39,3.2,7.0,8t --- 0 out d6,9t -23 1 out d6,1.0,WSN,2.727272727272727,L,1,7
2,3,124,2018-08-18,WAS,MIA,6-7,,13,1.2,2,0,0,0,2,0,0,4.5,8,27,18,2,4,4,2,1,0,0,,2,2,0,0,0,8,0,0,0,0,0,1,1.8,-0.151,0.85,-0.04%,-0.56,6.55,11.0,6t 12- 1 out tie,7t 3 out d2,,WSN,1.6666666666666667,L,5,7
3,4,126,2018-08-21,WAS,PHI,6-6,W(1-0),2,1.0,1,0,0,0,0,0,0,3.6,4,20,14,0,4,2,2,1,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,1.01,-0.085,0.42,-0.02%,-0.49,5.65,15.0,6t 12- 0 out d1,6t 3 out d3,,WSN,1.0,W,10,4
4,5,127,2018-08-22,WAS,PHI,9-9,,0,0.2,1,0,0,1,0,0,0,3.18,5,15,7,1,0,3,1,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,1.19,-0.012,0.58,0.00%,-0.27,0.3,2.0,9t --- 0 out d1,9t 123 2 out d1,,WSN,10.0,W,8,7
5,6,133,2018-08-28,WAS,PHI,7-7,,5,0.1,0,0,0,0,1,0,0,3.0,1,3,3,1,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.39,0.01,0.13,0.00%,0.1,2.75,4.0,7b --- 2 out d1,7b 3 out d1,,PHI,0.0,W,5,4
6,7,134,2018-08-29,WAS,PHI,6-7,L(1-1),0,1.2,1,1,1,1,2,0,1,3.52,8,42,24,5,2,2,2,1,0,0,,0,0,1,0,0,6,0,0,0,0,0,0,1.89,-0.124,0.76,-0.03%,-0.45,3.95,8.0,6b --- 0 out tie,7b 12- 2 out d1,,PHI,1.6666666666666667,L,6,8
7,8,135,2018-08-31,WAS,MIL,8-8,,1,1.0,0,0,0,0,0,0,0,3.12,3,3,3,0,0,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.21,0.016,0.05,0.00%,0.51,2.25,3.0,8t --- 0 out d3,8t 3 out d3,,WSN,0.0,L,1,4
8,9,136,2018-09-01,WAS,MIL,7-7,,0,0.2,2,1,1,0,0,1,0,3.86,4,10,7,0,2,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.63,-0.105,0.12,-0.01%,-0.72,-1.7,-1.0,7t --- 0 out d1,7t 1-- 2 out d2,,WSN,10.0,W,5,4
9,10,138,2018-09-03,WAS,STL,8-8,,1,0.0,1,0,0,1,0,0,1,3.86,3,6,2,0,0,0,1,1,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,0.69,-0.079,0.1,-0.01%,-1.84,-1.8,0.0,8t --- 0 out d2,8t 123 0 out d2,,WSN,inf,W,4,3
10,11,139,2018-09-04,WAS,STL,6-6,,0,0.1,0,0,0,0,0,0,0,3.72,1,3,3,0,1,1,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,1.35,0.034,0.32,0.01%,0.78,0.75,1.0,6t 123 2 out d3,6t 3 out d3,,WSN,0.0,L,8,11
11,12,141,2018-09-06,WAS,CHC,10-GF(10),L(1-2),1,1.0,3,2,2,1,2,0,0,5.06,7,20,15,4,2,2,2,2,0,0,,0,0,0,0,0,6,2,0,1,0,0,0,1.66,-0.406,0.21,-0.03%,-1.49,-0.15,3.0,10t --- 0 out tie,10t end d 2,,WSN,4.0,L,4,6
12,13,145,2018-09-11,WAS,PHI,6-6,,4,0.1,0,0,0,0,1,0,0,4.91,1,6,4,1,2,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.48,0.013999999999999999,0.04,0.00%,0.23,2.75,4.0,6b 1-- 2 out d2,6b 3 out d2,2.0,PHI,0.0,W,7,6
13,14,147,2018-09-13,WAS,CHC,6-7,,1,1.2,1,1,1,0,1,1,0,4.97,6,18,14,4,4,2,3,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.74,-0.08199999999999999,0.06,0.00%,-0.22,3.15,5.0,6t --- 1 out tie,7t 3 out d1,,WSN,0.8333333333333334,L,3,4
14,15,148,2018-09-14,WAS,ATL,8-8,,0,0.0,2,2,2,0,0,0,0,6.39,2,11,7,0,2,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.29,-0.021,0.02,0.00%,-0.99,-5.2,-6.0,8b --- 0 out d2,8b 12- 0 out d2,,ATL,inf,L,5,10
15,16,151,2018-09-17,WAS,MIA,6-6,BS(1),2,0.1,4,3,3,0,0,0,0,8.31,5,15,11,1,1,4,1,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,2.38,-0.442,0.11,-0.01%,-2.68,-7.65,-8.0,6b --- 0 out a2,6b 1-3 1 out tie,,MIA,40.0,L,5,8
16,17,154,2018-09-21,WAS,NYM,8-8,,3,1.0,0,0,0,1,2,0,0,7.71,4,17,11,1,7,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.21,0.016,0.0,0.00%,0.51,5.65,9.0,8t --- 0 out d3,8t 3 out d3,,WSN,1.0,L,2,4
17,18,155,2018-09-22,WAS,NYM,8-8,,0,1.0,0,0,0,1,0,0,0,7.2,4,16,8,5,0,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.13,0.006,0.0,0.00%,0.51,1.65,3.0,8t --- 0 out a6,8t 3 out a6,,WSN,1.0,W,6,0
18,19,156,2018-09-23,WAS,NYM,7-7,,0,1.0,0,0,0,1,0,0,0,6.75,3,11,5,1,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,0.16,0.006999999999999999,0.0,0.00%,0.51,1.65,3.0,7t --- 0 out d5,7t 3 out d5,,WSN,1.0,L,6,8
19,20,158,2018-09-25,WAS,MIA,9-GF,,1,1.0,2,1,0,0,0,0,0,6.35,5,17,13,5,1,2,3,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.09,0.003,0.0,0.00%,-0.49,1.05,3.0,9t --- 0 out a6,9t end a 5,,WSN,2.0,W,9,4
20,21,160,2018-09-28,WAS,COL,7-7,,2,1.0,1,0,0,0,0,0,0,6.0,3,9,6,2,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.26,0.015,0.0,0.00%,0.57,1.65,3.0,7b --- 0 out d3,7b 3 out d3,,COL,1.0,L,2,5
21,22,162,2018-09-30,WAS,COL,5-5,,1,1.0,0,0,0,1,0,0,0,5.68,4,21,11,1,1,1,2,1,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,0.06,0.003,0.0,0.00%,0.57,1.65,3.0,5b --- 0 out d7,5b 3 out d7,,COL,1.0,L,0,12
22,23,49,2019-05-22,TOR,BOS,12-GF(13),L(0-1),99,1.1,2,1,1,0,0,1,0,6.75,5,15,11,4,1,2,3,2,0,0,,1,0,0,0,0,5,0,0,0,1,0,0,1.27,-0.268,0.56,-0.07%,-0.22,-0.2,1.0,12t 1-- 2 out d1,13t end d 1,,TOR,1.818181818181818,L,5,6
23,24,96,2019-07-21,,TBR,8-GF(8),,59,0.1,0,0,0,0,0,0,0,5.4,1,7,4,2,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.15,0.004,0.01,0.00%,0.11,0.75,1.0,8b --- 2 out d2,8b end d 2,,TBR,0.0,L,2,4
24,25,98,2019-07-23,,MIA,8-8,,1,1.0,0,0,0,0,1,0,0,3.38,3,7,7,2,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,1,0.14,0.009000000000000001,0.01,0.00%,0.54,4.25,6.0,8t --- 0 out d4,8t 3 out d4,,CHW,0.0,L,1,5
