Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,45,2017-05-24,MIA,OAK,8-GF(8),,99,1.0,1,0,0,0,1,0,0,0.00,4,24,19,5,1,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.11,0.006,.04,0.00%,0.50,8b --- 0 out d3,8b end d 3,,OAK,1.0,L,1,4,,
2,62,2017-06-11,MIA,PIT,7-7,,17,1.0,2,0,0,1,1,0,0,0.00,6,15,10,0,5,3,1,1,0,0,,0,0,0,0,0,5,0,0,1,0,0,0,.37,0.013,.18,0.00%,0.50,7b --- 0 out d3,7b 3 out d3,,PIT,3.0,L,1,3,,
3,64,2017-06-14,MIA,OAK,9-GF,,2,1.0,2,1,1,1,2,0,0,3.00,6,33,26,3,4,2,1,0,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.21,0.002,.10,0.00%,-0.54,9t --- 0 out a6,9t end a 5,,MIA,3.0,W,11,6,,
4,67,2017-06-18,MIA,ATL,9-GF,L(0-1),3,0.1,3,1,1,0,0,0,0,5.40,4,17,10,2,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,3.05,-0.359,1.58,-0.11%,-1.41,9b --- 0 out tie,9b end d 1,,ATL,30.0,L,4,5,,
5,82,2017-07-04,MIA,STL,6-6,H(1),15,1.0,1,0,0,0,1,0,0,4.15,4,9,9,2,3,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.31,0.055,.33,0.01%,0.51,6b --- 0 out a3,6b 3 out a3,,STL,1.0,W,5,2,,
6,83,2017-07-05,MIA,STL,6-6,H(2),0,0.1,1,0,0,0,0,0,0,3.86,2,9,6,2,0,2,0,0,0,0,,3,2,0,0,0,2,1,0,0,0,0,0,2.90,-0.057,.84,-0.01%,-1.22,6b 123 2 out a4,6b 3 out a2,,STL,10.0,W,9,6,,
7,86,2017-07-08,MIA,SFG,6-6,,2,0.0,0,0,0,1,0,0,0,3.86,1,6,2,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1.91,-0.039,.62,-0.01%,-0.23,6b -2- 1 out a2,6b 12- 1 out a2,,SFG,inf,W,5,4,,
8,89,2017-07-15,MIA,LAD,4-5,,6,2.0,1,1,1,1,4,0,0,4.05,8,41,27,11,3,1,2,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,.17,-0.014,.06,0.00%,-0.07,4t --- 0 out d5,5t 3 out d6,,MIA,1.0,L,1,7,,
9,91,2017-07-17,MIA,PHI,10-GF(10),W(1-1),1,1.0,0,0,0,0,0,0,0,3.52,3,13,8,0,2,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.75,0.130,.35,0.02%,0.47,10t --- 0 out tie,10t end tie,,MIA,0.0,W,6,5,,
10,99,2017-07-26,MIA,TEX,8-8,,8,0.2,1,0,0,0,1,0,0,3.24,3,16,12,4,0,1,1,0,0,0,,3,2,0,0,0,3,1,0,0,0,0,0,.01,0.001,.00,0.00%,-0.34,8b 123 1 out a12,8b 3 out a10,,TEX,5.0,W,22,10,,
11,101,2017-07-28,MIA,CIN,8-8,,1,1.0,1,0,0,0,3,0,0,2.89,4,18,12,3,6,0,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.56,0.021,.12,0.00%,0.47,8t --- 0 out a4,8t 3 out a4,,MIA,1.0,W,7,4,,
12,103,2017-07-30,MIA,CIN,7-7,,1,1.0,1,1,1,2,1,0,0,3.48,6,23,14,4,3,3,0,0,0,0,,3,3,0,0,0,4,0,0,0,0,0,0,1.26,-0.106,.36,-0.02%,-1.71,7t 123 0 out d1,7t 3 out d5,,MIA,3.0,L,4,6,,
13,105,2017-08-01,MIA,WSN,7-7,H(3),1,1.0,1,0,0,0,2,0,0,3.18,4,21,12,5,1,1,1,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.14,0.093,.47,0.01%,0.47,7t --- 0 out a1,7t 3 out a1,,MIA,1.0,W,7,6,,
