Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,3,2019-03-31,MIN,CLE,9-GF,,99,1.0,0,0,0,2,1,0,0,0.00,5,27,15,4,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.06,0.003,.06,0.00%,0.55,3.05,6.00,9t --- 0 out a6,9t end a 6,,MIN,2.0,W,9,3
2,6,2019-04-05,MIN,PHI,1-2,,4,1.1,1,0,0,0,2,0,0,0.00,5,14,12,4,3,2,1,1,0,0,,3,3,0,0,0,5,1,0,0,0,0,0,.59,-0.128,.62,-0.08%,-1.66,6.40,10.00,1b 123 2 out d2,2b 3 out d5,,PHI,0.9090909090909091,L,4,10
3,8,2019-04-07,MIN,PHI,8-GF(8),,1,0.1,0,0,0,0,0,0,0,0.00,1,6,4,1,1,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.23,0.037,1.28,0.02%,0.63,0.75,1.00,8b -23 2 out d1,8b end d 1,,PHI,0.0,L,1,2
4,9,2019-04-09,MIN,NYM,8-8,,1,0.2,1,0,0,0,0,0,0,0.00,3,19,14,1,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.10,0.003,.10,0.00%,0.26,0.90,2.00,8b --- 1 out a6,8b 3 out a6,,NYM,5.0,W,14,8
5,13,2019-04-15,MIN,TOR,7-7,H(1),5,1.0,0,0,0,0,2,0,0,0.00,3,15,11,5,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.97,0.076,1.10,0.05%,0.55,6.25,9.00,7t --- 0 out a2,7t 3 out a2,,MIN,0.0,L,3,5
6,14,2019-04-16,MIN,TOR,6-6,,0,0.2,2,0,0,0,0,0,0,0.00,4,7,6,2,0,0,4,2,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,1.58,-0.134,1.72,-0.09%,-1.03,0.30,2.00,6t 12- 1 out d1,6t 3 out d3,,MIN,10.0,L,5,6
7,16,2019-04-18,MIN,TOR,4-7,,1,3.1,1,0,0,0,2,0,0,0.00,10,43,31,11,4,2,6,4,2,0,,1,0,0,0,0,10,0,0,0,1,0,0,.43,0.105,.48,0.07%,2.00,10.90,16.00,4t -2- 2 out d3,7t 3 out d3,,MIN,0.3225806451612903,L,4,7
8,20,2019-04-22,MIN,HOU,7-7,,3,1.0,2,3,3,1,0,1,0,2.89,6,24,16,7,2,2,3,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.76,-0.104,.93,-0.08%,-2.43,-5.55,-6.00,7b --- 0 out a5,7b 3 out a2,,HOU,3.0,W,9,5
9,21,2019-04-23,MIN,HOU,6-6,,0,0.2,0,0,0,0,0,0,0,2.70,2,6,4,0,1,1,1,1,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.31,0.071,1.60,0.05%,0.74,1.50,2.00,6b -2- 1 out d1,6b 3 out d1,,HOU,0.0,L,4,10
10,23,2019-04-26,MIN,BAL,7-7,,2,1.0,0,0,0,0,1,0,0,2.45,3,15,9,2,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.25,0.020,.30,0.01%,0.55,4.25,6.00,7t --- 0 out a5,7t 3 out a5,,MIN,0.0,W,6,1
