Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,54,2019-05-29,STL,PHI,GS-4,L(0-1),99,3.2,5,5,3,2,5,1,0,7.36,18,53,34,10,5,1,10,4,1,0,38,,,0,0,0,15,1,0,0,0,0,1,.95,-0.208,.84,-0.11%,-2.18,8.05,17.00,1b start tie,4b -2- 2 out d3,,PHI,2.1875,L,4,11
2,59,2019-06-04,STL,CIN,GS-5,L(0-2),5,4.2,8,4,3,2,0,1,0,6.48,25,95,62,18,0,9,14,7,1,0,32,,,0,0,0,23,2,0,0,1,0,2,1.35,-0.142,1.49,-0.09%,-0.86,-1.50,5.00,1t start tie,5t 12- 2 out d2,,STL,2.380952380952381,L,1,4
3,69,2019-06-15,STL,NYM,5-6,,10,1.2,2,2,2,2,3,0,1,7.20,10,38,21,4,3,1,3,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.35,-0.042,.40,-0.03%,-1.79,2.75,8.00,5b --- 0 out d3,6b 123 2 out d5,,NYM,3.3333333333333335,L,7,8
4,72,2019-06-18,STL,MIA,9-GF,,2,1.0,0,0,0,0,0,0,0,6.55,3,8,6,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.01,0.00%,0.52,2.25,3.00,9t --- 0 out d6,9t end d 6,,STL,0.0,L,0,6
5,77,2019-06-23,STL,LAA,9-GF,,4,0.2,0,0,0,1,2,0,0,6.17,3,16,8,3,1,0,0,0,0,0,,3,1,0,0,0,2,0,0,0,0,0,0,.04,-0.001,.06,0.00%,0.59,4.90,8.00,9t 123 1 out d5,9t end d 6,,STL,5.0,L,4,6
6,140,2019-09-05,STL,SFG,7-GF,S(1),73,3.0,3,0,0,0,3,0,0,4.91,12,39,32,7,9,6,3,2,0,0,,0,0,0,0,0,12,0,0,0,0,0,0,.03,0.005,.04,0.00%,1.55,10.95,18.00,7t --- 0 out a8,9t end a10,,STL,1.0,W,10,0
7,147,2019-09-13,STL,MIL,9-GF,,7,1.0,0,0,0,1,0,0,1,4.60,5,22,12,4,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.52,1.05,3.00,9t --- 0 out a10,9t end a10,,STL,1.0,W,10,0
8,149,2019-09-15,STL,MIL,6-7,H(1),1,1.0,1,1,1,0,1,0,0,4.86,4,12,10,6,0,1,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.22,0.011,2.23,0.01%,0.13,1.65,3.00,6t --- 0 out a1,7t 1-- 0 out a1,,STL,1.0,L,6,7
9,151,2019-09-17,STL,WSN,9-GF,,1,1.0,1,1,1,2,0,0,0,5.09,6,25,12,2,1,2,2,0,1,0,,0,0,2,0,0,3,0,0,0,0,1,0,.19,-0.015,.37,-0.02%,-0.48,-1.55,0.00,9t --- 0 out d3,9t end d 4,,STL,3.0,L,2,6
10,155,2019-09-21,STL,CHC,5-5,,3,1.0,1,0,0,0,2,0,0,4.82,4,14,10,4,1,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.42,0.069,1.44,0.04%,0.54,5.65,9.00,5b --- 0 out tie,5b 3 out tie,,CHC,1.0,W,9,8
11,158,2019-09-24,STL,ARI,12-12,,2,1.0,1,0,0,0,2,0,0,4.58,4,18,12,4,2,0,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.99,0.144,.38,0.02%,0.54,5.65,9.00,12b --- 0 out tie,12b 3 out tie,,ARI,1.0,L,2,3
12,159,2019-09-25,STL,ARI,5-6,H(2),0,0.1,1,3,1,1,1,0,0,4.95,4,25,14,3,4,1,1,0,0,0,,1,0,0,0,0,3,1,0,0,0,0,1,1.70,-0.289,.92,-0.10%,-2.25,-0.45,1.00,5b 1-- 2 out a2,6b -23 0 out a2,,ARI,20.0,L,7,9
13,160,2019-09-27,STL,CHC,7-7,,1,0.1,0,0,0,0,0,0,0,4.87,1,7,4,1,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.04,0.001,.09,0.00%,0.24,0.75,1.00,7t 1-- 2 out d7,7t 3 out d7,,STL,0.0,L,2,8
