Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,37,2019-05-11,DET,MIN,GS-5,L(0-1),99,4.0,9,7,7,2,1,1,0,15.75,23,88,54,15,3,7,13,8,0,0,15,,,0,0,0,19,2,1,0,0,2,0,1.11,-0.414,1.15,-0.26%,-4.79,-9.60,-6.00,1b start tie,5b --- 0 out d4,2,MIN,2.75,L,3,8
2,41,2019-05-15,DET,HOU,GS-2,L(0-2),3,2.0,3,2,2,2,3,1,0,13.50,10,47,27,9,3,3,2,0,0,0,43,,,0,1,0,8,0,0,0,0,0,0,1.02,-0.093,.74,-0.04%,-0.87,3.50,9.00,1t start tie,2t 3 out d2,,DET,2.5,L,1,5
3,45,2019-05-19,DET,OAK,GS-4,,3,4.0,4,3,3,2,3,0,0,10.80,18,70,42,11,7,5,8,4,2,0,43,,,0,0,0,15,0,1,0,0,1,0,1.04,-0.090,.42,-0.02%,-0.75,5.40,12.00,1t start tie,4t 3 out tie,,DET,1.5,L,3,7
4,49,2019-05-24,DET,NYM,GS-4,,4,3.2,6,5,5,1,4,2,0,11.20,18,72,49,7,10,4,9,5,1,0,32,,,0,0,0,17,1,0,0,0,0,0,.88,-0.386,.19,-0.05%,-3.16,2.05,8.00,1b start a 2,4b --- 2 out d1,,NYM,2.1875,W,9,8
5,68,2019-06-15,DET,CLE,GS-4,,21,4.0,2,0,0,4,3,0,0,8.66,19,75,47,14,7,8,4,0,1,0,57,,,1,0,0,15,0,0,0,0,0,1,1.08,0.225,.05,0.01%,2.26,11.40,21.00,1t start tie,4t 3 out tie,,DET,1.5,L,2,4
6,79,2019-06-29,DET,WSN,GS-4,,13,3.2,4,3,3,1,1,1,0,8.44,16,64,41,11,3,5,9,1,0,0,41,,,0,0,0,15,1,0,0,0,0,0,1.03,-0.042,.00,0.00%,-0.09,1.25,5.00,1t start tie,4t -2- 2 out d2,,DET,1.5625,W,7,5
7,84,2019-07-05,DET,BOS,7-7,,5,1.0,2,0,0,0,1,0,0,8.06,5,24,18,4,2,2,2,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.06,0.062,.00,0.00%,0.56,3.05,6.00,7t --- 0 out d1,7t 3 out d1,,DET,2.0,L,6,9
8,86,2019-07-07,DET,BOS,GS-2,L(0-3),1,2.0,3,2,2,0,1,1,0,8.14,10,41,28,7,3,4,5,1,1,0,43,,,0,0,0,10,0,0,0,0,0,1,1.00,-0.096,.00,0.00%,-0.87,0.70,3.00,1t start tie,2t 3 out d1,,DET,1.5,L,3,6
9,87,2019-07-12,DET,KCR,4-6,,4,3.0,1,0,0,0,3,0,0,7.24,9,37,26,6,3,6,0,0,0,0,,0,0,0,0,0,9,0,0,0,1,0,0,.84,0.181,.00,0.00%,1.68,12.15,18.00,4b --- 0 out d1,6b 3 out tie,,KCR,0.3333333333333333,L,5,8
10,95,2019-07-20,DET,TOR,5-6,L(0-4),7,1.2,6,6,6,1,2,2,0,8.69,11,40,27,6,4,2,6,4,0,0,,0,0,0,0,0,10,2,0,0,0,0,0,1.11,-0.549,.00,0.00%,-4.99,-8.45,-7.00,5t --- 0 out a4,6t --- 2 out d2,,DET,5.833333333333334,L,5,7
