,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,83,2019-06-27,ARI,SFG,GS-6,W(1-0),99,5.0,3,1,1,1,5,1,1,1.8,20,74,47,10,8,4,9,2,1,0,61.0,,,0,0,0,18,1,0,0,0,0,0,1.11,-0.006,0.82,0.00%,0.49,20.25,39.0,1b start tie,6b 12- 0 out a1,,SFG,0.8,W,5,1
1,2,87,2019-07-02,ARI,LAD,4-6,,4,2.1,0,0,0,0,1,0,0,1.23,7,26,16,4,3,3,3,0,1,0,,1.0,0.0,0,0,0,7,0,0,0,0,0,0,1.06,0.192,0.84,0.09%,1.25,7.25,10.0,4b 1-- 2 out tie,6b 3 out a1,,LAD,0.0,L,4,5
2,3,91,2019-07-07,ARI,COL,GS-6,W(2-0),4,6.0,0,0,0,1,3,0,0,0.68,19,71,45,14,12,7,8,4,3,0,74.0,,,0,0,0,17,0,0,0,0,0,0,0.88,0.375,0.71,0.18%,3.21,22.9,39.0,1t start tie,6t 3 out a1,,ARI,0.16666666666666666,W,5,3
3,4,95,2019-07-16,ARI,TEX,GS-6,W(3-0),8,5.1,3,1,1,1,4,1,0,0.96,19,79,50,7,13,9,5,1,0,0,61.0,,,0,0,1,18,0,0,0,0,0,0,1.03,0.22399999999999998,0.76,0.10%,2.35,19.6,37.0,1b start a 1,6b --- 1 out a4,,TEX,0.7843137254901962,W,9,2
4,5,100,2019-07-21,ARI,MIL,GS-4,,4,4.0,3,4,4,3,5,1,0,2.38,18,80,46,17,12,2,8,1,0,0,42.0,,,0,0,0,15,1,0,0,0,0,0,0.92,-0.161,0.81,-0.09%,-1.86,7.4,15.0,1t start tie,4t 3 out tie,,ARI,1.5,L,4,7
5,6,105,2019-07-27,ARI,MIA,GS-7,W(4-0),5,6.0,8,2,2,1,2,1,0,2.51,25,87,61,18,6,10,12,5,1,0,49.0,,,0,0,0,24,2,0,0,1,0,0,0.46,0.069,0.3,0.03%,0.36,12.1,30.0,1b start tie,7b -2- 0 out a6,,MIA,1.5,W,9,2
6,7,110,2019-08-02,ARI,WSN,GS-6,L(4-1),5,6.0,3,2,2,3,9,0,1,2.6,25,89,58,20,12,6,6,2,2,0,64.0,,,1,0,0,21,2,0,1,0,0,0,1.12,0.055,0.79,0.02%,1.21,23.3,39.0,1t start tie,6t 3 out d2,,ARI,1.0,L,0,3
7,8,117,2019-08-10,ARI,LAD,GS-4,L(4-2),7,3.1,5,4,4,3,2,1,0,3.32,19,77,49,11,9,12,2,1,0,0,33.0,,,0,0,0,15,1,0,1,0,0,0,0.87,-0.228,0.7,-0.11%,-3.55,-1.3,4.0,1b start tie,4b 123 1 out d4,,LAD,2.5806451612903225,L,0,4
8,9,122,2019-08-15,ARI,SFG,GS-5,L(4-3),4,5.0,8,5,5,2,2,1,0,3.98,24,85,53,9,4,10,10,4,0,0,31.0,,,1,1,1,22,2,0,1,0,0,0,0.87,-0.19399999999999998,0.64,-0.09%,-2.33,-0.75,6.0,1t start tie,5t 3 out d5,,ARI,2.0,L,0,7
9,10,127,2019-08-20,ARI,COL,GS-6,W(5-3),4,6.0,7,3,3,1,4,1,0,4.04,25,81,55,13,8,10,10,8,0,0,49.0,,,0,0,0,24,2,0,0,1,0,0,1.17,-0.019,0.6,-0.01%,0.21,14.7,33.0,1t start tie,6t 3 out tie,,ARI,1.3333333333333333,W,8,7
10,11,132,2019-08-26,ARI,SFG,GS-6,W(6-3),5,5.1,4,2,1,2,4,0,0,3.81,24,98,58,12,13,9,9,4,2,0,56.0,,,0,0,0,22,0,0,0,0,0,2,1.11,0.031,0.35,0.01%,0.46,18.4,37.0,1b start tie,6b 1-- 1 out a1,,SFG,1.1764705882352942,W,6,4
11,12,137,2019-09-01,ARI,LAD,GS-5,,5,4.1,5,2,2,0,5,2,0,3.84,17,77,52,13,12,5,7,2,0,0,50.0,,,0,0,0,17,2,0,0,1,0,0,0.77,0.016,0.54,0.01%,0.39,12.75,22.0,1t start tie,5t --- 1 out a1,,ARI,1.2195121951219514,L,3,4
12,13,142,2019-09-07,ARI,CIN,GS-8,W(7-3),5,8.0,2,0,0,1,12,0,0,3.38,26,109,77,21,20,6,7,3,1,0,89.0,,,0,0,0,25,0,0,0,0,0,0,0.98,0.5539999999999999,1.08,0.37%,4.36,44.2,72.0,1b start tie,8b 3 out a2,,CIN,0.375,W,2,0
13,14,147,2019-09-12,ARI,NYM,GS-3,L(7-4),4,2.2,5,6,1,2,3,2,0,3.38,16,75,44,9,9,5,6,4,0,0,35.0,,,0,0,0,14,0,0,0,0,0,1,0.91,-0.303,0.64,-0.13%,-4.64,5.8,14.0,1b start tie,3b --- 2 out d6,,NYM,3.1818181818181817,L,1,11
14,15,152,2019-09-17,ARI,MIA,GS-5,,4,5.0,5,2,1,4,4,0,0,3.27,23,81,50,12,11,9,6,4,0,0,51.0,,,0,0,0,18,1,0,1,1,0,0,1.18,0.025,0.09,0.00%,0.67,11.85,24.0,1t start tie,5t 3 out d1,,ARI,1.8,L,6,12
