,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,24,2018-04-23,COL,SDP,6-6,H(1),99,1.0,0,0,0,0,1,0,0,0.0,3,10,8,1,4,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.06,0.084,1.08,0.05%,0.57,4.25,6.0,6t --- 0 out a1,6t 3 out a1,,COL,0.0,L,5,13
1,2,32,2018-05-02,COL,CHC,9-GF,,8,1.0,1,0,0,1,0,0,0,0.0,5,14,8,2,1,1,3,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.5,1.05,3.0,9b --- 0 out a9,9b end a 9,,CHC,2.0,W,11,2
2,3,38,2018-05-10,COL,MIL,6-7,,7,2.0,0,0,0,1,0,0,0,0.0,7,23,14,5,1,2,4,3,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.36,0.055,0.44,0.04%,1.13,3.9,6.0,6t --- 0 out d3,7t 3 out d3,,COL,0.5,L,2,5
3,4,41,2018-05-13,COL,MIL,6-7,,2,1.2,2,1,1,1,1,1,0,1.59,8,43,26,3,2,4,2,1,0,0,,2,2,0,0,0,7,0,0,0,0,0,0,0.19,-0.055999999999999994,0.22,-0.04%,-1.46,1.95,5.0,6t 12- 1 out d4,7t 3 out d7,,COL,2.5,L,3,7
4,5,47,2018-05-20,COL,SFG,7-GF(8),,6,1.1,1,0,0,1,1,0,0,1.29,6,28,18,4,3,0,4,1,1,0,,1,0,0,0,0,5,0,0,0,0,0,0,0.05,0.005,0.07,0.00%,0.66,3.8,7.0,7b 1-- 2 out d4,8b end d 4,,SFG,1.818181818181818,L,5,9
5,6,54,2018-05-28,COL,SFG,7-8,,7,2.0,0,0,0,0,1,0,0,1.0,6,21,16,3,3,3,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.78,0.122,1.23,0.12%,1.13,6.5,9.0,7t --- 0 out d1,8t 3 out d1,,COL,0.0,W,6,5
6,7,56,2018-05-30,COL,SFG,4-5,L(0-1),1,1.2,2,2,2,0,1,0,1,2.53,7,23,14,5,3,2,3,3,0,0,,3,0,0,0,0,6,0,1,0,1,0,0,1.38,-0.02,2.11,-0.02%,0.21,-0.05,2.0,4t 123 1 out tie,5t 3 out d2,,COL,1.6666666666666667,L,4,7
7,8,58,2018-06-02,COL,LAD,7-GF,,2,2.2,1,1,1,1,2,0,0,2.7,10,37,20,8,1,1,6,3,2,0,,2,2,0,0,0,9,0,1,0,0,0,0,0.07,-0.017,0.1,-0.02%,-0.39,6.8,11.0,7t -23 1 out d5,9t end d 8,,COL,0.9090909090909092,L,4,12
8,9,61,2018-06-06,COL,CIN,6-7,H(2),3,1.2,1,0,0,2,3,0,0,2.4,8,31,17,3,3,0,3,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.82,0.115,2.1,0.08%,0.76,7.95,14.0,6b --- 0 out a2,7b 1-- 2 out a2,,CIN,2.5,W,6,3
9,10,63,2018-06-08,COL,ARI,5-6,,1,2.0,2,1,1,1,1,0,0,2.65,9,29,19,7,2,2,5,4,0,0,,0,0,0,0,0,8,1,0,1,0,0,0,0.96,-0.051,1.45,-0.05%,0.13,2.7,6.0,5t --- 0 out d4,6t 3 out d2,,COL,1.5,L,4,9
