Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,148,2018-09-14,SDP,TEX,8-8,,99,1.0,0,0,0,0,0,0,0,0.00,3,12,6,2,1,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.00,0.00%,0.45,2.25,3.00,8t --- 0 out d4,8t 3 out d4,,SDP,0.0,L,0,4
2,151,2018-09-17,SDP,SFG,6-7,,2,2.0,1,0,0,0,4,0,0,0.00,7,28,20,6,3,1,2,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,.38,0.037,.00,0.00%,0.90,11.90,18.00,6t --- 0 out d3,7t 3 out d3,,SDP,0.5,L,2,4
3,155,2018-09-22,SDP,LAD,5-6,,4,2.0,1,1,1,0,2,1,0,1.80,7,21,15,7,2,1,4,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.05,-0.005,.00,0.00%,-0.05,5.90,9.00,5b --- 0 out d6,6b 3 out d6,,LAD,0.5,L,2,7
4,159,2018-09-26,SDP,SFG,4-4,,3,1.0,0,0,0,0,1,0,0,1.50,3,15,10,3,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.86,0.064,.00,0.00%,0.45,4.25,6.00,4b --- 0 out a1,4b 3 out a1,,SFG,0.0,W,3,2
5,160,2018-09-28,SDP,ARI,8-8,,1,1.0,1,0,0,0,3,0,0,1.29,4,17,13,6,3,0,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.15,0.101,.00,0.00%,0.45,7.65,12.00,8t --- 0 out tie,8t 3 out tie,,SDP,1.0,W,3,2
6,11,2019-04-08,SDP,SFG,7-7,H(1),99,1.0,0,0,0,0,2,0,1,0.00,5,17,11,1,4,1,1,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,1,2.77,0.108,3.10,0.07%,0.50,5.65,9.00,7b --- 0 out a1,7b 3 out a1,,SFG,0.0,W,6,5
7,13,2019-04-10,SDP,SFG,7-8,H(2),1,0.1,1,0,0,0,0,0,0,0.00,2,7,5,0,0,0,2,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,1.71,-0.149,1.99,-0.10%,-0.52,0.15,1.00,7b --- 2 out a1,8b -2- 0 out a1,,SFG,10.0,W,3,1
8,14,2019-04-11,SDP,ARI,7-7,BS(1),0,0.1,2,2,2,1,0,1,0,10.80,4,13,8,2,2,1,2,2,0,0,,3,3,0,0,0,3,0,0,0,0,0,0,1.89,-0.436,2.49,-0.35%,-3.63,-5.05,-5.00,7b 123 1 out a5,7b 1-- 2 out tie,,ARI,30.0,W,7,6
9,16,2019-04-13,SDP,ARI,8-8,H(3),1,1.0,0,0,0,0,1,0,0,6.75,3,13,8,3,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.89,0.147,2.57,0.12%,0.54,4.25,6.00,8b --- 0 out a1,8b 3 out a1,,ARI,0.0,W,5,4
10,19,2019-04-16,SDP,COL,8-8,,2,1.0,1,0,0,0,2,0,0,4.91,4,17,11,2,3,0,2,1,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,.08,0.004,.11,0.00%,0.50,5.65,9.00,8t --- 0 out d5,8t 3 out d5,,SDP,1.0,L,2,8
11,20,2019-04-18,SDP,CIN,7-7,,1,1.0,1,0,0,0,1,0,0,3.86,3,19,12,3,1,0,2,1,0,0,,0,0,0,1,1,3,0,0,0,0,0,0,.49,0.035,.54,0.02%,0.50,3.65,6.00,7t --- 0 out d2,7t 3 out d2,,SDP,1.0,L,1,4
12,23,2019-04-21,SDP,CIN,6-7,H(4),2,0.2,1,1,1,0,0,1,0,5.06,3,8,5,1,0,1,2,0,0,0,,2,0,0,0,0,3,0,0,0,0,0,0,1.31,-0.001,1.29,0.00%,-0.33,-1.10,-1.00,6t 12- 2 out a3,7t --- 1 out a2,,SDP,5.0,W,4,3
13,24,2019-04-23,SDP,SEA,6-6,H(5),1,1.0,1,0,0,0,2,0,0,4.26,4,22,14,4,3,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.12,0.080,1.12,0.05%,0.50,5.65,9.00,6t --- 0 out a1,6t 3 out a1,,SDP,1.0,W,6,3
14,27,2019-04-27,SDP,WSN,7-7,,3,0.1,0,0,0,1,0,0,0,4.05,2,8,2,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,2.87,0.113,3.18,0.08%,0.66,0.15,1.00,7b -23 1 out tie,7b 123 2 out tie,,WSN,10.0,W,8,3
15,28,2019-04-28,SDP,WSN,7-7,,0,0.2,1,0,0,1,2,0,0,3.68,4,20,10,3,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.33,0.017,2.69,0.01%,0.09,4.30,8.00,7b --- 0 out tie,7b 12- 2 out tie,,WSN,10.0,L,6,7
16,33,2019-05-03,SDP,LAD,6-6,H(6),4,1.0,0,0,0,0,1,0,0,3.24,3,10,7,1,2,1,1,0,0,0,,3,1,0,0,0,2,0,0,0,0,1,0,3.21,0.211,4.27,0.17%,1.34,4.25,6.00,6t 123 0 out a2,6t 3 out a1,,SDP,0.0,L,3,4
17,34,2019-05-04,SDP,LAD,6-6,BS(2),0,0.1,4,3,3,0,0,1,0,6.23,5,20,12,2,1,3,2,2,0,0,,2,2,0,0,0,5,1,0,0,0,0,0,1.61,-0.454,2.14,-0.36%,-3.42,-7.65,-8.00,6t 12- 0 out a2,6t 12- 1 out d2,,SDP,40.0,L,6,7
18,37,2019-05-07,SDP,NYM,5-6,,2,1.2,0,0,0,0,4,0,0,5.23,5,25,15,3,4,0,1,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,1.09,0.147,1.24,0.10%,1.18,11.75,17.00,5t -2- 1 out a2,6t 3 out a2,,SDP,0.0,L,6,7
19,40,2019-05-11,SDP,COL,7-7,H(7),3,1.0,2,1,1,0,0,0,0,5.56,5,16,11,2,1,1,4,1,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,1.72,-0.024,1.98,-0.02%,-0.38,-0.95,0.00,7b --- 0 out a2,7b 3 out a1,,COL,2.0,W,4,3
20,41,2019-05-12,SDP,COL,7-7,,0,0.2,2,2,2,0,1,1,0,6.75,4,9,9,2,2,2,1,0,0,0,,3,3,0,0,0,4,1,0,0,0,0,0,.32,-0.078,.39,-0.06%,-3.30,-1.70,-1.00,7b 123 1 out d2,7b 3 out d7,,COL,10.0,L,7,10
21,43,2019-05-15,SDP,LAD,6-7,,2,1.1,0,0,0,0,1,0,0,6.08,4,22,13,1,2,1,2,2,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,.36,0.038,.46,0.03%,0.74,5.00,7.00,6b 1-- 2 out d2,7b 3 out d2,,LAD,0.0,L,0,2
22,45,2019-05-17,SDP,PIT,8-8,,1,0.1,0,1,1,1,0,0,0,6.59,2,11,5,1,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.15,-0.001,1.20,0.00%,-0.02,-1.85,-2.00,8t --- 0 out d1,8t 1-- 1 out d1,,SDP,10.0,L,3,5
23,47,2019-05-19,SDP,PIT,9-GF,,1,1.0,0,0,0,0,1,0,0,6.14,3,10,6,1,2,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.23,0.018,.21,0.01%,0.50,4.25,6.00,9t --- 0 out d2,9t end d 2,,SDP,0.0,L,4,6
24,52,2019-05-25,SDP,TOR,9-GF,,5,1.0,0,0,0,0,1,0,0,5.74,3,9,9,2,0,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.54,4.25,6.00,9b --- 0 out a15,9b end a15,,TOR,0.0,W,19,4
25,55,2019-05-28,SDP,NYY,7-7,,2,0.1,0,1,1,1,1,0,0,6.19,2,12,7,4,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.06,-0.002,.96,0.00%,-0.02,0.15,1.00,7b --- 0 out a4,7b 1-- 1 out a4,,NYY,10.0,W,5,4
26,58,2019-06-01,SDP,MIA,8-8,,3,1.0,0,0,0,1,2,0,0,5.82,4,15,8,4,1,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.11,0.008,.11,0.00%,0.50,5.65,9.00,8t --- 0 out d4,8t 3 out d4,,SDP,1.0,L,3,9
27,60,2019-06-03,SDP,PHI,7-7,,1,1.0,2,1,1,0,1,1,0,6.00,5,17,11,4,1,0,4,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.13,0.002,.11,0.00%,-0.50,1.05,3.00,7t --- 0 out a7,7t 3 out a6,,SDP,2.0,W,8,2
28,61,2019-06-04,SDP,PHI,5-5,,0,0.2,2,2,2,0,0,1,0,6.75,4,17,9,1,1,1,3,1,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,.87,-0.175,.76,-0.09%,-3.09,-3.70,-4.00,5t 12- 1 out d2,5t 3 out d6,,SDP,10.0,L,6,9
29,72,2019-06-16,SDP,COL,7-7,,11,1.0,0,0,0,0,2,0,0,6.41,3,12,11,2,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.23,0.018,.12,0.01%,0.62,6.25,9.00,7b --- 0 out d3,7b 3 out d3,,COL,0.0,W,14,13
30,75,2019-06-19,SDP,MIL,7-7,H(8),2,0.1,2,2,2,0,0,0,0,7.20,3,12,8,1,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.71,-0.074,1.95,-0.03%,-0.41,-4.45,-5.00,7t --- 0 out a1,7t 12- 1 out a1,,SDP,20.0,W,8,7
31,77,2019-06-22,SDP,PIT,6-6,,2,1.0,1,0,0,0,1,0,0,6.86,3,14,9,1,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.85,0.048,.58,0.02%,0.51,3.65,6.00,6b --- 0 out d1,6b 3 out d1,,PIT,1.0,L,3,6
32,79,2019-06-25,SDP,BAL,8-8,,2,1.0,0,0,0,0,2,0,0,6.55,3,16,10,2,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.22,0.017,.12,0.01%,0.55,6.25,9.00,8b --- 0 out a5,8b 3 out a5,,BAL,0.0,W,8,3
33,82,2019-06-29,SDP,STL,7-8,,3,1.2,1,1,0,1,1,0,0,6.08,8,30,19,5,2,2,4,2,1,0,,0,0,0,0,0,7,1,0,0,0,0,1,.01,0.001,.01,0.00%,-0.32,4.55,8.00,7t --- 0 out a9,8t -2- 2 out a9,,SDP,1.6666666666666667,W,12,2
34,83,2019-06-30,SDP,STL,11-GF(11),L(0-1),0,1.0,2,2,2,0,2,1,0,6.57,5,19,16,2,4,1,2,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.58,-0.409,1.30,-0.20%,-1.50,1.05,3.00,11t --- 0 out tie,11t end d 2,,SDP,2.0,L,3,5
